StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_OPTOUT_Green_First Click,t_OPTOUT_Green_Last Click,t_OPTOUT_Green_Page Submit,t_OPTOUT_Green_Click Count,OPTOUT_Green,t_OPTIN_Green_First Click,t_OPTIN_Green_Last Click,t_OPTIN_Green_Page Submit,t_OPTIN_Green_Click Count,OPTIN_Green,t_OPTIN_Organ_First Click,t_OPTIN_Organ_Last Click,t_OPTIN_Organ_Page Submit,t_OPTIN_Organ_Click Count,OPTIN_Organ,t_OPTOUT_Organ_First Click,t_OPTOUT_Organ_Last Click,t_OPTOUT_Organ_Page Submit,t_OPTOUT_Organ_Click Count,OPTOUT_Organ,FL_344_DO_FL_345,FL_344_DO_FL_348,FL_212_DO_OPTOUT_Green,FL_212_DO_OPTIN_Green,FL_338_DO_OPTIN_Organ,FL_338_DO_OPTOUT_Organ,FL_353_DO_OPTIN_Organ,FL_353_DO_OPTOUT_Organ,FL_349_DO_OPTOUT_Green,FL_349_DO_OPTIN_Green,,TWIN_ID
5/30/2025 11:26,5/30/2025 11:28,100,110,1,5/30/2025 11:28,1,,0,0,,,3.346,3.346,23.336,1,Firefox,138,Windows NT 10.0,1408x792,,,,,,28.675,56.638,58.843,6,1,,,,,,12.65,12.65,13.883,1,2,1,,,1,,1,,,,,,306
5/30/2025 9:56,5/30/2025 9:56,100,39,1,5/30/2025 9:56,0.8999999761581421,,0,5,,,0,0,2.647,0,Firefox,139,Windows NT 10.0,1200x1920,,,,,,1.568,11.505,12.969,13,2,,,,,,9.989,9.989,14.319,1,1,1,,,1,,1,,,,,,308
5/30/2025 9:19,5/30/2025 9:21,100,100,1,5/30/2025 9:21,1,,0,0,,,0,0,8.493,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,16.491,16.491,18.644,1,1,,,,,,14.405,14.405,15.733,1,1,,,,,,1,,1,,1,,,,,,,312
5/30/2025 9:37,5/30/2025 9:38,100,94,1,5/30/2025 9:38,0.8999999761581421,,0,0,,,15.389,15.389,15.798,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,33.717,33.717,35.018,1,2,,,,,,19.982,19.982,22.954,1,1,1,,,1,,1,,,,,,313
5/30/2025 9:15,5/30/2025 9:16,100,91,1,5/30/2025 9:16,1,,0,0,,,0,0,16.489,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,24.991,24.991,26.459,1,1,,,,,,,,,,,34.978,34.978,36.074,1,2,1,,1,,,1,,,,,,314
5/30/2025 9:35,5/30/2025 9:38,100,208,1,5/30/2025 9:38,0.8999999761581421,,0,0,,,3.84,5.834,6.955,3,Chrome,136.0.0.0,Android 10,412x883,29.467,91.787,93.1,7,1,,,,,,18.198,42.455,44.202,4,1,,,,,,1,,1,,1,,,,,,,317
5/30/2025 13:23,5/30/2025 13:25,100,140,1,5/30/2025 13:25,0.8999999761581421,,0,0,,,21.527,21.527,23.211,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,53.388,64.372,71.895,2,2,,,,,,,,,,,16.621,16.621,19.056,1,1,1,,1,,,1,,,,,,320
5/30/2025 10:18,5/30/2025 10:20,100,133,1,5/30/2025 10:20,1,,0,0,,,0,0,15.323,0,Edge,136.0.0.0,Windows NT 10.0,1600x900,73.205,73.205,74.816,1,2,,,,,,,,,,,27.833,27.833,28.808,1,1,1,,1,,,1,,,,,,326
5/30/2025 9:24,5/30/2025 9:25,100,66,1,5/30/2025 9:25,1,,0,0,,,0,0,7.388,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,,,,,,22.078,22.078,23.884,1,1,17.991,17.991,19.66,1,1,,,,,,1,,,1,1,,,,,,,327
5/30/2025 9:49,5/30/2025 9:52,100,190,1,5/30/2025 9:52,1,,0,0,,,0,0,38.241,0,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x768,62.752,62.752,64.315,1,1,,,,,,51.053,51.053,52.19,1,1,,,,,,,1,,,,,1,,1,,,329
5/30/2025 9:32,5/30/2025 9:32,100,38,1,5/30/2025 9:32,1,,0,75,,,0.878,0.878,2.906,1,Chrome,137.0.0.0,Linux x86_64,1280x1024,1.991,1.991,4.4,1,2,,,,,,,,,,,0.947,0.947,2.577,1,2,1,,1,,,1,,,,,,331
5/30/2025 9:18,5/30/2025 9:23,100,332,1,5/30/2025 9:23,1,,0,0,,,0,0,11.007,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,48.194,48.194,50.439,1,1,181.497,181.497,182.642,1,1,,,,,,1,,,1,1,,,,,,,335
5/30/2025 9:25,5/30/2025 9:28,100,191,1,5/30/2025 9:28,1,,0,0,,,1.421,21.105,22.823,8,Chrome,137.0.0.0,Windows NT 10.0,1600x900,,,,,,25.078,93.402,94.494,13,1,15.053,50.682,51.704,4,2,,,,,,,1,,,,,1,,,1,,337
5/30/2025 11:38,5/30/2025 11:49,100,621,1,5/30/2025 11:49,1,,0,0,,,118.038,119.625,120.922,2,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,32.708,113.629,115.38,3,1,,,,,,26.451,26.451,27.876,1,1,,1,,,,,,1,,1,,339
5/30/2025 9:58,5/30/2025 9:59,100,78,1,5/30/2025 9:59,1,,0,0,,,0.655,1.815,2.869,3,Chrome,136.0.0.0,Linux x86_64,412x915,,,,,,1.169,37.386,38.225,8,2,9.658,9.658,18.738,1,1,,,,,,,1,,,,,1,,,1,,342
5/30/2025 10:04,5/30/2025 10:05,100,66,1,5/30/2025 10:05,1,,0,0,,,0,0,4.871,0,Opera,116.0.0.0,Macintosh,1710x1107,23.739,23.739,25.014,1,1,,,,,,,,,,,20.688,20.688,21.935,1,1,,1,,,,,,1,1,,,343
5/30/2025 10:19,5/30/2025 10:21,100,113,1,5/30/2025 10:21,1,,0,0,,,0,0,5.012,0,Firefox,138,Windows NT 10.0,1366x768,,,,,,10.432,37.048,38.425,3,2,38.023,38.023,38.909,1,2,,,,,,1,,,1,1,,,,,,,346
5/30/2025 9:48,5/30/2025 9:50,100,84,1,5/30/2025 9:50,0.20000000298023224,,0,0,,,1.431,16.204,16.801,2,Chrome,122.0.0.0,Macintosh,1287x597,4.516,30.737,31.127,3,2,,,,,,4.026,20.659,22.531,3,1,,,,,,1,,1,,1,,,,,,,348
5/30/2025 10:46,5/30/2025 10:48,100,99,1,5/30/2025 10:48,1,,0,0,,,0,0,3.777,0,Chrome,136.0.0.0,Windows NT 10.0,1536x960,44.326,44.326,46.645,1,2,,,,,,,,,,,27.845,27.845,28.888,1,1,1,,1,,,1,,,,,,349
5/30/2025 10:08,5/30/2025 10:10,100,105,1,5/30/2025 10:10,1,,0,20,,,16.167,17.198,29.672,2,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,39.48,39.48,40.518,1,1,,,,,,16.31,16.31,17.38,1,2,,,,,,1,,1,,1,,,,,,,352
5/30/2025 12:49,5/30/2025 12:51,100,138,1,5/30/2025 12:51,1,,0,0,,,0,0,20.824,0,Chrome,136.0.0.0,Macintosh,1470x956,69.966,69.966,74.151,1,1,,,,,,21.775,21.775,23.757,1,2,,,,,,,1,,,,,1,,1,,,354
5/30/2025 11:24,5/30/2025 11:27,100,165,1,5/30/2025 11:27,1,,0,75,,,7.078,7.078,8.64,1,Chrome,136.0.0.0,Linux x86_64,412x922,11.815,11.968,16.6,2,2,,,,,,,,,,,24.315,24.479,25.295,2,2,1,,1,,,1,,,,,,356
5/30/2025 9:18,5/30/2025 9:20,100,125,1,5/30/2025 9:20,1,,0,50,,,30.283,30.995,31.348,2,Firefox,138,Windows NT 10.0,1366x768,19.113,21.353,22.598,2,1,,,,,,,,,,,29.111,29.111,30.295,1,1,,1,,,,,,1,1,,,358
5/30/2025 10:38,5/30/2025 10:39,100,79,1,5/30/2025 10:39,1,,0,0,,,0,0,3.472,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,34.1,34.1,35.121,1,1,27.602,27.602,28.61,1,2,,,,,,,1,,,,,1,,,1,,359
5/30/2025 12:18,5/30/2025 12:23,100,287,1,5/30/2025 12:23,0.4000000059604645,,0,0,,,4.03,4.901,16.347,2,Chrome,131.0.0.0,Windows NT 10.0,1366x768,,,,,,12.309,97.822,99.81,11,1,7.346,50.921,53.823,4,1,,,,,,1,,,1,1,,,,,,,360
5/30/2025 10:30,5/30/2025 10:36,100,317,1,5/30/2025 10:36,1,,0,50,,,60.039,60.818,61.902,2,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,87.819,104.574,106.868,3,2,98.599,98.599,100.233,1,1,,,,,,1,,,1,1,,,,,,,365
5/30/2025 12:01,5/30/2025 12:04,100,163,1,5/30/2025 12:04,1,,0,0,,,0,0,22.401,0,Chrome,136.0.0.0,Windows NT 10.0,1812x1019,,,,,,52.627,65.77,68.463,2,2,,,,,,24.555,24.555,26.258,1,2,,1,,,,,,1,,1,,370
5/30/2025 9:28,5/30/2025 9:29,100,65,1,5/30/2025 9:30,1,,0,0,,,1.584,4.107,5.068,4,Chrome,136.0.0.0,Windows NT 10.0,1536x864,0.195,23.541,24.769,4,1,,,,,,18.973,18.973,20.16,1,2,,,,,,1,,1,,1,,,,,,,371
5/30/2025 9:37,5/30/2025 9:41,100,237,1,5/30/2025 9:41,1,,0,0,,,0,0,23.94,0,Chrome,137.0.0.0,Windows NT 10.0,1280x800,114.852,114.852,131.255,1,1,,,,,,,,,,,42.702,42.702,57.599,1,2,1,,1,,,1,,,,,,373
5/30/2025 9:15,5/30/2025 9:19,100,220,1,5/30/2025 9:19,1,,0,0,,,0,0,27.472,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,104.377,104.377,106.1,1,1,,,,,,,,,,,13.356,13.356,15.144,1,1,,1,,,,,,1,1,,,374
5/30/2025 10:50,5/30/2025 10:52,100,139,1,5/30/2025 10:52,1,,0,0,,,0,0,12.406,0,Firefox,139,Windows NT 10.0,1280x720,56.349,56.349,71.156,1,2,,,,,,30.888,30.888,32.404,1,1,,,,,,,1,,,,,1,,1,,,375
5/30/2025 9:34,5/30/2025 9:51,100,1037,1,5/30/2025 9:51,0.699999988,,0,0,,,0,0,46.963,0,Chrome,135.0.0.0,Windows NT 10.0,1280x768,,,,,,146.479,177.909,178.992,4,2,,,,,,6.664,6.664,9.144,1,1,,1,,,,,,1,,1,,383
5/30/2025 10:03,5/30/2025 10:05,100,118,1,5/30/2025 10:05,1,,0,0,,,0,0,8.044,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,45.116,45.116,47.172,1,1,,,,,,21.807,21.807,22.902,1,2,,1,,,,,,1,,1,,384
5/30/2025 10:46,5/30/2025 10:48,100,130,1,5/30/2025 10:48,1,,0,20,,,0,0,42.062,0,Firefox,139,Windows NT 10.0,1920x1080,31.87,31.87,34.772,1,1,,,,,,,,,,,16.506,16.506,18.168,1,1,,1,,,,,,1,1,,,386
5/30/2025 9:15,5/30/2025 9:17,100,131,1,5/30/2025 9:17,1,,0,0,,,0,0,14.669,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,71.507,71.507,72.706,1,2,,,,,,25.4,25.4,26.855,1,1,,,,,,1,,1,,1,,,,,,,388
5/30/2025 12:41,5/30/2025 12:43,100,128,1,5/30/2025 12:43,0.8999999761581421,,0,0,,,0,0,17.883,0,Safari,18.5,Macintosh,1470x956,55.602,56.118,59.177,2,1,,,,,,33.445,33.445,35.02,1,2,,,,,,1,,1,,1,,,,,,,389
5/30/2025 11:12,5/30/2025 11:14,100,112,1,5/30/2025 11:14,1,,0,0,,,0,0,9.695,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,55.763,55.763,58.128,1,1,,,,,,,,,,,25.271,25.271,26.827,1,1,1,,1,,,1,,,,,,390
5/30/2025 11:37,5/30/2025 11:43,100,338,1,5/30/2025 11:43,1,,0,0,,,0,0,2.622,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,,,,,,310.053,310.053,311.217,1,1,,,,,,10.212,10.212,12.643,1,2,1,,,1,,1,,,,,,391
5/30/2025 11:44,5/30/2025 11:47,100,133,1,5/30/2025 11:47,1,,0,0,,,8.402,8.402,9.834,1,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,55.705,69.536,72.004,3,2,,,,,,14.72,14.72,15.701,1,1,1,,,1,,1,,,,,,394
5/30/2025 9:15,5/30/2025 9:17,100,101,1,5/30/2025 9:17,1,,0,0,,,0,0,3.713,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,1.392,41.272,42.079,3,1,,,,,,1.586,23.067,24.394,9,1,,1,,,,,,1,,1,,396
5/30/2025 9:30,5/30/2025 9:32,100,124,1,5/30/2025 9:32,1,,0,0,,,30.801,30.801,32.969,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,37,39.588,41.719,2,1,,,,,,21.299,21.299,23.697,1,2,,,,,,1,,1,,1,,,,,,,397
5/30/2025 12:04,5/30/2025 12:06,100,117,1,5/30/2025 12:06,1,,0,0,,,15.166,26.914,27.878,2,Chrome,136.0.0.0,Windows NT 10.0,1800x1200,,,,,,24.134,44.345,45.555,4,1,,,,,,19.619,19.619,20.686,1,2,1,,,1,,1,,,,,,399
5/30/2025 9:20,5/30/2025 9:22,100,100,1,5/30/2025 9:22,0.4000000059604645,,0,0,,,0,0,4.805,0,Chrome,137.0.0.0,Windows NT 10.0,3840x2160,9.71,31.367,33.396,14,1,,,,,,,,,,,0.094,19.462,25.55,12,2,,1,,,,,,1,1,,,401
5/30/2025 11:06,5/30/2025 11:07,100,92,1,5/30/2025 11:07,0.8999999761581421,,0,0,,,10.609,10.609,11.647,1,Chrome,137.0.0.0,Windows NT 10.0,1366x768,,,,,,14.436,34.821,36.008,2,1,,,,,,18.681,18.681,19.853,1,2,,1,,,,,,1,,1,,402
5/30/2025 9:32,5/30/2025 9:37,100,291,1,5/30/2025 9:37,0.8999999761581421,,0,30,,,21.834,32.04,33.207,5,Chrome,136.0.0.0,Android 10,1536x864,,,,,,85.028,85.028,87.467,1,1,99.504,99.504,100.281,1,2,,,,,,,1,,,,,1,,,1,,404
5/30/2025 9:54,5/30/2025 9:57,100,204,1,5/30/2025 9:58,1,,0,0,,,0,0,38.914,0,Chrome,137.0.0.0,Windows NT 10.0,1970x1109,5.5,82.552,84.167,4,1,,,,,,49.905,49.905,58.33,1,2,,,,,,1,,1,,1,,,,,,,407
5/30/2025 9:31,5/30/2025 9:35,100,234,1,5/30/2025 9:35,0.800000012,,0,20,,,0,0,14.344,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,79.116,144.975,146.53,5,2,20.463,20.463,22.284,1,1,,,,,,1,,,1,1,,,,,,,409
5/30/2025 9:31,5/30/2025 9:34,100,200,1,5/30/2025 9:34,0.6000000238418579,,0,0,,,0,0,6.482,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,15.269,15.269,16.201,1,1,,,,,,5.986,62.443,63.744,5,1,,,,,,,1,,,,,1,,1,,,411
5/30/2025 11:22,5/30/2025 11:24,100,146,1,5/30/2025 11:24,0.4000000059604645,,0,0,,,0,0,9.456,0,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,77.958,77.958,81.907,1,1,,,,,,,,,,,38.032,38.032,39.815,1,1,1,,1,,,1,,,,,,413
5/30/2025 12:24,5/30/2025 12:30,100,385,1,5/30/2025 12:30,1,,0,0,,,0,0,3.022,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,25.794,25.794,28.171,1,1,,,,,,113.003,113.003,115.25,1,2,1,,,1,,1,,,,,,416
5/30/2025 9:25,5/30/2025 9:26,100,45,1,5/30/2025 9:26,1,,0,0,,,0,0,6.254,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,4.316,12.987,15.172,2,2,,,,,,,,,,,7.882,7.882,9.574,1,2,1,,1,,,1,,,,,,419
5/30/2025 13:01,5/30/2025 13:03,100,63,1,5/30/2025 13:03,1,,0,0,,,0,0,16.137,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,9.368,9.368,11.689,1,1,,,,,,18.208,18.208,20.027,1,1,,1,,,,,,1,,1,,420
5/30/2025 9:15,5/30/2025 9:17,100,99,1,5/30/2025 9:17,0.8999999761581421,,0,0,,,0,0,10.178,0,Edge,136.0.0.0,Windows NT 10.0,1186x667,43.516,43.516,47.996,1,1,,,,,,20.338,20.338,22.523,1,1,,,,,,,1,,,,,1,,1,,,422
5/30/2025 9:15,5/30/2025 9:18,100,166,1,5/30/2025 9:18,0.8999999761581421,,0,0,,,18.607,23.186,24.305,3,Firefox,138,Windows NT 10.0,1366x768,15.645,46.894,47.711,4,1,,,,,,,,,,,42.333,42.333,43.178,1,2,1,,1,,,1,,,,,,423
5/30/2025 9:23,5/30/2025 9:26,100,134,1,5/30/2025 9:26,1,,0,0,,,0,0,35.635,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,40.77,40.77,43.128,1,1,,,,,,25.336,25.336,26.631,1,2,,,,,,,1,,,,,1,,1,,,429
5/30/2025 12:50,5/30/2025 12:51,100,69,1,5/30/2025 12:51,0.8999999761581421,,0,75,,,0,0,2.131,0,Chrome,136.0.0.0,Windows NT 10.0,3128x1310,,,,,,32.325,32.325,33.992,1,2,21.913,21.913,25.734,1,2,,,,,,1,,,1,1,,,,,,,432
5/30/2025 12:41,5/30/2025 12:47,100,367,1,5/30/2025 12:47,1,,0,0,,,4.541,5.317,5.96,2,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x768,,,,,,12.404,60.652,61.763,3,1,33.731,33.731,36.988,1,1,,,,,,1,,,1,1,,,,,,,433
5/30/2025 13:08,5/30/2025 13:12,100,209,1,5/30/2025 13:12,1,,0,0,,,16.694,39.826,42.84,8,Firefox,138,Windows NT 10.0,1600x900,28.455,87.781,89.57,5,2,,,,,,,,,,,29.99,29.99,32.031,1,2,1,,1,,,1,,,,,,434
5/30/2025 10:55,5/30/2025 10:58,100,163,1,5/30/2025 10:58,0.8999999761581421,,0,0,,,0,0,16.565,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,55.852,55.852,57.342,1,1,,,,,,47.689,47.689,48.937,1,1,,,,,,,1,,,,,1,,1,,,435
5/30/2025 10:33,5/30/2025 10:35,100,109,1,5/30/2025 10:35,0.8999999761581421,,0,0,,,0,0,18.001,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,46.331,46.331,53.111,1,1,,,,,,,,,,,14.98,14.98,24.059,1,1,,1,,,,,,1,1,,,437
5/30/2025 11:25,5/30/2025 11:27,100,137,1,5/30/2025 11:27,1,,0,0,,,0,0,8.031,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,,,,,,85.626,86.649,87.775,3,2,23.539,25.109,25.966,2,1,,,,,,1,,,1,1,,,,,,,438
5/30/2025 9:46,5/30/2025 9:49,100,151,1,5/30/2025 9:49,1,,0,0,,,0,0,21.059,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,52.089,52.089,55.505,1,2,,,,,,,,,,,42.418,42.418,44.953,1,2,,1,,,,,,1,1,,,442
5/30/2025 10:49,5/30/2025 10:54,100,274,1,5/30/2025 10:54,0.8999999761581421,,0,0,,,0,0,4.751,0,Chrome,127.0.0.0,Macintosh,1440x900,,,,,,20.581,20.581,21.771,1,1,17.693,17.693,18.801,1,1,,,,,,1,,,1,1,,,,,,,444
5/30/2025 10:47,5/30/2025 10:49,100,111,1,5/30/2025 10:49,1,,0,0,,,0,0,8.932,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,54.026,54.026,55.446,1,1,,,,,,26.485,26.485,31.222,1,1,,1,,,,,,1,,1,,446
5/30/2025 9:56,5/30/2025 9:57,100,60,1,5/30/2025 9:57,1,,0,0,,,0,0,5.8,0,Chrome,136.0.0.0,Windows NT 10.0,3840x1200,,,,,,28.2,28.782,30.187,2,1,,,,,,12.139,12.139,13.694,1,2,1,,,1,,1,,,,,,447
5/30/2025 9:18,5/30/2025 9:19,100,87,1,5/30/2025 9:19,0.8999999761581421,,0,0,,,0,0,9.749,0,Firefox,115,Windows NT 6.1,1920x1080,,,,,,31.51,31.51,32.4,1,1,30.893,30.893,31.854,1,1,,,,,,,1,,,,,1,,,1,,451
5/30/2025 9:30,5/30/2025 9:34,100,234,1,5/30/2025 9:34,1,,0,0,,,0,0,37.498,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,10.504,97.052,99.618,10,2,,,,,,63.736,63.736,66.101,1,1,1,,,1,,1,,,,,,452
5/30/2025 9:14,5/30/2025 9:16,100,107,1,5/30/2025 9:16,1,,0,0,,,2.101,5.723,6.866,3,Chrome,137.0.0.0,Windows NT 10.0,1536x864,54.693,55.661,56.78,2,1,,,,,,24.642,24.642,32.248,1,2,,,,,,,1,,,,,1,,1,,,457
5/30/2025 9:24,5/30/2025 9:26,100,127,1,5/30/2025 9:26,1,,0,0,,,0,0,20.574,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,40.756,40.756,47.745,1,2,,,,,,24.194,24.194,25.884,1,1,,1,,,,,,1,,1,,459
5/30/2025 11:14,5/30/2025 11:16,100,128,1,5/30/2025 11:16,0.8999999761581421,,0,0,,,0,0,15.877,0,Firefox,139,Windows NT 10.0,1366x768,,,,,,35.551,51.738,55.183,3,2,,,,,,18.676,18.676,21.68,1,2,,1,,,,,,1,,1,,464
5/30/2025 13:05,5/30/2025 13:07,100,113,1,5/30/2025 13:07,1,,0,0,,,0,0,17.464,0,Chrome,136.0.0.0,Windows NT 10.0,1344x840,40.746,40.746,48.001,1,1,,,,,,,,,,,16.388,16.388,23.463,1,2,,1,,,,,,1,1,,,472
5/30/2025 9:19,5/30/2025 9:21,100,104,1,5/30/2025 9:21,1,,0,0,,,0,0,2.803,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,31.037,70.391,70.837,3,2,,,,,,16.713,16.713,18.892,1,1,,1,,,,,,1,,1,,475
5/30/2025 9:17,5/30/2025 9:19,100,86,1,5/30/2025 9:19,1,,0,5,,,0,0,6.078,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,37.875,37.875,39.17,1,1,,,,,,,,,,,17.124,17.124,18.978,1,1,1,,1,,,1,,,,,,477
5/30/2025 13:12,5/30/2025 13:17,100,296,1,5/30/2025 13:17,1,,0,5,,,44.462,44.462,138.382,1,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1536x864,65.465,65.465,68.339,1,2,,,,,,,,,,,31.905,31.905,33.791,1,2,,1,,,,,,1,1,,,480
5/30/2025 11:46,5/30/2025 11:48,100,107,1,5/30/2025 11:48,1,,0,0,,,0,0,17.829,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,28.356,28.356,29.826,1,1,,,,,,30.189,30.189,31.369,1,2,,,,,,,1,,,,,1,,1,,,481
5/30/2025 11:45,5/30/2025 11:46,100,110,1,5/30/2025 11:46,0.8999999761581421,,0,105,,,0.991,3.368,4.153,6,Edge,136.0.0.0,Windows NT 10.0,1536x864,,,,,,1.353,53.975,56.168,8,1,21.096,21.096,23.302,1,2,,,,,,1,,,1,1,,,,,,,482
5/30/2025 11:52,5/30/2025 11:55,100,144,1,5/30/2025 11:55,1,,0,0,,,0,0,74.006,0,Edge,136.0.0.0,Windows NT 10.0,2560x1440,,,,,,25.182,25.182,26.096,1,1,31.363,33.581,34.845,2,2,,,,,,,1,,,,,1,,,1,,483
5/30/2025 13:24,5/30/2025 13:26,100,109,1,5/30/2025 13:26,1,,0,0,,,0,0,18.198,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,40.399,40.399,41.739,1,2,25.819,25.819,27.29,1,2,,,,,,1,,,1,1,,,,,,,485
5/30/2025 9:38,5/30/2025 9:40,100,102,1,5/30/2025 9:40,1,,0,20,,,0,0,3.79,0,Chrome,136.0.0.0,Windows NT 10.0,1423x889,,,,,,49.779,49.779,58.206,1,1,,,,,,0.086,26.87,27.877,2,1,,1,,,,,,1,,1,,486
5/30/2025 9:34,5/30/2025 9:37,100,174,1,5/30/2025 9:37,0.8999999761581421,,0,0,,,0,0,38.162,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,58.468,58.468,60.8,1,1,,,,,,36.852,36.852,38.056,1,2,,,,,,,1,,,,,1,,1,,,494
5/30/2025 10:41,5/30/2025 10:42,100,90,1,5/30/2025 10:42,1,,0,5,,,0,0,8.498,0,Chrome,136.0.0.0,Windows NT 10.0,1670x940,46.801,46.801,48.211,1,2,,,,,,17.898,17.898,19.985,1,1,,,,,,,1,,,,,1,,1,,,495
5/30/2025 9:19,5/30/2025 9:21,100,160,1,5/30/2025 9:21,1,,0,0,,,0,0,3.063,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,6.53,88.08,89.29,2,1,,,,,,35.48,35.48,37.274,1,1,,1,,,,,,1,,1,,497
5/30/2025 9:22,5/30/2025 9:26,100,218,1,5/30/2025 9:26,1,,0,0,,,0,0,37.934,0,Chrome,137.0.0.0,Windows NT 10.0,1600x900,,,,,,113.902,113.902,114.947,1,1,41.533,41.533,42.927,1,2,,,,,,,1,,,,,1,,,1,,498
5/30/2025 9:14,5/30/2025 9:16,100,92,1,5/30/2025 9:16,1,,0,0,,,0,0,5.106,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,33.425,33.425,40.319,1,1,31.296,31.296,32.222,1,2,,,,,,,1,,,,,1,,,1,,499
5/30/2025 10:43,5/30/2025 10:46,100,131,1,5/30/2025 10:46,1,,0,0,,,32.837,52.045,52.765,2,Chrome,136.0.0.0,Windows NT 10.0,1366x768,33.184,34.048,35.015,2,2,,,,,,13.803,13.803,14.433,1,2,,,,,,1,,1,,1,,,,,,,502
5/30/2025 9:29,5/30/2025 9:34,100,271,1,5/30/2025 9:34,1,,0,0,,,2.861,54.655,56.894,4,Chrome,136.0.0.0,Windows NT 10.0,1536x864,20.596,111.654,113.755,4,1,,,,,,,,,,,41.545,63.791,71.392,7,1,,1,,,,,,1,1,,,503
5/30/2025 9:17,5/30/2025 9:19,100,105,1,5/30/2025 9:19,1,,0,0,,,0,0,14.251,0,Chrome,136.0.0.0,Windows NT 10.0,1504x1003,43.474,43.474,50.235,1,1,,,,,,15.491,15.491,17.524,1,1,,,,,,1,,1,,1,,,,,,,504
5/30/2025 9:31,5/30/2025 9:33,100,117,1,5/30/2025 9:33,1,,0,0,,,1.897,1.897,7.143,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,64.497,64.497,66.408,1,1,24.366,24.366,25.641,1,2,,,,,,1,,,1,1,,,,,,,505
5/30/2025 10:11,5/30/2025 10:12,100,86,1,5/30/2025 10:12,1,,0,0,,,0,0,4.09,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,,,,,,37.526,37.526,40.624,1,1,22.228,22.228,25.315,1,1,,,,,,1,,,1,1,,,,,,,506
5/30/2025 12:38,5/30/2025 12:40,100,143,1,5/30/2025 12:40,1,,0,0,,,0,0,5.642,0,Firefox,139,Macintosh,1920x1080,25.256,25.256,26.317,1,1,,,,,,,,,,,16.761,16.761,18.465,1,1,,1,,,,,,1,1,,,515
5/30/2025 9:35,5/30/2025 9:37,100,88,1,5/30/2025 9:37,1,,0,0,,,0,0,2.637,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,28.992,29.945,31.281,2,1,32.339,40.37,42.311,2,1,,,,,,1,,,1,1,,,,,,,518
