StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Informed Consent,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q20_18,Q20_19,Q20_20,Q20_DO_1,Q20_DO_2,Q20_DO_3,Q20_DO_4,Q20_DO_5,Q20_DO_6,Q20_DO_7,Q20_DO_8,Q20_DO_9,Q20_DO_10,Q20_DO_11,Q20_DO_12,Q20_DO_13,Q20_DO_14,Q20_DO_15,Q20_DO_16,Q20_DO_17,Q20_DO_18,Q20_DO_19,Q20_DO_20,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_DO_1,Q1_DO_2,Q1_DO_3,Q1_DO_4,Q1_DO_5,Q1_DO_6,Q1_DO_7,Q1_DO_8,Q1_DO_9,Q1_DO_10,Q1_DO_11,Q1_DO_12,Q1_DO_13,Q1_DO_14,Q1_DO_15,Q1_DO_16,Q1_DO_17,Q1_DO_18,Q1_DO_19,Q32,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_DO_1,Q22_DO_2,Q22_DO_3,Q22_DO_4,Q22_DO_5,Q22_DO_6,Q22_DO_7,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_DO_1,Q21_DO_2,Q21_DO_3,Q21_DO_4,Q21_DO_5,Q21_DO_6,Q21_DO_7,Q21_DO_8,Q21_DO_9,Q21_DO_10,Q24,Q33,Q34,Q29,Q28,Q28_27_TEXT,SC0,TWIN_ID,
6/11/2025 20:48,6/11/2025 20:57,100,579,1,6/11/2025 20:57,1,4,5,3,3,3,4,3,4,2,3,4,3,1,3,3,5,4,3,2,4,2,17,18,15,6,14,11,16,20,10,12,9,19,3,7,8,1,5,13,4,3,3,3,5,2,2,4,4,4,3,3,5,4,3,3,3,4,3,3,18,4,19,7,3,13,17,8,14,5,11,16,15,1,2,12,6,10,9,-3,5,3,5,4,5,4,2,3,1,2,4,5,6,7,2,3,1,5,1,3,4,1,5,5,4,3,8,1,2,5,7,10,9,6,3,4,"The company is shrinking, losing resources, and therefore is not able to address issues at an increasing rate. ",1,27,investments,229,1304,
6/14/2025 13:32,6/14/2025 13:39,100,451,1,6/14/2025 13:39,1,4,5,4,4,5,4,2,5,2,3,3,2,4,3,4,4,4,5,3,3,17,15,8,18,11,19,10,1,3,16,4,2,14,13,9,12,5,6,7,20,5,3,3,4,2,3,4,4,5,2,2,4,4,4,2,4,4,3,2,17,10,2,19,3,1,7,13,6,11,15,18,8,5,4,14,12,16,9,-3,5,5,5,5,5,4,2,1,7,4,5,2,6,3,3,5,2,4,2,4,5,2,3,5,8,10,3,5,2,4,9,7,6,1,2,1,In 2023 the company saw an overall downturn. Profits were down while complain calls were up. A higher percentage of these complaints were not resolved and there was an increase in personnel turnover. ,2,25,,231,1305,
6/10/2025 11:35,6/10/2025 11:50,100,903,1,6/10/2025 11:50,1,5,4,5,4,5,5,5,4,2,4,2,2,1,4,2,5,4,4,1,5,18,17,10,8,2,1,13,12,19,11,5,20,16,14,9,6,7,4,3,15,2,4,4,5,5,1,1,2,1,2,2,4,4,4,5,5,2,5,4,7,11,8,13,19,16,1,3,9,12,17,2,5,14,10,6,15,4,18,-3,5,4,4,2,5,5,1,2,7,5,6,4,1,3,2,4,1,4,4,5,3,4,2,5,2,7,6,10,5,1,3,4,9,8,2,1,Looks like they provided poor services or products and therefore received more complaints from their customers. The poor performance and decrease in sales also led to a majority of the employees quitting.,3,13,,214,1307,
6/10/2025 9:19,6/10/2025 9:27,100,491,1,6/10/2025 9:27,1,2,4,4,3,4,4,5,2,2,3,2,4,3,4,2,3,4,2,3,5,4,7,1,14,9,18,6,2,8,10,17,15,3,16,12,20,19,11,13,5,5,4,3,3,1,3,4,4,4,4,5,5,4,5,3,5,4,4,3,13,16,19,17,10,12,1,8,6,14,3,7,5,18,2,9,11,15,4,-3,2,4,3,3,3,3,3,5,2,7,4,1,6,3,4,4,3,3,3,2,3,3,3,5,3,8,4,9,5,1,6,7,10,2,3,1,Sales are down & complaints are up 50%. Complaints not resolved have doubled. They need to find out what customers are complaining about & fix it. That’s a lot of new complaints and they are not being resolved. I would analyze the complaints & find out what to do to fix the issue and also find out why they aren’t being resolved. ,3,14,,205,1308,
6/10/2025 8:47,6/10/2025 8:56,100,566,1,6/10/2025 8:56,1,4,5,4,5,4,5,5,5,2,4,5,4,2,5,5,5,5,4,2,5,17,4,6,5,2,1,9,7,14,16,15,11,20,13,10,18,8,3,19,12,4,5,4,5,2,3,5,2,4,4,4,5,5,4,5,4,5,4,2,1,7,5,4,12,9,16,14,11,19,15,18,8,3,6,17,2,13,10,3,4,4,5,4,5,4,2,4,2,5,7,1,6,3,5,4,1,4,2,5,4,4,5,5,1,2,5,8,9,4,3,6,7,10,5,2,This company growth was decreased by year by year. There is a low sales in 2023 compared to 2022. Also the data showed that complaints are increased.,6,1,,251,1309,
6/10/2025 19:12,6/10/2025 19:24,100,694,1,6/10/2025 19:24,1,4,5,2,4,4,5,4,4,2,2,2,4,3,5,3,5,5,4,2,5,17,8,5,19,7,9,12,1,16,3,6,10,20,13,14,11,18,2,15,4,5,3,4,4,1,3,2,5,5,5,2,4,4,4,4,4,4,5,3,6,11,16,2,14,4,13,1,10,7,15,8,18,5,9,12,19,3,17,-3,5,4,4,4,4,3,2,3,1,4,7,2,6,5,4,4,2,2,2,2,4,3,4,5,3,10,2,1,4,8,6,7,9,5,1,1,The company has dropped in quality. They are losing sales value and receiving more complaints. Most likely because they are newer and newer employees that aren't staying with the company for very long. They are inexperienced. ,4,27,Pet services,240,1310,
6/10/2025 11:45,6/10/2025 11:53,100,489,1,6/10/2025 11:53,1,4,5,4,5,4,4,5,4,2,4,5,2,2,5,4,4,3,4,5,4,7,2,17,9,18,11,10,8,4,1,13,16,15,14,20,5,19,3,6,12,4,4,4,4,2,4,5,4,4,3,2,4,5,4,5,3,3,4,3,4,15,16,1,13,12,3,7,2,5,14,18,9,11,19,17,10,8,6,-3,5,4,4,4,5,4,4,1,2,5,4,6,3,7,4,4,5,4,4,4,4,2,5,5,9,1,2,8,7,3,4,10,5,6,5,2,"This company is clearly going through a rough patch. Sales dropped from $10 million in 2022 to $8 million in 2023, which is never a good sign. At the same time, customer service complaints went up from 100K to 150K, and way more of those complaints aren’t getting resolved going from 20% unresolved to 45%. That means more unhappy customers and fewer solutions. On top of that, service personnel turnover spiked from 10% to 25%, which probably makes things worse. With frustrated customers, burned-",3,17,,238,1312,
6/10/2025 11:37,6/10/2025 11:46,100,532,1,6/10/2025 11:46,1,5,4,4,4,4,4,5,5,2,4,3,4,2,3,4,5,4,5,1,4,15,19,16,6,3,2,11,1,20,14,13,7,17,4,10,8,18,9,5,12,2,4,2,5,2,3,2,2,4,4,2,3,4,4,2,4,4,4,4,18,11,1,17,3,4,14,2,7,5,13,19,8,6,16,10,9,15,12,-3,3,3,3,3,3,3,3,7,5,4,6,2,1,3,3,3,3,3,3,3,3,3,3,5,4,2,10,7,5,9,1,6,8,3,5,2,"They are losing money. Seems to be due to more complaints and them not being resolved as well as a turnover is service personnel. It would be reasonable to think that if they would fix these issues that maybe their sales would increase and level out in time, assuming that the product and services are good and there is a need or desire for whatever they are offering. ",5,13,,217,1314,
6/10/2025 16:26,6/10/2025 16:30,100,237,1,6/10/2025 16:30,1,3,4,4,4,3,4,4,4,2,3,3,4,2,4,3,3,4,4,4,3,12,7,4,18,17,10,11,2,15,9,3,5,16,8,19,6,1,14,20,13,4,4,3,4,3,3,4,3,4,4,3,3,5,3,4,5,3,4,3,18,4,11,5,14,19,8,6,1,13,15,12,3,2,7,10,9,16,17,-3,5,4,4,4,4,3,3,6,5,7,3,1,4,2,4,4,4,4,3,3,4,3,3,5,3,6,1,8,2,10,9,4,7,5,5,1,They have a 2M decrease in sales between 2022 and 2023 on top of that their call center complains have gone up 50% and 25% more complains have not been resolved. It's not looking good.,6,13,,219,1315,
6/11/2025 20:50,6/11/2025 21:00,100,600,1,6/11/2025 21:00,1,5,5,4,5,4,5,5,5,2,5,3,3,1,2,5,5,4,5,1,5,14,12,4,19,5,3,13,10,6,8,20,17,15,2,9,18,16,11,1,7,4,3,2,5,2,1,1,4,2,4,4,4,2,1,2,1,2,5,4,5,17,3,13,12,4,19,8,1,15,18,16,7,9,6,2,14,11,10,-3,4,4,4,4,1,2,4,6,4,5,1,2,7,3,4,1,5,1,5,1,2,3,1,5,6,4,7,3,5,2,9,10,1,8,5,4,The above company doesn't take adequate care of its customers.  This also seems to take a toll on the service personnel causing them to leave which leads me to believe the company doesn't support its workers very well.,9,16,,210,1316,
6/10/2025 12:57,6/10/2025 13:26,100,1686,1,6/10/2025 13:26,1,4,4,4,4,4,4,4,4,2,4,3,4,2,4,4,4,4,4,3,4,6,9,1,11,4,19,14,3,7,15,13,5,12,20,16,18,17,2,10,8,4,4,4,4,2,2,3,4,4,3,3,3,3,3,3,4,4,3,4,16,19,18,8,7,1,11,4,3,14,5,10,9,17,15,6,12,13,2,-3,3,3,3,3,4,4,3,7,1,3,5,4,6,2,4,4,3,4,4,4,4,4,4,5,1,3,8,7,6,9,2,5,4,10,5,4,Facts about this company for the year 2022 and 2023.  For what I can see is that the sales department loss money in the 2023 year.  It went for 10M to 8M.  The call center complaints went from 100k to 150k. It complaints went you 50K.  Complaints not resolved went from 20% to 45%.  Service personnel turn over went from 10% to 25%.  The company is falling and I think it is time for new management so that the company can achieve it highest potential before it want be no more company.  Good Luck,5,14,,223,1317,
6/18/2025 19:07,6/18/2025 19:18,100,673,1,6/18/2025 19:18,1,5,4,4,4,5,3,4,4,2,3,3,3,1,4,4,5,4,4,1,4,9,13,18,19,11,15,6,7,10,4,1,8,3,20,2,5,16,17,12,14,4,4,3,4,2,3,3,4,3,4,3,4,4,2,3,2,4,4,4,3,11,2,15,17,8,4,13,9,10,14,19,12,6,18,1,16,5,7,-3,3,4,2,3,4,3,2,3,7,1,5,6,2,4,4,3,2,4,1,3,4,2,4,5,9,7,10,6,5,3,4,2,8,1,2,1,"In 2022, customers were more willing to try to the product.  When they discovered that it was not easy to receive help with various service problems or complaints, sales fell by 2 million.  As the turn-over in the service department increased, the number of (presumably) customer calls also increased, implying that they had a negative experience getting their problems resolved.  Ultimately, there seems to be a correlation between the quality of the service department and the number of sales. ",3,14,,216,1319,
6/10/2025 9:08,6/10/2025 9:20,100,688,1,6/10/2025 9:20,1,3,4,2,4,4,5,4,3,2,1,2,3,2,2,4,3,4,5,2,4,19,8,20,16,1,14,2,12,6,5,17,13,15,3,7,4,10,18,9,11,2,3,3,4,2,2,4,4,4,4,5,2,3,1,2,1,2,2,4,3,14,5,6,13,15,1,18,16,17,2,9,10,12,8,4,11,19,7,-3,4,4,4,4,5,4,2,4,5,1,2,6,3,7,4,3,2,4,2,5,4,2,5,5,4,10,7,6,5,2,1,8,9,3,2,4,"It seems that this company is having problems with their product and they are not providing proper customer service to fix the issues.  The results of these actions are people are not staying employed long, whether due to personal choice to leave or being fired, and sales have dropped,",3,14,,201,1321,
6/10/2025 17:03,6/10/2025 17:10,100,469,1,6/10/2025 17:10,1,3,4,4,4,4,4,4,3,2,3,3,3,2,3,4,4,3,4,1,3,20,4,1,11,12,2,10,17,9,15,7,13,18,16,8,14,3,19,5,6,4,3,3,4,2,2,4,4,4,4,2,4,4,3,4,3,4,4,3,17,2,12,4,16,13,11,10,14,9,18,7,15,3,6,1,19,5,8,-3,5,3,5,5,5,5,1,2,6,4,5,1,3,7,3,4,2,5,2,5,4,3,5,5,4,2,1,6,7,10,3,8,5,9,2,1,Both sales and customer satisfaction is declining each year.,2,27,Construction,237,1322,
6/10/2025 9:45,6/10/2025 9:51,100,354,1,6/10/2025 9:51,1,5,5,3,4,4,4,4,5,2,2,2,4,1,4,4,4,4,3,2,4,12,1,3,8,14,19,15,6,16,10,18,17,20,9,7,4,5,13,2,11,4,4,3,4,2,3,3,3,3,3,2,4,3,3,2,3,3,5,4,2,10,8,11,15,7,18,3,13,16,17,19,12,1,14,9,5,6,4,-3,4,5,4,4,5,5,4,4,3,5,1,7,2,6,4,3,3,3,2,3,4,2,2,5,5,2,9,7,3,4,6,1,10,8,5,1,"This company is certainly struggling across the board with sales, customer satisfaction and employee satisfaction",9,19,,228,1323,
6/10/2025 8:36,6/10/2025 8:45,100,533,1,6/10/2025 8:45,1,5,5,5,5,5,5,5,4,2,5,5,4,1,5,5,5,4,5,1,5,18,20,8,15,11,13,12,6,1,2,19,10,16,14,9,3,17,5,7,4,5,3,2,2,2,1,4,5,4,5,5,5,4,4,2,4,4,4,4,16,5,2,11,13,12,6,4,7,10,8,18,19,15,1,14,9,17,3,-3,2,4,1,2,5,2,2,6,2,7,3,5,4,1,4,4,1,4,4,1,1,2,4,5,3,1,9,2,4,8,10,5,6,7,5,4,"Sales have dropped by 2 million. This is likely due to the increase in call center complaints and the increase in unresolved complaints. Higher service personnel turnover may had led to poor service delivery, which caused the additional complaints.",2,23,,235,1324,
6/18/2025 15:34,6/18/2025 15:50,100,986,1,6/18/2025 15:50,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,11,7,1,13,8,5,10,15,16,3,18,9,12,17,6,20,14,2,4,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,8,1,9,4,12,16,15,3,7,18,11,10,19,17,6,5,13,14,-3,5,5,5,5,5,5,5,2,5,6,4,3,1,7,5,5,5,5,5,5,5,5,5,5,7,6,4,5,2,1,8,10,9,3,3,1,"The sales in the organization is improving, and the organizational data.",4,21,,274,1325,
6/10/2025 18:15,6/10/2025 18:25,100,601,1,6/10/2025 18:25,1,5,5,4,4,4,5,4,5,2,4,4,4,2,5,4,5,5,4,1,5,4,15,18,5,19,20,13,7,12,8,9,1,11,3,10,2,16,14,17,6,4,2,5,2,2,2,3,3,4,5,3,4,2,4,4,4,4,5,5,9,17,7,5,18,13,19,16,3,15,10,8,11,4,2,12,6,14,1,-3,3,2,4,4,3,4,2,5,6,7,1,3,4,2,2,2,2,4,2,2,2,3,2,5,3,4,5,7,10,6,9,1,2,8,5,1,"Multiple performance metrics have decreased from 2022 to 2023. Compared to 2022, in the year 2023, sales are down by $2M; call center complaints have increased by 50K, the percentage of unresolved complaints have increased from 20% to 45%, and service personnel turnover has increased from 10% to 25%.",7,18,,231,1326,
6/12/2025 14:30,6/12/2025 14:43,100,783,1,6/12/2025 14:43,1,3,4,4,4,4,4,4,5,2,4,1,4,3,3,4,4,4,4,2,4,19,5,12,1,18,7,17,16,10,15,2,9,20,8,14,6,13,4,3,11,3,3,2,2,4,2,2,3,2,3,2,4,2,3,2,3,2,4,3,5,9,11,15,10,13,6,17,1,12,4,14,3,19,7,16,2,8,18,-3,2,2,2,2,3,3,4,4,6,7,1,5,2,3,4,2,4,2,4,1,2,2,2,5,5,1,4,10,2,7,6,3,8,9,5,1,"From the drop in sales to the rise in complaints it looks at first glance as if something has changed either in the product's manufacture or in its design and use. Further, the increase in personnel turnover may indicate there has been a change in management, which may have caused personnel changes employees do not like.",3,27,Religious,194,1327,
6/10/2025 8:40,6/10/2025 8:45,100,325,1,6/10/2025 8:45,1,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,4,7,8,15,13,5,19,20,17,1,6,16,14,10,12,9,4,18,2,3,11,4,4,2,4,2,2,4,2,4,2,4,4,2,4,2,4,4,4,4,15,9,18,5,4,10,12,13,1,11,14,19,2,7,3,17,8,16,6,-3,2,2,2,2,4,4,2,3,4,2,1,6,7,5,4,2,4,2,4,3,2,2,4,5,9,7,4,3,5,8,6,1,10,2,5,1,They are losing money in sales but gaining in every other category.,5,16,,209,1329,
6/13/2025 14:44,6/13/2025 14:58,100,840,1,6/13/2025 14:58,1,3,4,4,4,4,2,4,3,2,4,3,4,4,3,3,2,3,2,2,3,13,16,6,3,9,12,1,10,5,7,17,11,20,8,15,14,4,18,2,19,4,3,3,3,2,2,3,4,3,4,2,4,4,3,5,3,4,4,4,9,13,12,5,17,4,18,2,3,7,11,6,15,16,10,1,19,8,14,-3,3,3,2,2,3,2,4,2,6,4,5,7,3,1,2,3,4,2,3,4,2,3,4,5,6,4,8,10,1,5,2,7,3,9,2,1,It looks like the company was taken over by new management. The new management came in with certain unshakable beliefs and refuse to study the company's previous performance and the structures that enhanced that performance.,3,26,,204,1330,
6/10/2025 9:04,6/10/2025 9:11,100,394,1,6/10/2025 9:11,1,1,4,1,2,4,3,4,2,2,3,3,1,5,5,2,2,5,5,2,5,6,2,12,15,8,16,10,7,5,4,20,18,19,13,9,14,1,11,3,17,2,1,3,4,2,2,3,2,4,3,4,5,4,5,4,5,4,5,3,2,14,7,1,3,4,8,17,15,5,19,16,13,18,11,12,10,6,9,-3,4,5,5,5,5,5,2,7,2,1,6,4,3,5,3,3,5,5,2,4,4,5,4,5,9,3,2,6,10,7,5,4,1,8,3,1,"I see a lot of problems here. Sales are down and call center complaints are up. Unresolved complaints have doubled and there is a lot of personnel turnover. No one is happy. The company needs to step up and try to find the problem with their offerings so there are not as many complaints, and fix the complaints they have.",7,20,,222,1331,
6/11/2025 10:15,6/11/2025 10:17,100,133,1,6/11/2025 10:17,1,3,4,3,3,5,4,4,3,4,3,3,3,3,5,3,4,4,3,4,4,1,8,5,11,14,12,13,10,20,19,3,2,4,16,15,9,7,6,17,18,3,4,4,5,4,4,4,4,5,4,4,4,3,5,4,4,3,5,4,4,17,15,19,13,7,9,6,10,1,11,18,5,8,12,3,2,14,16,-3,5,5,4,4,5,5,4,2,7,4,1,5,3,6,5,5,4,5,5,5,5,5,5,5,7,6,5,2,3,8,10,9,1,4,4,4,Issues are rising and sales are dropping,1,17,,236,1332,
6/10/2025 15:16,6/10/2025 15:27,100,620,1,6/10/2025 15:27,1,4,4,4,4,3,4,4,5,2,3,4,3,2,4,4,5,4,4,2,4,5,11,10,12,9,6,13,3,16,19,18,4,17,1,20,7,8,14,2,15,3,2,3,4,2,2,4,4,3,4,2,4,4,4,4,3,4,3,4,19,6,3,2,1,18,14,11,15,9,8,12,17,4,7,13,5,10,16,-3,4,4,4,4,4,4,1,4,2,7,6,3,5,1,4,5,2,3,2,4,4,2,5,5,4,5,2,9,7,10,6,8,3,1,5,1,"The company experienced a decline in sales from 2022 to 2023. During the same periodm call center complaints rose by 50,000, unresolved complaints increased from 20% to 45%, and service personnel turn-over rate also increased from 10% to 25%.",3,27,Administrative and Wellness,239,1333,
6/14/2025 22:29,6/14/2025 22:31,100,111,1,6/14/2025 22:31,1,1,4,4,4,4,4,4,3,2,5,4,4,5,2,2,2,4,3,3,4,20,8,14,1,9,3,4,10,6,13,5,7,2,15,18,19,12,17,11,16,4,3,1,4,2,2,2,3,5,2,2,2,2,3,3,4,1,4,2,8,19,4,7,12,3,10,9,14,1,18,17,16,13,6,11,5,15,2,-3,1,4,1,2,1,3,3,4,7,3,2,1,6,5,2,1,2,4,2,1,2,1,4,5,8,3,9,10,1,2,6,7,5,4,5,1,Sales are going down and more money is being spent on complaints. They are having difficulty resolving the complaints and there's a high turnover rate. Overall the company is doing worse in 2023,4,14,,176,1334,
6/10/2025 15:57,6/10/2025 16:07,100,603,1,6/10/2025 16:07,1,4,3,4,4,3,4,4,3,2,3,3,3,4,3,3,4,4,3,2,4,1,16,7,3,17,15,18,5,11,8,9,4,12,20,10,14,2,19,13,6,4,2,3,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,2,3,4,1,17,14,16,6,10,7,2,19,18,15,12,11,5,13,9,8,-3,2,3,2,1,5,4,2,2,6,7,1,3,4,5,3,2,2,4,2,3,4,2,2,5,6,5,7,1,3,8,10,9,2,4,3,1,It looks like the company is not doing as well. Sales are down and complaints are high and unresolved. The turnover rate has more than doubled. The customers are likely getting paired with employees still in training who may not know how to appropriately handle the issues brought up. ,1,17,,192,1335,
6/16/2025 10:15,6/16/2025 10:27,100,707,1,6/16/2025 10:27,1,4,4,2,3,4,4,5,4,2,3,3,4,2,3,4,4,4,2,3,2,19,14,10,3,16,20,17,4,2,5,1,12,15,18,7,9,11,6,13,8,4,4,2,4,2,3,4,3,3,2,2,3,2,2,2,2,4,4,5,13,11,8,1,14,6,17,12,2,4,18,9,7,19,3,10,16,15,5,-3,4,5,5,5,5,5,2,6,3,2,1,7,4,5,4,2,2,2,2,4,4,2,5,5,3,6,10,7,9,8,1,5,4,2,5,1,This company has had a high turn over rate. As a result it looks like there is a large number of unresolved customer complaints that are driving sales down due to a higher number of unsatisfied customers.,7,14,,215,1336,
6/10/2025 16:10,6/10/2025 16:15,100,307,1,6/10/2025 16:15,1,3,4,5,5,5,5,4,3,2,3,1,1,4,4,3,2,1,2,1,5,7,9,3,2,1,15,5,17,19,16,10,14,11,4,12,13,20,6,18,8,5,5,4,5,1,3,3,3,5,1,4,5,1,5,3,5,4,5,2,17,19,6,8,1,14,7,2,5,16,9,10,12,4,18,15,11,13,3,-3,3,3,3,4,1,5,3,6,3,4,5,1,7,2,4,5,2,1,2,5,4,3,5,5,5,1,4,6,10,7,2,8,3,9,5,4,The sales are shrinking because unresolved complaints keep rising due to high levels of service personnel turnover. ,4,14,,215,1337,
6/10/2025 8:54,6/10/2025 9:09,100,913,1,6/10/2025 9:09,1,5,4,2,4,3,3,5,5,2,3,3,5,3,5,5,4,5,3,1,5,3,11,4,6,5,20,14,9,7,13,15,2,1,16,17,10,8,12,19,18,5,3,3,4,4,2,4,3,4,4,5,4,5,5,3,5,5,5,5,15,6,17,19,9,7,12,18,10,3,13,4,5,2,8,14,11,1,16,-3,4,3,5,3,3,5,4,2,3,5,1,7,4,6,2,5,2,4,3,2,2,4,3,5,4,9,5,6,1,7,2,3,10,8,5,4,"this company is loosing moderate amounts of popularity over the course of on year. Someone needs to annalize the data and see where the problem areas aree.
",2,24,,235,1339,
6/10/2025 15:54,6/10/2025 16:08,100,878,1,6/10/2025 16:08,1,5,4,4,4,5,4,4,5,2,4,3,4,1,3,5,5,5,5,1,4,8,20,4,14,11,6,7,9,18,3,5,1,19,10,13,17,12,2,16,15,2,5,2,4,4,2,2,3,2,2,4,3,3,3,2,3,4,4,3,8,3,5,12,6,14,19,1,18,2,7,15,10,4,9,11,16,13,17,-3,5,5,5,5,5,5,2,4,6,1,2,5,3,7,2,5,2,4,2,4,4,2,4,5,1,6,3,9,2,7,10,8,4,5,1,1,"Overall quality of product or service is decreasing, or the decreasing quality of support personnel is causing a drop in sales that is felt tangibly as complaints rise.",7,21,,230,1340,
6/10/2025 10:05,6/10/2025 10:13,100,454,1,6/10/2025 10:13,1,3,4,4,4,4,4,5,5,2,4,3,4,2,4,4,4,4,3,2,5,15,16,7,13,17,18,14,8,20,2,4,3,5,11,6,12,10,9,19,1,4,3,2,4,2,4,3,4,4,4,2,5,3,4,2,4,4,3,4,5,18,9,12,14,19,13,1,17,2,3,10,4,8,11,7,15,16,6,-3,5,4,5,5,3,4,3,4,5,1,2,3,7,6,2,5,2,4,2,2,3,2,4,5,1,10,5,9,2,6,3,8,7,4,1,1,"Things are not looking good, sales are down and customers are not happy.  Complaints are not being handled well and there are more of them.  The company is having problems keeping experienced service personnel.",7,21,,231,1342,
6/12/2025 13:33,6/12/2025 13:40,100,415,1,6/12/2025 13:40,1,4,4,1,4,4,5,5,5,2,4,4,4,4,3,4,5,2,5,2,5,7,17,13,14,16,8,9,6,19,2,20,5,10,12,3,11,1,4,15,18,4,4,2,5,1,2,4,3,4,3,3,4,2,2,2,2,4,3,4,13,18,12,16,8,15,4,17,11,14,1,9,19,5,10,7,2,3,6,-3,2,4,4,2,4,2,3,7,1,3,4,5,6,2,2,1,1,1,4,2,2,1,3,5,6,7,5,2,1,3,10,8,4,9,5,4,"Their sales dropped $2M from one year to the next. A big part of the problem looks like they had a lot more customer complaints, nearly half of which were never resolved, and as a result their employees that left the company more than doubled that year from the previous year. ",3,16,,199,1344,
6/10/2025 10:30,6/10/2025 10:43,100,799,1,6/10/2025 10:43,1,5,5,4,5,5,4,4,5,2,4,5,4,1,5,5,5,5,4,1,4,10,6,4,8,1,2,9,18,20,15,5,19,3,14,17,16,11,7,12,13,3,4,3,4,2,1,1,3,2,3,2,5,4,5,3,4,4,5,5,6,5,12,1,19,7,3,13,8,10,14,15,11,17,9,2,18,4,16,-3,5,3,5,4,4,5,1,7,5,2,4,6,3,1,2,5,1,5,1,3,5,2,5,5,1,8,9,10,5,7,6,3,4,2,5,1,"Primarily the issue appears to be a less desirable and performing product.  This has lead to a decrease in sales and an increase in complaints.  This increase or company internal policies has led to a dissatisfied work force leading to high turnover and contributing to poor product quality and service.  The missing piece is which came first, internal culture issues or product failures.  Finding out the true cause could lead to improvement in the other problem.",4,18,,246,1346,
6/12/2025 1:26,6/12/2025 1:40,100,842,1,6/12/2025 1:40,1,3,4,3,3,3,3,4,1,2,3,4,4,2,2,4,3,4,4,2,4,12,16,19,10,4,8,7,6,3,18,15,9,1,2,20,14,11,13,5,17,4,2,4,4,2,4,4,3,4,2,5,4,4,2,2,2,4,3,3,9,14,8,7,13,1,10,4,12,3,16,17,18,6,15,2,11,5,19,-3,4,2,5,5,4,5,1,3,1,6,7,2,4,5,3,4,4,4,2,3,3,3,3,5,3,10,2,9,5,8,7,6,1,4,1,1,Company has had deteriorating customer service which is leading to a decline in sales. There  is a significant increase in service personnel turn-over but it's not clear if this is a cause of the rise in customer service complaints not resolve or a reaction by employees who leave out of frustration.  ,9,21,,215,1347,
6/10/2025 11:58,6/10/2025 12:20,100,1311,1,6/10/2025 12:20,1,4,5,5,2,5,3,5,5,2,3,3,2,2,4,4,5,4,4,2,4,2,17,19,14,6,7,13,9,18,15,3,20,1,5,8,10,12,4,11,16,4,4,2,5,2,1,5,3,4,4,1,5,5,5,1,4,5,5,5,8,14,15,9,10,11,3,7,5,16,4,13,12,1,19,2,6,17,18,"""-3""",5,4,5,5,3,5,4,1,5,3,2,4,7,6,4,5,5,5,1,2,4,2,5,5,7,9,6,10,2,1,4,3,5,8,4,4,"High turnover in service personnel is contributing to the number of unresolved customer complaints. This is concerning because, even though sales are down, the number of unsatisfied customers has risen dramatically.",7,21,,252,1348,
6/10/2025 13:17,6/10/2025 13:28,100,687,1,6/10/2025 13:28,1,4,5,4,4,5,5,5,5,2,3,4,3,4,2,5,4,5,4,4,5,18,1,8,13,17,16,10,20,14,19,11,6,15,2,4,7,9,5,3,12,4,4,2,5,1,2,2,3,2,2,4,2,2,2,1,2,1,4,4,9,11,10,2,8,15,12,13,18,5,19,17,6,3,16,14,4,7,1,-3,5,4,4,4,5,3,2,1,3,2,7,6,4,5,1,4,2,2,2,5,5,1,4,5,9,6,2,5,7,1,3,8,10,4,1,4,"Sales are down, customer complaints are way up and not being solved, and you are losing more personnel than the year before.",2,23,,213,1349,
6/10/2025 12:26,6/10/2025 12:40,100,841,1,6/10/2025 12:40,1,4,4,4,4,5,5,5,5,2,3,4,4,2,4,4,5,4,4,2,5,11,14,10,17,4,20,12,3,9,15,1,7,16,8,13,2,18,5,6,19,4,4,4,4,2,3,5,4,4,4,4,4,4,3,1,4,5,4,4,2,15,8,16,7,4,19,13,6,10,3,5,12,11,1,9,17,18,14,-3,3,5,5,5,4,5,1,3,6,5,7,1,4,2,4,4,3,4,4,3,5,1,5,5,1,7,4,5,2,6,10,3,8,9,5,4,"This company might have tried a controversial new product that resulted in more bugs and quality issue, which angered customers and prevented other sales. This caused burnout and less morale so more employees left.",7,21,,251,1350,
