StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q62,Q57,g_writing,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,g_manip_check_1,g_manip_check_2,g_manip_check_3,g_manip_check_DO_1,g_manip_check_DO_2,g_manip_check_DO_3,elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_DO_1,elevation_DO_2,elevation_DO_3,elevation_DO_4,elevation_DO_5,elevation_DO_6,DV1_1,DV1_2,DV1_DO_1,DV1_DO_2,c_writing,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,c_manip_check_1,c_manip_check_2,c_manip_check_3,c_manip_check_DO_1,c_manip_check_DO_2,c_manip_check_DO_3,fatigue_1,fatigue_2,fatigue_3,fatigue_4,fatigue_5,fatigue_6,fatigue_7,fatigue_8,fatigue_9,fatigue_DO_1,fatigue_DO_2,fatigue_DO_3,fatigue_DO_4,fatigue_DO_5,fatigue_DO_6,fatigue_DO_7,fatigue_DO_8,fatigue_DO_9,desire_predict_1,desire_predict_2,desire_predict_3,desire_predict_4,desire_predict_5,desire_predict_6,desire_predict_7,desire_predict_8,desire_predict_DO_1,desire_predict_DO_2,desire_predict_DO_3,desire_predict_DO_4,desire_predict_DO_5,desire_predict_DO_6,desire_predict_DO_7,desire_predict_DO_8,emotion,cond,FL_6_DO_FL_56,FL_6_DO_FL_52,FL_6_DO_FL_53,FL_6_DO_FL_57,FL_37_DO_DV1Elevation,FL_37_DO_DV2Empathicconcern,FL_42_DO_DV1fatigue,FL_42_DO_DV2Predictability,TWIN_ID
6/2/2025 22:48,6/2/2025 22:52,100,215,1,6/2/2025 22:52,4,I will not use AI to answer this survey,"Waking up slowly, stretching and turning on the laptop, getting ready and refreshed, making breakfast, eating breakfast outdoors if it's sunny and working on laptop.",6.897,139.298,139.301,3,5,5,4,1,3,2,4,4,5,2,4,6,5,6,3,1,2,4,4,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1035
5/29/2025 23:07,5/29/2025 23:12,100,322,1,5/29/2025 23:12,4,I will not use AI to answer this survey,"I felt sincerely grateful for a strangers help when I became pregnant with my daughter. I was struggling with chronic health issues and didnt know if I could make it through my pregnancy. Trish found me and talked to me about my options she helped me find a high risk OB. I had other doubts as I was a low-income college student and she quenched those fears through action. She helped me while i was pregnant financially, threw a baby shower and brought me food and stuff when I was in the hospital delivering my baby. She never asked for anything in return. She even helped me pack and move",7.337,190.171,200.01,7,1,1,1,1,2,3,5,7,7,6,6,6,1,2,3,5,4,6,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1037
5/29/2025 16:30,5/29/2025 16:34,100,223,1,5/29/2025 16:34,4,I will not use AI to answer this survey,"Get up, greet my cats, make coffee, mix granola with greek yogurt, eat breakfast. Turn on my PC and get to work. After a little bit I go and eat a granola bar and brush teeth.",0.88,161.806,161.807,9,5,4,4,3,1,2,4,5,5,4,5,6,1,3,4,5,2,6,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1038
6/2/2025 11:30,6/2/2025 11:34,100,200,1,6/2/2025 11:34,4,I will not use AI to answer this survey,"Turn off alarm, kiss partner, get up from bed, go to bathroom, turn on shower, use toilet, stretch, hop in shower, grab towel, dry myself, blow dry hair, brush teeth, put clothes on, go to kitchen, turn on kettle, prep tea, prep breakfast, walk dog, eat breakfast, drink tea, kiss partner, leave for work. ",3.075,134.031,134.04,7,6,6,6,2,3,1,6,5,6,6,6,6,5,4,2,3,6,1,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1039
5/29/2025 16:42,5/29/2025 16:46,100,270,1,5/29/2025 16:46,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was a passenger in a car that nearly went off of Snoqualmie Pass. The driver hit a patch of black ice and we spun out, hitting a snow bank and only avoiding death due to that.",1.955,147.099,147.109,2,4,5,5,1,3,2,1,1,5,1,1,1,1,3,1,6,9,7,3,2,1,8,4,5,3,4,4,2,4,3,4,4,8,3,2,5,7,6,1,4,in_control,prime,1,,,,,,2,1,1040
6/3/2025 12:45,6/3/2025 12:48,100,198,1,6/3/2025 12:48,4,I will not use AI to answer this survey,"I usually hit snooze one or twice and wake up before my kids. I shower and wash my hair typically every other day, so I either shower or go straight to hair and makeup and hygiene. I make breakfast for my kids and get my son on the bus. I supervise my older daughters doing their chores and help my younger daughters with theirs. Once they are dressed, I do their hair and get my older two onto the bus. Then if it's a work day for me, I bring one daughter to preschool and the other to Grandma's, or, of it's not, I usually take them to the park or library.",5.621,124.026,124.029,4,5,5,4,3,2,1,3,4,5,3,4,5,3,5,6,2,4,1,4,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1044
5/29/2025 20:36,5/29/2025 20:41,100,299,1,5/29/2025 20:41,4,I will not use AI to answer this survey.,I wake up at 5:30 am. I use the restroom and take a shower. I then brush my teeth. I next put on my clothes and head to the kitchen for breakfast. My breakfast consists of a cup of instant coffee. I sip  on my coffee as I read new emails,13.511,135.267,200.003,8,5,5,5,2,3,1,5,4,4,4,4,5,3,1,4,5,6,2,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1045
5/29/2025 18:25,5/29/2025 18:30,100,279,1,5/29/2025 18:30,4,I will not use AI to answer this survey. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,When my father was sick and dying I was not in control.  There was nothing that I could do for him.  The only thing I could do was pray that he would pass away so that he would not continue to be in pain and suffering.  I felt sad and joy and the moment when he passed away. ,7.059,167.965,167.968,4,6,6,6,3,2,1,1,1,7,1,1,1,1,1,1,3,8,7,9,1,5,6,2,4,1,6,6,2,2,7,6,7,7,2,6,8,5,4,3,1,in_control,prime,1,,,,,,2,1,1047
5/30/2025 22:02,5/30/2025 22:07,100,305,1,5/30/2025 22:07,4,I will not use AI to answer this survey,"There have been numerous times, but perhaps the most meaningful time I can remember happening most recently would be when a person I thought really didn't like me, or was some sort of rival or competition to me artistically reached out to me to tell me that they really liked my artwork, and to ask about some of my techniques.  I was at first suspicious, but agreed and asked them to tell me about some of their techniques and they went out of their way to ",2.145,4.961,200.003,2,5,5,6,1,3,2,4,5,5,4,6,5,6,5,4,2,3,1,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1049
5/29/2025 22:52,5/29/2025 22:56,100,255,1,5/29/2025 22:56,4,"""I will not use AI to answer this survey""","I'm a retired principal, having left my school two years ago.  We offered an outdoor school program for fifth graders that was the highlight of their time in Elementary School.  I missed it.  Thankfully, someone invited me to this year's closing campfire which was just beautiful.  I saw many students who were equally excited to see me.  What a night!",2.225,133.842,133.847,2,6,7,6,2,3,1,6,7,6,6,6,7,4,6,1,5,2,3,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1050
6/4/2025 14:22,6/4/2025 14:28,100,369,1,6/4/2025 14:28,4,I will not use AI to answer this survey,"When I wake up I first go to the bathroom, then I get dressed and make my bed. I go get the coffee started, feed the cats and dog, and take the dog outside. I then eat breakfast, and finally I brush my teeth. Once I have finished all that, I get started working.",6.664,126.792,126.807,3,4,3,4,2,1,3,1,2,2,2,3,4,6,1,5,2,3,4,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1052
5/29/2025 18:32,5/29/2025 18:36,100,249,1,5/29/2025 18:36,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I felt in control when I got a flat tire recently. I had run over a nail and knew exactly what to do. I was able to change the tire and jack up the car. I felt very proud of myself and happy to have the skills to change the tire. I felt like I was better than most people in my situation. ,6.094,158.604,158.607,4,5,6,6,1,3,2,1,2,7,2,2,1,6,5,1,9,3,7,1,4,6,8,5,2,2,6,5,3,3,5,6,5,1,8,5,2,6,7,3,4,in_control,control,,1,,,,,2,1,1053
5/29/2025 16:54,5/29/2025 16:57,100,177,1,5/29/2025 16:57,4,I will not use AI to answer this survey,I was really grateful for my wife when she brought me home a soda the other day from the grocery store without asking. Sometimes it's just the little things that make me very grateful and thankful. The little things add up over time. ,0.771,122.357,122.363,17,6,6,6,3,1,2,5,7,6,6,6,5,6,2,5,4,1,3,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1055
6/2/2025 18:40,6/2/2025 18:45,100,325,1,6/2/2025 18:45,4,I will not use AI to answer this survey,"I recall sometime back when a colleague and friend offered to help me complete a project at work. That project was very important to me, but I was having some difficulties getting my hands around it, so I complained to my colleague, and he offered to help me complete the project.",9.513,122.712,122.725,6,7,7,7,3,2,1,7,7,6,6,6,7,4,1,2,3,5,6,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1056
5/29/2025 18:21,5/29/2025 18:25,100,256,1,5/29/2025 18:25,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I went out to a casino to gamble and ending up losing three hundred dollars. I did not have any control over the results of the games I played and I did not win at all. I felt unlucky and was irritated at the amount of money I lost.,25.996,130.222,130.227,6,7,7,7,2,1,3,1,1,7,1,1,1,4,7,1,4,2,8,3,7,5,6,1,9,4,4,1,4,1,1,4,1,3,7,1,4,5,6,8,2,in_control,prime,1,,,,,,2,1,1060
5/30/2025 13:44,5/30/2025 13:49,100,247,1,5/30/2025 13:49,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A particular incident in which something happened and I did not have control over the situation was an incident at work about a month ago. One of the constituents I was working with did not show up for work this day and he did not call in sick or announce his leave. The problem here is that he and I were both working on a particular issue regarding inbound and outbound firewall rules for our network. Much of his work was reliant on mine, and vice versa. His work was saved on his computer which was locked with a password so I do not have any way to access it. There was a half-started project here that I either had to make the decision of restarting it from the ground up entirely by myself or focusing on other work in the meantime but risk getting in trouble by my employer. My superior would not understand this situation and he would blame me anyway. So I was stuck in between a rock and a hard place here.",7.602,130.725,130.728,6,3,3,5,3,2,1,2,2,7,2,2,1,1,5,1,3,2,9,1,7,4,6,8,5,3,5,5,2,2,5,5,6,3,4,1,7,2,5,8,6,in_control,prime,1,,,,,,2,1,1061
5/30/2025 14:54,5/30/2025 15:00,100,321,1,5/30/2025 15:00,4,I will not use AI to answer this survey.,"I was in need of money to take care of an obligation and I didn't have enough. A man gave me the balance of what I needed, no strings attached. I cannot explain the amazing joy of someone caring enough for another that he would do that when he didn't have to! I asked that The Lord Bless him tenfold because it was the only way I could ever pay him back.",13.832,192.675,192.68,2,7,7,7,2,3,1,4,5,6,1,4,4,4,1,5,2,3,6,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1062
5/30/2025 17:35,5/30/2025 17:39,100,215,1,5/30/2025 17:39,4,I will not use AI to answer this survey,"Usually when I wake up, I first check my phone to see what the time is and if I can sleep in a bit later, haha. Then I check my notifications to see if anything important is going on. Since I work from home and have remote tasks, I rely on my notifications to tell me what I need to do that day. After taking a bit to wake up, I get out of bed to use the bathroom and brush my teeth. I don't usually shower right after waking up because I like showering later on. I typically change my clothes once I'm back to my room though. Depending on the day, I will sometimes grab my cereal and watch some YouTube videos before I go to work for the day.",0.869,148.068,148.071,5,4,4,5,3,1,2,2,3,2,1,2,3,4,2,5,6,3,1,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1064
5/29/2025 16:22,5/29/2025 16:27,100,272,1,5/29/2025 16:27,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I got a flat tire on the freeway and I pulled over and changed the tire to a spare. I felt accomplished. ,28.49,128.011,128.016,4,7,7,7,1,2,3,7,7,7,2,2,1,7,2,7,4,5,9,3,7,8,1,6,2,1,5,5,2,2,4,7,5,3,7,6,8,5,4,1,2,in_control,control,,1,,,,,2,1,1065
6/1/2025 7:05,6/1/2025 7:10,100,306,1,6/1/2025 7:10,4,I will not use AI  to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,trying to get help getting to a doctors visit. my family would not help me with a ride. I missed 2 weeks of work and was termanted,14.926,128.918,128.951,2,5,7,7,1,3,2,1,1,7,1,1,1,6,6,2,7,6,4,5,8,3,9,1,2,2,6,4,3,6,7,5,5,7,8,3,2,4,5,6,1,in_control,prime,1,,,,,,1,2,1067
5/30/2025 21:08,5/30/2025 21:13,100,318,1,5/30/2025 21:13,4,I will not use AI to answer this survey,"I don't really have a morning routine.  I don't work so it can change.  Usually I wake up, brush my teeth, take my meds, comb my hair out.  I usually shower every other day, so on off days I would use dry shampoo and cleaning wipes for a quick wipe down.  All the while i am trying to log onto my gig work sites to see what jobs I am invited to. ",9.052,124.476,124.481,6,4,4,4,3,1,2,1,2,4,1,2,3,2,4,3,1,5,6,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1070
5/29/2025 19:33,5/29/2025 19:42,100,544,1,5/29/2025 19:42,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A few years ago I had an automobile accident.  Someone was trying to exit the interstate and hit the back passenger side of my car, It was a young lady and she panicked before she even looked at the damage.  I called the police after we pulled over and went to her ",20.74,20.74,200.009,1,6,6,7,1,3,2,1,1,7,1,1,1,5,7,1,4,7,3,8,1,5,6,2,9,4,4,7,5,4,2,4,6,8,6,1,7,5,4,3,2,in_control,control,,1,,,,,1,2,1071
5/30/2025 15:08,5/30/2025 15:17,100,549,1,5/30/2025 15:17,4,I will not use AI to answer this survey,I woke up and went to starbucks to get my brown sugar shaken espresso and then came back home to do prolific studies,1.144,181.935,181.936,2,7,6,6,2,3,1,6,5,6,2,5,5,3,4,6,1,2,5,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1072
6/2/2025 23:46,6/2/2025 23:51,100,334,1,6/2/2025 23:51,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was involved in a car accident. Not my fault and the first ever that I was involved in in 50 years of driving. It was in slow motion and I felt helpless and watched as if in a movie. ,9.988,121.259,121.265,4,4,3,4,1,2,3,5,2,7,3,2,1,4,3,4,5,3,9,4,6,1,7,2,8,3,6,5,2,3,6,7,5,3,7,2,4,8,5,1,6,in_control,prime,1,,,,,,2,1,1073
5/29/2025 18:37,5/29/2025 18:44,100,442,1,5/29/2025 18:44,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I reached a point in midlife where I had an empty nest, and following my mother's passing, I felt grief. I needed to regain control over my experience in this life. I knew after lots of deliberation that I just needed a new purpose. It took a bit and I decided to enrol in college over the age of 50. I am finally pursuing a college degree and have regained control over how I was feeling about myself and my life in general. ",5.512,181.865,181.867,2,6,6,6,1,2,3,1,1,7,1,1,1,6,7,7,5,6,7,9,4,1,2,3,8,5,4,2,5,5,2,4,2,4,1,8,7,5,2,3,6,in_control,control,,1,,,,,1,2,1074
6/4/2025 19:52,6/4/2025 19:59,100,430,1,6/4/2025 19:59,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was hired at the same time as another lady to run a start-up some years back and we became close friends. After about a year we were told,4.724,20.413,200.016,2,2,6,6,3,1,2,2,1,7,4,1,1,2,6,1,7,1,4,6,5,2,8,9,3,3,7,6,3,5,2,3,4,2,8,5,1,7,6,4,3,in_control,prime,1,,,,,,1,2,1075
5/30/2025 15:13,5/30/2025 15:18,100,285,1,5/30/2025 15:18,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm in control of my daily life. It's one of the great features of retirement -- you set your own schedule and pursue your own, chosen, activities. Before retirement, I was Director of Projects and IT, and was mostly in control of my team's activities. I set tasks and goals, and worked with the team to achieve them. ",16.328,121.444,121.448,4,7,7,6,2,1,3,1,1,6,1,3,1,6,5,4,9,2,8,1,7,6,3,5,4,1,5,6,2,1,7,5,1,2,7,1,3,5,6,8,4,in_control,control,,1,,,,,2,1,1077
6/4/2025 12:41,6/4/2025 12:46,100,293,1,6/4/2025 12:46,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,One situation that I didn't have control over is what people ordered when I went out to eat. I say this because I have severe food allergies and that tremendously effects everything to the point where I can have a severe reaction by just smelling a particular food. It's hard to not have control over this because I don't want to miss out on the social aspect of eating with family and friends.,1.08,122.607,122.612,2,4,5,6,3,1,2,1,4,6,1,1,1,5,5,4,6,4,3,2,5,9,8,7,1,2,2,5,1,4,5,5,5,7,2,6,3,4,5,1,8,in_control,prime,1,,,,,,2,1,1078
5/29/2025 20:43,5/29/2025 21:01,100,1090,1,5/29/2025 21:01,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,For me helping to deal with stressful family situations is what I am good at.  I can organize and get things done.  I am good at getting others involved and providing ,27.761,27.761,200.005,1,4,3,6,1,2,3,2,3,6,3,3,2,5,6,3,2,7,6,4,5,3,1,9,8,1,4,7,1,1,4,6,7,1,6,5,2,4,7,8,3,in_control,control,,1,,,,,1,2,1079
5/29/2025 16:38,5/29/2025 16:44,100,408,1,5/29/2025 16:44,4,I will not use AI to answer this survey,"Wake up, stretch, brush my teeth and wash my face 
 do a bit of exercise and relax a bit before taking a shower
After I dress up and go get something for breakfast before heading out",2.874,100.055,200.017,5,7,7,7,1,2,3,7,7,7,7,7,7,2,5,3,6,4,1,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1083
5/29/2025 18:13,5/29/2025 18:17,100,233,1,5/29/2025 18:17,4,I will not use AI to answer this survey,"I wake up and get out of bed. I would take my morning medication and then use the bathroom. After that, I would brush my hair, make sure my kids are up, and change into my clothes. I would then eat breakfast and assist my kids with anything they need help with before school. Then I would brush my teeth and get ready to drop my kids off at school. I would then drive my kids to school. Afterwards, depending on the day, I might go for a walk or I might head home to get some work done.",7.954,140.685,140.69,5,5,5,6,1,2,3,4,4,4,5,5,6,4,6,2,5,3,1,6,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1084
5/30/2025 14:54,5/30/2025 14:58,100,274,1,5/30/2025 14:58,4,I will not use AI to answer this survey,"I've sincerely felt grateful for someone's kindness when I needed a ride to another town 2 hours away to pick up a family heirloom. I asked my friend from another state if they'd be willing to take a day off work to help me out as a shot in the dark, fully expecting a no. My friend actually said yes, rearranged some things and went out of their way to help me in a sensitive situation. I felt so immensely grateful. ",7.177,156.951,156.956,7,7,7,7,2,1,3,7,7,6,7,6,6,5,4,3,2,1,6,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1086
6/2/2025 6:45,6/2/2025 6:48,100,190,1,6/2/2025 6:48,4,I will not use AI to answer this survey,"I wake up and turn on the light. Then I complete Wordle, Connections, and a daily Sudoku. Then I get up and brush teeth and hair. I feed the cat and clean the litter box, then I eat breakfast. If I'm going to a work site, I will also make myself a lunch during this time. Then I check to see if my son has completed his morning routine. I put on shoes and drive him to school.",4.78,124.246,124.25,2,4,4,4,2,3,1,2,4,3,2,4,3,6,2,4,1,3,5,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1087
5/30/2025 0:50,5/30/2025 0:58,100,489,1,5/30/2025 0:58,4,I will not use AI to answer this survey,"I woke up one morning to go to work and found I had a flat tire. It was still dark outside (my shift started at 4 a.m.), so I decided to wait until daylight to change the tire, and called in late to work. However, when I tried to remove the tire to replace it with the spare, the wheel was ",2.09,2.09,200.018,1,7,7,7,3,2,1,4,3,2,6,6,5,4,2,3,1,5,6,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1089
5/30/2025 2:09,5/30/2025 2:13,100,211,1,5/30/2025 2:13,4,I will not use AI to answer this survey,I like to get up and start the day with brewing some coffee and reading the news. I will then usually start laundry and tidying up the kitchen followed by answering emails and checking my calendar for things I need to complete.,14.016,121.204,121.207,9,5,4,5,1,3,2,4,5,4,5,5,5,6,3,4,2,1,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1092
5/29/2025 17:14,5/29/2025 17:20,100,351,1,5/29/2025 17:20,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was waiting for my food at a sit-down restaurant, and the place was really busy, so I had to wait and wait, and wait. I had to wait for a glass of water and wait for the waitress to come and then after ordering, I had to wait for the food to come. In all, the experience was not fun, but it was totally out of my control. ",11.509,139.076,139.087,2,4,7,7,3,1,2,4,3,7,2,4,1,3,1,4,7,4,2,8,9,3,5,6,1,1,5,5,3,1,7,7,7,4,7,8,5,3,6,2,1,in_control,prime,1,,,,,,2,1,1093
5/29/2025 17:09,5/29/2025 17:16,100,436,1,5/29/2025 17:16,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At the end of 2023 I went to the ER for abdominal pain and was told by a nurse, that after looking at 1 CT scan and seeing a large mass, that I had cancer. I was stunned and felt like a large portion of my future life had suddenly been chopped off. I felt like no matter what, it would forever be looming over the top of me, that the rest of my life was going to be just waiting to die. I felt like I was being denied an opportunity to do many life things I had previously just assumed would be there in the future. In the e",20.075,153.78,200.002,11,6,5,6,2,3,1,1,1,6,1,1,1,1,1,1,3,6,7,2,1,9,4,5,8,5,5,4,2,5,3,7,4,7,1,6,5,2,3,4,8,in_control,prime,1,,,,,,1,2,1094
6/4/2025 14:04,6/4/2025 14:08,100,265,1,6/4/2025 14:08,4,I will not use AI to answer this survey,"Upon arising for the morning, I make the bed, put my hair up drink a glass of water then proceed to begin my morning work-out beginning with a warm-up. After the work-out, I brush my teeth, shower, dress, comb hair, apply make-up and head to the kitchen and make breakfast which typically consists of oatmeal, toast, and water. I then proceed to my remote job.",6.602,139.882,139.898,2,7,7,7,3,1,2,7,7,4,7,6,7,6,4,1,3,2,5,5,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1097
5/31/2025 16:52,5/31/2025 16:55,100,221,1,5/31/2025 16:55,4,I will not use AI to answer this survey,"I can't think of anything off hand, does that mean I'm ungrateful? I can think of a specific incidence of help I needed that I got but I wasn't grateful about it I was still resentful that I needed help in the first place. I rarely need help though and I can't think of a time when people were just being kind to me. Once a person anonymously paid for our meal at a restaurant, I loved that and will never forget it. I've tried to pass it on too.",2.656,151.522,151.526,14,2,2,2,3,1,2,5,5,4,5,4,4,3,2,6,4,1,5,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1098
5/30/2025 6:11,5/30/2025 6:14,100,174,1,5/30/2025 6:14,4,I will not use AI to answer this survey.,"My alarm goes off at 5:15am.  I get up and go grab my phone and charge my Apple Watch.  I sit on the toilet and do Wordle, then brush my teeth, use mouthwash, pop in my contact lenses and weigh myself.  Then I take a shower where I use shower gel, soap and a razor to shave my legs.  I get out of the shower, dry myself off, use deodorant and then I get dressed in the clothes that I picked out last night.",2.185,120.889,120.891,2,2,2,2,1,3,2,1,1,1,1,1,1,3,2,6,5,1,4,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1099
5/30/2025 12:56,5/30/2025 13:00,100,226,1,5/30/2025 13:00,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A decent example would be a recent video game session I had. I was playing a Ranked mode and trying to take it as serious as I could, but kept getting caught in unfortunate timings and positions. No matter what I did and how much forethought I put into something, somebody would get a lucky break with their timing and get the advantage on me.",14.22,123.887,123.889,4,7,7,6,3,2,1,1,1,7,1,1,1,3,6,1,6,9,1,4,2,5,8,3,7,2,5,6,2,4,3,6,5,1,8,3,2,4,5,7,6,in_control,prime,1,,,,,,1,2,1101
5/29/2025 16:46,5/29/2025 16:51,100,299,1,5/29/2025 16:51,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In 2016 I was involved in a car accident, I was the passenger in the vehicle in which both cars had road rage which resulted in the vehicle I was in to flip over 3 times onto the oncoming lane. I felt scared even before the accident because I had no control of what was happening but also had a lot of adrenaline that I did not even feel myself get injured in the crash but once it wore off I felt the pain in my hands. ",11.932,164.119,164.127,6,7,7,7,3,1,2,1,1,7,1,1,1,2,3,4,2,4,9,6,1,3,7,5,8,4,5,5,3,3,3,7,4,3,2,1,7,5,6,4,8,in_control,prime,1,,,,,,2,1,1103
5/29/2025 18:01,5/29/2025 18:08,100,431,1,5/29/2025 18:08,4,"""I will not use AI to answer this survey""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"I became very ill when a skin infection I had became septic. I went to the ER and had to have emergency surgery right away to save my life. I felt like I had no control over this situation at all. Thankfully, I had the surgery, spent a week in the hospital and fully recovered.",18.1,125.139,125.148,3,5,6,4,3,1,2,2,1,6,1,3,1,1,3,2,3,8,7,5,1,9,2,4,6,1,4,7,5,1,7,7,7,4,3,7,8,1,5,6,2,in_control,prime,1,,,,,,1,2,1104
5/29/2025 23:15,5/29/2025 23:22,100,405,1,5/29/2025 23:22,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I had to make a special dinner for the family.  I decided to have a barbecue.  I planned the meal, went to the store and bought food for the dinner.  I next prepared the barbecue meats and cooked the m",80.233,80.233,200.05,1,7,7,6,3,2,1,1,2,6,2,3,2,6,6,4,2,9,4,7,5,8,1,3,6,2,5,5,3,5,5,6,5,5,2,4,1,3,7,6,8,in_control,control,,1,,,,,2,1,1110
5/31/2025 18:18,5/31/2025 18:24,100,407,1,5/31/2025 18:24,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,i was in a CVS and saw 2 people start to run out of the store with items that they had shoplifted. i was at a register paying for my items. i looked around and saw a few employees let the shoplifters run out. even the security guard let them steal. i put my stuff down and started towar,9.777,9.777,200.006,1,6,6,6,3,1,2,4,1,7,1,1,1,1,7,1,7,6,1,8,5,2,9,3,4,1,6,5,4,4,7,7,6,1,6,7,8,4,2,5,3,in_control,prime,1,,,,,,1,2,1111
