StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_CTXTintro_First Click,t_CTXTintro_Last Click,t_CTXTintro_Page Submit,t_CTXTintro_Click Count,Intro,t_Printer_TC_First Click,t_Printer_TC_Last Click,t_Printer_TC_Page Submit,t_Printer_TC_Click Count,Bin.Printer_TC,t_Cell_Comp_First Click,t_Cell_Comp_Last Click,t_Cell_Comp_Page Submit,t_Cell_Comp_Click Count,Comp_Cell,t_TV_Attr_First Click,t_TV_Attr_Last Click,t_TV_Attr_Page Submit,t_TV_Attr_Click Count,Attr_TV,t_TV_Comp_First Click,t_TV_Comp_Last Click,t_TV_Comp_Page Submit,t_TV_Comp_Click Count,Comp_TV,t_Cell_Attr_First Click,t_Cell_Attr_Last Click,t_Cell_Attr_Page Submit,t_Cell_Attr_Click Count,Attr_Cell,t_TV_TC_First Click,t_TV_TC_Last Click,t_TV_TC_Page Submit,t_TV_TC_Click Count,Bin.TV_TC,t_Printer_Attr_First Click,t_Printer_Attr_Last Click,t_Printer_Attr_Page Submit,t_Printer_Attr_Click Count,Attr_Printer,t_Printer_Comp_First Click,t_Printer_Comp_Last Click,t_Printer_Comp_Page Submit,t_Printer_Comp_Click Count,Comp_Printer,t_Cell_TC_First Click,t_Cell_TC_Last Click,t_Cell_TC_Page Submit,t_Cell_TC_Click Count,Bin.Cell_TC,FL_213_DO_FL_215,FL_213_DO_FL_241,FL_213_DO_FL_255,FL_213_DO_FL_292,FL_213_DO_FL_274,FL_213_DO_FL_304,FL_224_DO_Bin.Printet_TC,FL_224_DO_Comp.Cell,FL_224_DO_Attr.TV,FL_244_DO_Bin.Printet_TC,FL_244_DO_Comp.TV,FL_244_DO_Attr.Cell,FL_258_DO_Bin.TV_TC,FL_258_DO_Comp.Cell,FL_258_DO_Attr.Printer,FL_295_DO_Bin.TV_TC,FL_295_DO_Attr.Cell,FL_295_DO_Comp.Printer,FL_277_DO_Bin.Cell_TC,FL_277_DO_Attr.Printer,FL_277_DO_Comp.TV,FL_307_DO_Bin.Cell_TC,FL_307_DO_Attr.TV,FL_307_DO_Comp.Printer,TWIN_ID
5/30/2025 9:18,5/30/2025 9:22,100,215,1,5/30/2025 9:22,1,,0,0,,,0,0,52.607,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1097x617,39.34,39.34,41.531,1,1,24.793,24.793,26.885,1,1,,,,,,,,,,,22.452,22.452,24.072,1,2,19.014,19.014,21.792,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,166
5/30/2025 9:09,5/30/2025 9:10,100,80,1,5/30/2025 9:10,1,,0,0,,,0,0,8.312,0,Chrome,136.0.0.0,Windows NT 10.0,1536x1024,35.84,35.84,40.356,1,2,,,,,,,,,,,,,,,,,,,,,1.575,1.575,2.323,1,3,1.815,1.815,3.324,1,1,,,,,,1.428,1.428,3.16,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,168
5/30/2025 9:28,5/30/2025 9:30,100,131,1,5/30/2025 9:30,0.8999999761581421,,0,0,,,0,0,9.413,0,Chrome,133.0.0.0,Macintosh,1440x900,7.182,20.766,23.353,2,1,,,,,,,,,,,,,,,,18.721,18.721,20.126,1,2,,,,,,,,,,,17.589,17.589,19.142,1,2,,,,,,19.664,19.664,21.035,1,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,170
5/30/2025 9:08,5/30/2025 9:10,100,118,1,5/30/2025 9:10,1,,0,0,,,7.208,36.855,37.854,6,Chrome,136.0.0.0,Windows NT 10.0,1366x768,12.144,32.601,33.448,2,2,,,,,,,,,,,,,,,,10.474,13.415,15.941,2,3,,,,,,,,,,,4.107,9.365,10.819,2,2,,,,,,3.658,5.172,8.427,2,1,,,,,1,,,,,,,,,,,,,,2,3,1,,,,171
5/30/2025 11:15,5/30/2025 11:16,100,87,1,5/30/2025 11:16,1,,0,0,,,0,0,14.331,0,Firefox,139,Macintosh,1440x900,14.59,14.59,19.443,1,2,,,,,,15.048,15.048,19.588,1,2,,,,,,,,,,,,,,,,9.104,9.104,10.203,1,2,13.869,13.869,14.8,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,176
5/30/2025 9:08,5/30/2025 9:12,100,240,1,5/30/2025 9:12,1,,0,0,,,0,0,35.384,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,60.143,60.143,61.19,1,1,,,,,,,,,,,36.622,36.622,37.594,1,2,,,,,,,,,,,,,,,,,,,,,42.982,42.982,44.062,1,2,35.186,35.186,36.567,1,1,,,,,,1,,,,,,,,,,,,,,,,1,2,3,179
5/30/2025 9:10,5/30/2025 9:15,100,269,1,5/30/2025 9:15,1,,0,5,,,0,0,12.267,0,Chrome,132.0.0.0,Windows NT 10.0,1600x900,78.245,78.245,79.215,1,3,,,,,,,,,,,,,,,,,,,,,135.426,135.426,136.601,1,2,4.933,4.933,6.838,1,1,,,,,,24.188,24.188,25.201,1,2,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,180
5/30/2025 9:26,5/30/2025 9:30,100,275,1,5/30/2025 9:30,0.8999999761581421,,0,5,,,0,0,63.287,0,Chrome,137.0.0.0,Windows NT 10.0,1600x900,8.992,46.258,49.157,2,1,,,,,,18.519,41.008,43.379,2,2,,,,,,,,,,,,,,,,14.61,39.586,42.725,2,1,17.925,46.977,50.372,2,2,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,181
5/30/2025 12:03,5/30/2025 12:06,100,166,1,5/30/2025 12:06,1,,0,0,,,0,0,10.684,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,33.898,33.898,35.262,1,2,33.748,33.748,35.349,1,2,36.508,36.508,37.566,1,2,30.337,30.337,32.609,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,182
5/30/2025 10:43,5/30/2025 10:46,100,129,1,5/30/2025 10:46,1,,0,0,,,16.464,21.567,23.237,3,Chrome,137.0.0.0,Windows NT 10.0,1536x864,10.682,24.914,26.071,3,2,,,,,,,,,,,7.025,15.073,17.054,2,2,,,,,,,,,,,,,,,,,,,,,7.122,16.642,18.224,3,2,11.636,28.429,29.489,3,2,,,,,,1,,,,,,,,,,,,,,,,3,2,1,183
5/30/2025 10:48,5/30/2025 10:51,100,179,1,5/30/2025 10:51,1,,0,0,,,0,0,23.757,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,31.238,31.238,33.226,1,2,,,,,,,,,,,,,,,,,,,,,41.823,41.823,43.667,1,2,24.398,24.398,27.217,1,2,,,,,,32.456,32.456,35.989,1,2,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,188
5/30/2025 11:11,5/30/2025 11:14,100,175,1,5/30/2025 11:14,0.8999999761581421,,0,0,,,0,0,12.481,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,50.235,50.235,52.564,1,1,,,,,,,,,,,28.389,28.389,32.454,1,2,,,,,,,,,,,,,,,,,,,,,29.059,29.059,31.388,1,2,16.136,16.136,17.619,1,1,,,,,,1,,,,,,,,,,,,,,,,3,2,1,189
5/30/2025 9:32,5/30/2025 9:37,100,315,1,5/30/2025 9:37,1,,0,0,,,0,0,5.831,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,10.907,10.907,11.561,1,2,,,,,,,,,,,,,,,,,,,,,276.001,280.779,281.537,2,2,3.602,3.602,4.531,1,1,,,,,,2.918,4.227,4.737,2,1,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,190
5/30/2025 9:16,5/30/2025 9:19,100,174,1,5/30/2025 9:19,1,,0,0,,,0,0,14.919,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,41.129,41.129,42.351,1,1,,,,,,,,,,,,,,,,,,,,,30.992,30.992,32.61,1,2,39.683,39.683,41.225,1,1,,,,,,28.72,28.72,29.86,1,1,,,,,,,,,1,,,,,,,,,,,,2,3,1,,,,,,,197
5/30/2025 12:12,5/30/2025 12:15,100,169,1,5/30/2025 12:15,1,,0,0,,,6.132,7.431,7.989,3,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,37.239,37.239,43.167,1,2,,,,,,,,,,,,,,,,,,,,,43.19,43.19,44.485,1,2,29.17,29.17,37.39,1,1,,,,,,23.396,23.396,27.832,1,3,,,,,,,,,1,,,,,,,,,,,,1,3,2,,,,,,,198
5/30/2025 10:19,5/30/2025 10:23,100,265,1,5/30/2025 10:23,1,,0,0,,,69.582,78.452,120.815,4,Edge,136.0.0.0,Windows NT 10.0,1366x768,8.748,29.209,34.8,3,1,,,,,,,,,,,,,,,,,,,,,13.442,29.474,30.832,3,2,9.981,14.144,16.695,2,1,,,,,,10.306,27.895,29.94,3,2,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,200
5/30/2025 9:49,5/30/2025 9:53,100,245,1,5/30/2025 9:53,1,,0,75,,,24.492,24.492,25.104,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,33.172,33.172,34.5,1,2,56.17,56.17,59.348,1,2,,,,,,,,,,,9.515,10.985,14.371,2,2,42.145,42.145,43.75,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,203
5/30/2025 9:19,5/30/2025 9:20,100,92,1,5/30/2025 9:20,1,,0,0,,,0,0,6.597,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,0.116,32.889,35.087,2,1,,,,,,,,,,,12.871,12.871,15.217,1,3,,,,,,,,,,,,,,,,,,,,,13.566,13.566,15.577,1,2,7.801,9.82,12.187,2,1,,,,,,1,,,,,,,,,,,,,,,,3,2,1,205
5/30/2025 9:15,5/30/2025 9:17,100,147,1,5/30/2025 9:17,1,,0,0,,,5.625,9.708,11.352,7,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1920x1080,2.404,48.313,49.686,11,2,7.729,18.76,19.779,2,2,12.456,16.324,18.47,2,2,21.023,23.439,24.552,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,208
5/30/2025 11:34,5/30/2025 11:36,100,128,1,5/30/2025 11:36,1,,0,0,,,0,0,32.523,0,Firefox,139,Windows NT 10.0,1760x990,41.446,41.446,43.033,1,1,13.136,13.136,14.817,1,1,,,,,,,,,,,9.292,9.292,11.5,1,2,15.711,15.711,16.601,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,210
5/30/2025 9:11,5/30/2025 9:12,100,92,1,5/30/2025 9:12,0.8999999761581421,,0,0,,,0,0,6.044,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,16.905,16.905,18.804,1,2,9.715,24.835,28.35,2,1,15.826,15.826,19.621,1,2,8.987,8.987,10.478,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,211
5/30/2025 9:10,5/30/2025 9:12,100,139,1,5/30/2025 9:12,1,,0,0,,,3.436,24.204,25.828,11,Chrome,137.0.0.0,Windows NT 10.0,1536x864,1.742,29.703,31.895,4,2,,,,,,,,,,,3.737,16.553,17.989,5,3,,,,,,,,,,,,,,,,,,,,,11.697,26.063,26.874,3,2,11.38,26.114,26.669,5,2,,,,,,1,,,,,,,,,,,,,,,,2,1,3,213
5/30/2025 9:19,5/30/2025 9:25,100,333,1,5/30/2025 9:25,1,,0,0,,,0,0,16.351,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,3.13,3.13,8.095,1,2,,,,,,,,,,,,,,,,205.964,205.964,207.256,1,2,,,,,,,,,,,15.876,15.876,32.871,1,2,,,,,,4.6,4.6,6.527,1,1,,,,,1,,,,,,,,,,,,,,3,1,2,,,,214
5/30/2025 10:14,5/30/2025 10:18,100,196,1,5/30/2025 10:18,1,,0,5,,,0,0,42.807,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,27.395,27.395,30.873,1,2,,,,,,37.877,37.877,40.025,1,2,,,,,,,,,,,,,,,,25.371,25.371,26.629,1,1,35.947,35.947,36.934,1,3,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,215
5/30/2025 9:15,5/30/2025 9:17,100,140,1,5/30/2025 9:17,1,,0,0,,,0,0,5.135,0,Chrome,136.0.0.0,Windows NT 10.0,1402x789,32.521,32.521,34.596,1,1,,,,,,,,,,,9.911,9.911,11.17,1,2,,,,,,,,,,,,,,,,,,,,,25.361,25.361,26.248,1,2,10.766,10.766,37.69,1,1,,,,,,1,,,,,,,,,,,,,,,,2,3,1,218
5/30/2025 11:27,5/30/2025 11:29,100,125,1,5/30/2025 11:29,0.800000012,,0,0,,,2.43,2.43,8.277,1,Chrome,136,Macintosh,414x896,11.054,26.92,27.778,10,2,,,,,,,,,,,,,,,,,,,,,2.064,26.011,26.567,19,2,11.602,25.419,26.543,6,1,,,,,,10.097,28.477,29.289,15,2,,,,,,,,,1,,,,,,,,,,,,2,3,1,,,,,,,220
5/30/2025 10:16,5/30/2025 10:20,100,222,1,5/30/2025 10:20,1,,0,10,,,0,0,36.374,0,Firefox,56,Windows NT 10.0,896x504,42.377,42.377,45.122,1,2,11.572,18.277,23.204,2,1,44.457,44.457,46.836,1,3,30.474,30.474,33.304,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,221
5/30/2025 10:50,5/30/2025 10:55,100,291,1,5/30/2025 10:55,1,,0,0,,,8.058,8.058,15.727,1,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,1.238,57.147,60.793,3,2,0.903,48.263,50.577,4,2,,,,,,,,,,,0.673,47.214,58.401,2,2,10.481,83.004,84.901,4,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,227
5/30/2025 9:11,5/30/2025 9:13,100,131,1,5/30/2025 9:13,1,,0,0,,,13.999,17.654,18.946,2,Chrome,136.0.0.0,Windows NT 10.0,1366x768,4.637,25.445,26.307,3,2,,,,,,12.513,26.027,27.11,3,2,,,,,,,,,,,,,,,,3.337,13.875,15.453,3,1,2.798,24.249,25.299,3,3,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,228
5/30/2025 9:40,5/30/2025 9:42,100,106,1,5/30/2025 9:42,1,,0,0,,,0,0,8.936,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,21.623,21.623,23.827,1,2,,,,,,,,,,,17.098,17.098,18.556,1,3,,,,,,,,,,,,,,,,,,,,,25.835,25.835,26.923,1,3,15.335,15.335,16.089,1,2,,,,,,1,,,,,,,,,,,,,,,,3,1,2,230
5/30/2025 9:54,5/30/2025 9:58,100,238,1,5/30/2025 9:58,1,,0,0,,,96.35,96.35,97.543,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,3.534,47.674,49.654,3,2,,,,,,,,,,,,,,,,9.612,11.726,13.025,2,3,,,,,,,,,,,20.025,37.468,38.501,3,3,,,,,,7.079,11.625,13.9,3,2,,,,,1,,,,,,,,,,,,,,3,1,2,,,,231
5/30/2025 9:15,5/30/2025 9:17,100,162,1,5/30/2025 9:17,1,,0,0,,,0,0,24.68,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,38.848,38.848,44.807,1,2,21.827,21.827,23.055,1,2,,,,,,,,,,,34.591,34.591,35.476,1,3,20.058,20.058,21.153,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,232
5/30/2025 9:16,5/30/2025 9:20,100,220,1,5/30/2025 9:20,1,,0,0,,,0,0,14.867,0,Chrome,136.0.0.0,Windows NT 10.0,1536x960,42.34,42.34,43.42,1,2,,,,,,23.44,23.44,25.396,1,3,,,,,,,,,,,,,,,,72.209,72.209,74.052,1,1,38.328,38.328,39.802,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,236
5/30/2025 9:15,5/30/2025 9:16,100,75,1,5/30/2025 9:16,1,,0,0,,,3.781,3.781,4.758,1,Chrome,136.0.0.0,Windows NT 10.0,2560x1080,26.451,26.451,27.843,1,2,,,,,,,,,,,,,,,,,,,,,12.696,15.234,15.598,2,3,2.836,2.836,8.86,1,1,,,,,,5.338,5.338,9.889,1,1,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,237
5/30/2025 9:21,5/30/2025 9:23,100,93,1,5/30/2025 9:23,1,,0,0,,,0,0,5.788,0,Firefox,138,Windows NT 10.0,1760x990,18.618,18.618,21.066,1,2,,,,,,,,,,,,,,,,9.996,9.996,10.853,1,3,,,,,,,,,,,21.875,21.875,22.543,1,2,,,,,,22.373,22.373,23.847,1,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,238
5/30/2025 9:18,5/30/2025 9:23,100,271,1,5/30/2025 9:23,1,,0,10,,,19.979,19.979,38.739,1,Chrome,103.0.0.0,Macintosh,1920x1200,51.647,51.647,52.813,1,2,,,,,,,,,,,,,,,,,,,,,43.504,43.504,44.614,1,2,38.914,38.914,40.041,1,1,,,,,,49.021,49.021,50.723,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,239
5/30/2025 11:26,5/30/2025 11:29,100,181,1,5/30/2025 11:29,1,,0,0,,,0,0,24.799,0,Chrome,136.0.0.0,Windows NT 10.0,1280x1024,48.755,48.755,52.772,1,1,,,,,,,,,,,9.604,9.604,18.887,1,2,,,,,,,,,,,,,,,,,,,,,19.643,19.643,33.673,1,2,22.738,22.738,23.61,1,2,,,,,,1,,,,,,,,,,,,,,,,3,2,1,243
5/30/2025 9:41,5/30/2025 9:51,100,620,1,5/30/2025 9:51,1,,0,0,,,483.754,483.754,487.37,1,Chrome,136.0.0.0,Macintosh,1800x1169,51.779,51.779,54.297,1,2,,,,,,,,,,,14.712,14.712,21.029,1,2,,,,,,,,,,,,,,,,,,,,,6.936,6.936,9.656,1,1,6.932,6.932,8.659,1,1,,,,,,1,,,,,,,,,,,,,,,,2,1,3,246
5/30/2025 10:43,5/30/2025 10:49,100,327,1,5/30/2025 10:49,1,,0,0,,,23.115,42.903,44.496,2,Edge,136.0.0.0,Windows NT 10.0,1366x768,4.007,40.751,42.714,3,2,,,,,,5.54,110.775,112.643,4,3,,,,,,,,,,,,,,,,5.833,37.016,38.064,3,2,8.708,63.377,64.616,3,2,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,252
5/30/2025 9:52,5/30/2025 9:55,100,201,1,5/30/2025 9:55,1,,0,0,,,0,0,50.759,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,31.407,31.407,32.996,1,2,18.587,18.587,19.847,1,1,,,,,,,,,,,26.629,26.629,29.576,1,2,50.752,50.752,52.51,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,254
5/30/2025 9:11,5/30/2025 9:13,100,133,1,5/30/2025 9:13,1,,0,0,,,2.266,2.266,31.654,1,Chrome,136.0.0.0,Macintosh,1440x900,1.067,24.3,29.72,4,3,,,,,,0.687,19.02,20.006,2,1,,,,,,,,,,,,,,,,0.822,13.439,14.725,3,1,0.907,23.224,24.428,2,2,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,255
5/30/2025 10:36,5/30/2025 10:38,100,146,1,5/30/2025 10:38,0.8999999761581421,,0,0,,,0,0,23.195,0,Chrome,134.0.0.0,Windows NT 10.0,2048x1152,33.416,33.416,34.669,1,2,15.803,15.803,19.199,1,1,19.108,19.108,20.903,1,2,13.863,13.863,17.067,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,256
5/30/2025 9:08,5/30/2025 9:10,100,87,1,5/30/2025 9:10,1,,0,0,,,0,0,6.005,0,Edge,136.0.0.0,Windows NT 10.0,1372x772,28.359,28.359,29.276,1,1,9.922,9.922,11.006,1,1,25.992,25.992,27.283,1,1,4.576,4.576,5.306,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,257
5/30/2025 9:15,5/30/2025 9:18,100,177,1,5/30/2025 9:18,1,,0,0,,,0,0,6.468,0,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,29.938,29.938,32.376,1,2,55.633,55.633,58.974,1,1,,,,,,,,,,,8.368,23.408,24.741,2,2,40.253,40.253,41.745,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,,,,,,,,,,,,,258
5/30/2025 9:40,5/30/2025 9:41,100,65,1,5/30/2025 9:41,1,,0,75,,,7.662,8.726,9.465,4,Chrome,136.0.0.0,Windows NT 10.0,1280x720,1.049,14.832,15.327,6,2,,,,,,0.856,7.786,9.843,2,3,,,,,,,,,,,,,,,,0.867,3.538,4.002,2,2,0.878,3.765,5.24,2,3,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,260
5/30/2025 9:40,5/30/2025 9:42,100,120,1,5/30/2025 9:42,1,,0,0,,,0,0,7.62,0,Chrome,136.0.0.0,Windows NT 10.0,1680x1050,26.402,26.402,27.681,1,1,,,,,,,,,,,,,,,,16.626,16.626,17.906,1,2,,,,,,,,,,,16.613,20.077,21.733,2,2,,,,,,29.037,29.037,30.507,1,1,,,,,1,,,,,,,,,,,,,,2,3,1,,,,261
5/30/2025 11:07,5/30/2025 11:07,100,36,1,5/30/2025 11:07,0.8999999761581421,,0,0,,,2.644,4.606,5.592,2,Safari iPhone,17.0.1,iPhone,414x896,1.085,4.285,5.182,4,2,0.644,5.857,6.724,7,1,0.675,3.374,3.993,3,1,0.724,6.259,6.901,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,263
5/30/2025 9:13,5/30/2025 9:15,100,113,1,5/30/2025 9:15,1,,0,0,,,0,0,7.828,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,26.598,27.651,29.32,2,2,,,,,,,,,,,,,,,,12.006,12.006,27.273,1,2,,,,,,,,,,,16.078,16.078,19.019,1,2,,,,,,18.844,18.844,19.832,1,2,,,,,1,,,,,,,,,,,,,,3,1,2,,,,268
5/30/2025 12:55,5/30/2025 12:56,100,95,1,5/30/2025 12:57,0.6000000238418579,,0,0,,,0,0,6.357,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,23.92,23.92,33.152,1,3,,,,,,14.263,14.263,15.774,1,3,,,,,,,,,,,,,,,,15.342,15.342,16.297,1,2,14.064,14.064,15.131,1,3,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,270
5/30/2025 10:35,5/30/2025 10:39,100,205,1,5/30/2025 10:39,1,,0,10,,,8.032,49.404,49.889,22,Chrome,136.0.0.0,Windows NT 10.0,1366x768,4.17,34.169,34.84,5,2,,,,,,,,,,,3.228,37.274,38.208,7,2,,,,,,,,,,,,,,,,,,,,,2.95,31.038,36.075,5,3,3.687,30.031,30.995,6,2,,,,,,1,,,,,,,,,,,,,,,,3,1,2,271
5/30/2025 10:36,5/30/2025 10:39,100,164,1,5/30/2025 10:39,1,,0,0,,,0,0,22.444,0,Safari,18.5,Macintosh,2048x1152,25.444,25.444,28.464,1,2,,,,,,,,,,,,,,,,,,,,,28.051,28.051,29.322,1,2,15.882,15.882,16.801,1,2,,,,,,47.49,47.49,49.991,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,272
5/30/2025 9:11,5/30/2025 9:27,100,945,1,5/30/2025 9:27,1,,0,0,,,75.335,81.466,82.92,7,Chrome,136.0.0.0,Windows NT 10.0,1440x900,19.999,473.896,474.756,8,2,,,,,,9.141,15.058,15.574,4,3,,,,,,,,,,,,,,,,2.467,24.69,25.4,10,2,5.014,64.068,64.583,9,3,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,274
5/30/2025 10:42,5/30/2025 10:44,100,138,1,5/30/2025 10:44,1,,0,0,,,0,0,12.973,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,28.625,28.625,30.488,1,2,,,,,,29.138,29.138,38.681,1,2,,,,,,,,,,,,,,,,20.534,20.534,22.015,1,1,24.223,24.223,25.871,1,2,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,275
5/30/2025 10:03,5/30/2025 10:05,100,174,1,5/30/2025 10:05,1,,0,0,,,0,0,6.787,0,Edge,136.0.0.0,Windows NT 10.0,1397x786,48.42,51.814,56.533,2,1,,,,,,,,,,,,,,,,,,,,,64.618,64.618,65.578,1,2,10.175,10.175,11.37,1,2,,,,,,19.505,19.505,20.619,1,2,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,276
5/30/2025 10:27,5/30/2025 10:32,100,312,1,5/30/2025 10:32,1,,0,0,,,0,0,9.625,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,5.738,52.839,54.081,2,2,,,,,,,,,,,,,,,,3.368,109.238,110.177,2,3,,,,,,,,,,,4.365,60.795,63.159,2,2,,,,,,4.365,48.922,50.031,2,1,,,,,1,,,,,,,,,,,,,,3,1,2,,,,277
5/30/2025 10:14,5/30/2025 10:22,100,437,1,5/30/2025 10:22,1,,0,0,,,11.889,22.169,23.192,4,Edge,136.0.0.0,Windows NT 10.0,1366x768,4.058,317.942,321.654,5,2,44.228,47.953,48.865,2,2,,,,,,,,,,,6.965,14.19,15.715,2,3,1.301,2.809,4.663,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,278
5/30/2025 9:56,5/30/2025 9:59,100,196,1,5/30/2025 9:59,0.8999999761581421,,0,0,,,0,0,28.312,0,Firefox,139,Windows NT 10.0,1536x864,32.919,32.919,38.033,1,2,33.701,33.701,35.722,1,2,,,,,,,,,,,27.801,27.801,29.501,1,3,45.453,45.453,46.639,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,280
5/30/2025 10:14,5/30/2025 10:19,100,300,1,5/30/2025 10:19,0.5,,0,20,,,25.219,25.219,26.545,1,Chrome,131.0.0.0,CrOS x86_64 14541.0.0,1366x768,70.247,92.454,95.45,2,2,,,,,,,,,,,5.553,13.826,14.893,2,1,,,,,,,,,,,,,,,,,,,,,56.643,62.141,62.667,5,2,8.48,8.48,16.581,1,2,,,,,,1,,,,,,,,,,,,,,,,2,3,1,284
5/30/2025 9:47,5/30/2025 9:50,100,135,1,5/30/2025 9:50,1,,0,85,,,0,0,10.018,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,2.499,2.499,8.026,1,2,10.605,10.605,12.866,1,1,,,,,,,,,,,8.245,8.245,9.306,1,3,3.788,3.788,13.871,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,286
5/30/2025 9:38,5/30/2025 9:44,100,331,1,5/30/2025 9:44,0.8999999761581421,,0,10,,,0,0,15.821,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,16.163,16.163,22.243,1,2,,,,,,,,,,,15.492,19.61,22.534,2,2,,,,,,,,,,,,,,,,,,,,,8.212,8.212,11.424,1,2,12.974,12.974,17.536,1,2,,,,,,1,,,,,,,,,,,,,,,,1,3,2,287
