StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,botcheck1,botcheck2,Q403_Browser,Q403_Version,Q403_Operating System,Q403_Resolution,Q635,rating_1_1,rating_2_1,rating_3_1,rating_4_1,rating_5_1,rating_6_1,rating_7_1,rating_8_1,rating_9_1,rating_10_1,Q313,Q313_3_TEXT,Q326,oonservative,Q315,Q315_4_TEXT,lean,strong_rep,strong_dem,OpenEndedComments,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,party_1,party_2,party_3,party_4,party_5,party_6,party_7,party_8,party_9,party_10,party_11,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,history_1,history_2,history_3,history_4,history_5,history_6,history_7,history_8,history_9,history_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,TWIN_ID
4/21/25 13:38,4/21/25 13:43,100,283,1,4/21/25 13:43,17,1,Chrome,135.0.0.0,Windows NT 10.0,1536x864,4,6,6,6,6,6,6,7,7,7,5,2,,39,4,3,,2,,,,,,,,,,,,,,Republican,Democrat,Republican,Democrat,Republican,Republican,Republican,Republican,Republican,Republican,,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",never used to donate to politicians,used to only donate to Democrats,used to only donate to Republicans,never used to donate to politicians,used to only donate to Republicans,never used to donate to politicians,used to only donate to Republicans,used to donate to politicians from both parties,used to only donate to Republicans,never used to donate to politicians,I currently don't donate to any politician,I currently don't donate to any politician,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently only donate to Republicans,1435
4/21/25 13:39,4/21/25 13:44,100,305,1,4/21/25 13:44,17,1,Chrome,135.0.0.0,Windows NT 10.0,1366x768,4,6,5,6,6,6,6,6,6,5,6,1,,23,3,3,,3,,,No comments.,,,,,,,,,,,Democrat,Republican,Democrat,Republican,Republican,Democrat,Democrat,Republican,Democrat,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,never used to donate to politicians,used to only donate to Republicans,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently only donate to Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",1436
4/21/25 13:08,4/21/25 13:19,100,632,1,4/21/25 13:19,17,1,Chrome,135.0.0.0,Android 10,412x883,4,7,6,7,4,7,1,4,1,7,4,1,,34,1,2,,,,1,,,,,,,,,,,,Democrat,Republican,Republican,Republican,Republican,Democrat,Democrat,Republican,Republican,Democrat,,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,used to only donate to Democrats,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Republicans,used to only donate to Democrats,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,I currently don't donate to any politician,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently don't donate to any politician,I currently donate to both Democrats and Republicans,1439
4/21/25 12:24,4/21/25 12:29,100,284,1,4/21/25 12:29,17,1,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,4,6,6,7,7,6,7,8,6,6,7,1,,72,6,1,,,1,,,,,,,,,,,,,Democrat,Republican,Republican,Republican,Republican,Republican,Democrat,Democrat,Democrat,Democrat,,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,I currently only donate to Democrats,I currently only donate to Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans,I currently only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently only donate to Democrats,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,1442
4/21/25 13:32,4/21/25 13:38,100,352,1,4/21/25 13:38,17,1,Chrome,134.0.0.0,Windows NT 10.0,1920x1080,4,6,7,7,6,7,6,6,7,5,5,2,,37,2,2,,,,1,,,,,,,,,,,,Republican,Democrat,Democrat,Democrat,Democrat,Democrat,Democrat,Democrat,Democrat,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.","enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Democrats,used to only donate to Democrats,used to donate to politicians from both parties,never used to donate to politicians,used to only donate to Democrats,used to donate to politicians from both parties,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently only donate to Democrats,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans,I currently only donate to Democrats,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,1446
4/21/25 13:05,4/21/25 13:20,100,920,1,4/21/25 13:20,17,1,Chrome,135.0.0.0,Windows NT 10.0,1366x768,4,7,1,8,4,4,8,7,8,8,6,2,,24,2,2,,,,1,,,,,,,,,,,,Democrat,Republican,Democrat,Democrat,Democrat,Republican,Democrat,Republican,Democrat,Democrat,,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.","enjoys spending weekends reading, watching movies, and spending time with friends.",used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,I currently don't donate to any politician,I currently only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently don't donate to any politician,I currently only donate to Democrats,I currently don't donate to any politician,I currently don't donate to any politician,I currently only donate to Democrats,1449
4/21/25 14:36,4/21/25 14:39,100,211,1,4/21/25 14:39,17,1,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,4,1,1,7,8,7,4,4,7,1,7,1,,61,1,2,,,,1,,,,,,,,,,,,Republican,Democrat,Republican,Democrat,Republican,Republican,Republican,Republican,Republican,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Republicans,used to donate to politicians from both parties,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",1451
4/21/25 14:59,4/21/25 15:04,100,347,1,4/21/25 15:04,17,1,Chrome iPhone,135.0.7049.83,iPhone,390x844,4,6,6,6,6,6,9,6,6,6,6,1,,39,2,2,,,,2,The scenarios were almost the same for each person.,,,,,,,,,,,Republican,Republican,Democrat,Republican,Democrat,Republican,Democrat,Democrat,Democrat,Democrat,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",used to donate to politicians from both parties,used to only donate to Republicans,used to only donate to Democrats,used to only donate to Republicans,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently only donate to Democrats,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,1452
4/21/25 12:47,4/21/25 12:56,100,508,1,4/21/25 12:56,17,1,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1187x667,4,5,1,5,8,1,1,6,5,5,1,1,,40,6,1,,,2,,,,,,,,,,,,,Republican,Democrat,Democrat,Republican,Democrat,Republican,Republican,Republican,Democrat,Democrat,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Republicans,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,I currently don't donate to any politician,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently don't donate to any politician,I currently only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,1456
4/21/25 15:28,4/21/25 15:31,100,174,1,4/21/25 15:31,17,1,Chrome,135.0.0.0,Windows NT 10.0,1280x720,4,7,7,5,8,9,9,7,9,6,6,2,,50,1,2,,,,1,,,,,,,,,,,,Democrat,Democrat,Republican,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,used to only donate to Democrats,used to only donate to Democrats,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Democrats,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,used to only donate to Democrats,never used to donate to politicians,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently only donate to Republicans,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,1457
4/21/25 14:25,4/21/25 14:29,100,211,1,4/21/25 14:29,17,1,Chrome,135.0.0.0,Windows NT 10.0,1536x864,4,7,7,9,6,6,7,8,6,8,8,1,,26,5,1,,,2,,Thanks!,,,,,,,,,,,Republican,Republican,Republican,Democrat,Republican,Republican,Republican,Republican,Republican,Republican,,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Democrats,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently only donate to Democrats,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,1460
4/21/25 12:58,4/21/25 13:01,100,199,1,4/21/25 13:01,17,1,Chrome,133.0.0.0,Macintosh,1728x1117,4,8,6,7,7,6,9,7,9,8,8,1,,29,2,3,,2,,,,,,,,,,,,,,Republican,Republican,Democrat,Democrat,Democrat,Democrat,Democrat,Republican,Republican,Republican,,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Republicans,used to only donate to Republicans,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans,I currently only donate to Democrats,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently only donate to Democrats,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently donate to both Democrats and Republicans,1465
4/21/25 12:13,4/21/25 12:28,100,874,1,4/21/25 12:28,17,1,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,4,5,6,6,5,6,7,5,5,4,5,1,,61,7,3,,1,,,,,,,,,,,,,,Republican,Democrat,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Democrat,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,used to donate to politicians from both parties,never used to donate to politicians,used to only donate to Democrats,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently only donate to Democrats,I currently donate to both Democrats and Republicans,1466
4/21/25 12:05,4/21/25 12:09,100,270,1,4/21/25 12:09,17,1,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,4,7,7,7,7,7,7,7,7,7,7,1,,46,2,2,,,,1,,,,,,,,,,,,Democrat,Democrat,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Democrat,Republican,,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,used to only donate to Democrats,never used to donate to politicians,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,used to only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans,I currently only donate to Democrats,I currently only donate to Democrats,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,1471
4/21/25 14:36,4/21/25 14:39,100,158,1,4/21/25 14:39,17,1,Chrome,135.0.0.0,Windows NT 10.0,1536x864,4,6,6,4,4,6,1,8,6,6,1,2,,42,2,2,,,,2,,,,,,,,,,,,Democrat,Republican,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Democrat,Republican,,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,never used to donate to politicians,used to only donate to Democrats,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently only donate to Democrats,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,1474
4/21/25 12:15,4/21/25 12:18,100,166,1,4/21/25 12:18,17,1,Edge,134.0.3124.105,Linux x86_64,360x740,4,8,6,8,8,7,8,8,6,8,8,1,,62,1,2,,,,1,,,,,,,,,,,,Republican,Republican,Republican,Republican,Republican,Democrat,Democrat,Republican,Republican,Democrat,,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.","enjoys spending weekends reading, watching movies, and spending time with friends.",used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,used to only donate to Republicans,never used to donate to politicians,used to only donate to Democrats,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently only donate to Republicans,I currently don't donate to any politician,I currently don't donate to any politician,I currently don't donate to any politician,I currently don't donate to any politician,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans,1478
4/21/25 15:08,4/21/25 15:12,100,267,1,4/21/25 15:12,17,1,Chrome,135.0.0.0,Windows NT 10.0,1746x982,4,5,1,6,4,1,1,1,5,6,1,1,,73,1,4,Democratic Socialist,,,,,,,,,,,,,,,Democrat,Republican,Republican,Republican,Republican,Democrat,Democrat,Republican,Republican,Republican,,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",used to donate to politicians from both parties,never used to donate to politicians,used to only donate to Republicans,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Democrats,never used to donate to politicians,never used to donate to politicians,used to only donate to Republicans,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently don't donate to any politician,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently only donate to Republicans,1480
4/21/25 12:06,4/21/25 12:25,100,1134,1,4/21/25 12:25,17,1,Chrome,135.0.0.0,Windows NT 10.0,2560x1440,4,5,9,6,6,9,9,9,5,5,5,1,,46,7,1,,,1,,,,,,,,,,,,,Democrat,Republican,Democrat,Democrat,Republican,Republican,Republican,Democrat,Democrat,Republican,,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,used to only donate to Democrats,used to only donate to Democrats,used to donate to politicians from both parties,I currently only donate to Democrats,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently don't donate to any politician,I currently don't donate to any politician,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently only donate to Democrats,I currently only donate to Democrats,I currently only donate to Republicans,1481
4/21/25 13:01,4/21/25 13:04,100,204,1,4/21/25 13:04,17,1,Firefox,137,Windows NT 10.0,896x504,4,6,6,8,4,9,4,4,4,8,5,1,,47,5,3,,2,,,thank you,,,,,,,,,,,Democrat,Republican,Democrat,Republican,Democrat,Republican,Republican,Republican,Republican,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,used to donate to politicians from both parties,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Republicans,never used to donate to politicians,used to only donate to Republicans,used to donate to politicians from both parties,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently don't donate to any politician,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,1502
