StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,SETTYPE,DWELOWN_GSS,BUS_CPS,SCHENR_CPS,PUWC_CPS,V1-V2_ATUS,HEALTH_GSS,POORSERV_GSS,WWWHR_GSS,HLTHWEB_GSS,SATFIN_GSS,JOBLOSE_GSS,TRUST_GSS,CONBUS_GSS,CONPRESS_GSS,ATTENTION_CHECK,FAMSUFFR_GSS,IMMJOBS_GSS,AFFRMACT_GSS,GOVT_RESPONSIBILITY,HLTHTAX,GETAHEAD,FAIR,FAEDUC,CONCERNCO_PEW,TIKTOK,VOTE20_GSS,PRES20_GSS,TWIN_ID
6/27/2025 13:10,6/27/2025 13:22,100,677,1,6/27/2025 13:22,3,2,1,1,1,2,3,3,70,1,3,3,3,3,3,3,3,5,2,3,5,2,1,2,2,3,1,2,365
6/27/2025 11:54,6/27/2025 12:10,100,980,1,6/27/2025 12:10,4,1,2,2,1,2,2,4,4,1,2,4,2,1,2,3,2,3,1,3,4,2,1,6,1,4,1,1,368
6/27/2025 12:23,6/27/2025 12:26,100,215,1,6/27/2025 12:26,4,1,2,2,1,2,2,4,40,1,1,3,1,2,3,3,4,4,3,4,5,1,2,5,2,3,1,2,371
6/27/2025 13:14,6/27/2025 13:22,100,434,1,6/27/2025 13:22,4,1,2,2,2,2,2,6,45,5,1,4,3,2,2,3,5,5,2,1,2,1,2,4,1,1,1,1,373
6/27/2025 11:55,6/27/2025 12:00,100,281,1,6/27/2025 12:00,5,1,2,2,1,2,2,5,40,3,2,4,2,1,2,3,5,5,2,1,2,3,3,2,2,2,1,1,374
6/27/2025 12:38,6/27/2025 12:45,100,392,1,6/27/2025 12:45,2,1,2,2,1,2,2,6,50,4,2,3,1,2,1,3,5,4,3,4,3,1,2,6,3,2,1,1,375
6/27/2025 18:54,6/27/2025 19:03,100,532,1,6/27/2025 19:03,1,2,2,1,1,2,2,5,45,4,2,5,3,2,1,3,3,2,5,1,2,2,3,3,3,1,1,1,376
6/27/2025 11:56,6/27/2025 12:01,100,257,1,6/27/2025 12:01,4,1,2,2,1,2,2,4,50,4,2,4,1,2,2,3,5,5,2,2,1,2,2,5,2,4,1,1,378
6/27/2025 13:57,6/27/2025 14:01,100,212,1,6/27/2025 14:01,2,1,1,1,1,2,2,1,16,6,2,4,3,3,3,3,3,1,4,3,1,3,1,5,3,3,1,2,379
6/27/2025 19:26,6/27/2025 19:32,100,341,1,6/27/2025 19:32,3,3,2,2,1,2,2,3,24,5,2,4,1,1,2,3,3,1,4,3,4,1,2,2,3,5,1,2,380
6/27/2025 21:03,6/27/2025 21:08,100,291,1,6/27/2025 21:08,2,1,2,2,1,2,3,4,30,3,2,2,3,2,3,3,5,4,2,3,2,2,2,3,1,2,1,1,381
6/30/2025 9:49,6/30/2025 9:58,100,573,1,6/30/2025 9:58,5,1,2,2,3,2,3,7,10,5,2,4,3,3,3,3,3,3,5,3,1,2,3,1,1,1,1,1,382
6/27/2025 12:01,6/27/2025 12:07,100,323,1,6/27/2025 12:07,2,1,2,2,3,2,1,6,10,5,2,4,2,2,2,3,4,4,3,1,3,2,3,1,2,3,1,1,384
6/28/2025 20:05,6/28/2025 20:11,100,380,1,6/28/2025 20:11,5,1,2,2,1,2,2,5,60,6,3,4,2,2,3,3,1,3,4,5,5,2,1,2,2,3,1,2,385
6/27/2025 11:54,6/27/2025 11:59,100,329,1,6/27/2025 11:59,4,1,1,2,1,1,2,4,30,4,3,3,3,2,2,3,4,5,2,1,2,2,2,4,3,5,1,1,386
6/27/2025 11:55,6/27/2025 12:01,100,379,1,6/27/2025 12:01,4,1,2,2,1,2,1,6,7,6,2,5,3,2,1,3,3,3,3,3,4,2,2,2,2,1,1,1,388
6/27/2025 12:24,6/27/2025 12:29,100,268,1,6/27/2025 12:29,4,1,2,2,3,2,2,6,20,1,2,4,1,2,2,3,4,4,3,3,2,1,2,5,3,4,1,1,389
6/28/2025 7:17,6/28/2025 7:26,100,528,1,6/28/2025 7:26,3,2,2,2,3,2,3,5,12,1,2,4,2,2,3,3,2,2,3,4,4,1,2,5,2,2,1,2,390
6/27/2025 11:49,6/27/2025 12:01,100,669,1,6/27/2025 12:01,1,2,1,2,1,1,2,5,7,3,2,4,2,1,3,3,5,2,4,5,4,1,2,2,2,4,1,2,391
6/27/2025 21:32,6/27/2025 21:38,100,373,1,6/27/2025 21:38,2,1,2,1,1,2,2,6,56,4,1,4,3,3,3,3,4,5,2,2,3,2,2,5,3,5,3,4,392
6/27/2025 12:16,6/27/2025 12:57,100,2460,1,6/27/2025 12:57,1,2,1,1,1,2,2,2,25,1,2,5,2,2,2,3,5,5,2,1,3,2,1,3,1,3,1,1,393
6/27/2025 11:53,6/27/2025 12:17,100,1415,1,6/27/2025 12:17,2,2,2,2,1,2,1,6,60,5,2,3,2,2,2,3,4,4,2,1,2,2,1,2,2,3,1,1,394
6/27/2025 12:03,6/27/2025 12:07,100,253,1,6/27/2025 12:07,4,2,2,2,1,2,1,6,21,5,1,4,1,3,2,3,5,5,1,1,1,1,2,2,1,1,1,1,396
6/27/2025 11:55,6/27/2025 12:02,100,416,1,6/27/2025 12:02,4,1,1,2,3,2,1,5,21,4,1,4,1,1,2,3,3,4,2,1,1,1,2,2,3,2,1,1,397
6/27/2025 13:24,6/27/2025 13:29,100,291,1,6/27/2025 13:29,5,1,2,2,1,2,3,4,6,3,2,3,2,3,2,3,5,4,1,1,1,2,3,5,1,3,1,1,399
6/27/2025 14:23,6/27/2025 14:53,100,1810,1,6/27/2025 14:53,4,2,2,2,2,2,2,6,10,5,3,4,1,2,3,3,5,4,5,4,2,1,2,5,2,5,2,4,402
6/27/2025 12:24,6/27/2025 12:33,100,547,1,6/27/2025 12:33,4,1,2,2,1,2,2,6,30,1,2,4,2,2,2,3,5,5,1,1,1,2,2,4,2,5,1,1,403
6/28/2025 13:20,6/28/2025 13:30,100,585,1,6/28/2025 13:30,2,1,2,2,1,2,2,6,12,4,2,4,2,3,3,3,5,4,4,5,5,1,1,2,2,3,1,2,404
6/27/2025 12:02,6/27/2025 12:08,100,352,1,6/27/2025 12:08,4,1,2,2,1,2,2,5,10,1,2,4,3,3,3,3,2,2,4,1,1,2,2,5,2,1,1,1,407
6/27/2025 12:18,6/27/2025 12:27,100,578,1,6/27/2025 12:27,2,1,2,2,1,2,2,4,30,4,2,3,3,2,2,3,5,5,2,2,2,2,3,5,1,3,1,2,409
6/27/2025 15:37,6/27/2025 15:40,100,177,1,6/27/2025 15:40,1,2,2,2,1,2,1,5,20,1,1,4,2,2,2,3,4,4,2,2,2,2,3,5,3,2,1,1,410
6/27/2025 12:00,6/27/2025 12:23,100,1355,1,6/27/2025 12:23,2,1,2,2,1,2,2,4,25,4,2,3,3,2,2,3,5,5,2,2,2,2,3,5,1,3,1,2,411
6/27/2025 12:44,6/27/2025 12:49,100,297,1,6/27/2025 12:49,2,2,2,2,1,2,2,6,56,3,3,4,2,3,3,3,5,1,2,3,4,1,1,2,1,2,2,4,413
6/27/2025 12:18,6/27/2025 12:22,100,260,1,6/27/2025 12:22,3,1,2,2,3,2,3,5,7,4,1,4,3,3,2,3,3,4,5,2,1,2,2,2,2,6,1,1,415
6/27/2025 15:28,6/27/2025 15:37,100,532,1,6/27/2025 15:37,3,2,2,2,1,2,2,5,12,4,2,3,3,2,2,3,3,3,3,3,2,2,3,5,2,3,1,1,417
6/27/2025 12:45,6/27/2025 12:59,100,788,1,6/27/2025 12:59,1,1,1,2,1,2,2,6,9,4,1,4,2,2,1,3,5,5,1,3,2,1,3,6,2,5,1,2,418
6/27/2025 12:03,6/27/2025 12:09,100,320,1,6/27/2025 12:09,2,1,2,1,1,1,2,1,40,4,2,2,3,2,3,3,2,3,2,3,3,2,3,6,2,2,1,1,419
6/27/2025 15:23,6/27/2025 15:29,100,336,1,6/27/2025 15:29,3,1,2,2,1,2,1,7,11,3,2,4,3,2,2,3,5,5,3,3,2,2,3,5,3,5,1,1,420
6/27/2025 13:12,6/27/2025 13:33,100,1261,1,6/27/2025 13:33,4,2,2,2,4,2,2,7,14,1,3,3,3,2,2,3,3,3,5,3,3,1,3,4,1,3,1,2,421
6/27/2025 11:56,6/27/2025 12:25,100,1726,1,6/27/2025 12:25,5,2,1,2,1,2,1,6,15,1,1,4,3,1,1,3,4,4,2,3,2,1,2,5,2,3,1,2,423
6/27/2025 12:37,6/27/2025 12:45,100,503,1,6/27/2025 12:45,1,1,2,2,1,2,1,5,40,3,2,4,1,1,2,3,5,5,3,2,1,2,2,4,2,1,1,1,424
6/30/2025 10:57,6/30/2025 11:04,100,417,1,6/30/2025 11:04,2,1,1,2,1,2,2,5,45,5,3,4,3,3,2,3,3,2,2,4,2,2,2,1,2,3,1,1,427
6/27/2025 11:54,6/27/2025 11:59,100,276,1,6/27/2025 11:59,4,2,2,2,1,2,2,6,25,5,2,3,1,2,2,3,5,5,2,1,2,2,2,6,1,2,1,1,429
6/27/2025 17:59,6/27/2025 18:05,100,334,1,6/27/2025 18:05,2,1,2,2,1,2,2,7,30,4,3,3,3,2,3,3,3,4,4,4,2,2,3,4,2,2,1,4,432
6/27/2025 12:38,6/27/2025 12:46,100,437,1,6/27/2025 12:46,4,2,2,2,1,2,2,4,12,1,2,3,2,2,3,3,3,4,4,3,2,2,3,2,3,2,1,2,433
6/27/2025 11:51,6/27/2025 11:58,100,449,1,6/27/2025 11:58,3,2,2,2,1,2,2,4,20,5,3,2,3,2,2,3,5,4,3,2,1,2,3,6,1,5,1,1,434
6/27/2025 12:00,6/27/2025 12:05,100,294,1,6/27/2025 12:05,2,2,2,2,1,2,2,6,20,5,2,4,2,2,3,3,5,1,4,5,5,1,1,2,3,3,1,2,435
6/27/2025 11:53,6/27/2025 12:00,100,415,1,6/27/2025 12:00,3,1,2,2,1,2,2,4,20,5,2,3,1,2,1,3,5,5,5,1,1,2,2,3,2,3,1,1,437
6/27/2025 21:21,6/27/2025 21:25,100,247,1,6/27/2025 21:25,4,1,2,2,1,2,2,4,12,5,2,3,2,2,2,3,4,2,3,3,3,2,2,1,2,2,1,1,438
6/27/2025 16:33,6/27/2025 16:40,100,454,1,6/27/2025 16:40,2,1,3,2,1,1,2,7,25,5,2,4,2,2,3,3,2,3,4,4,2,1,1,2,2,5,1,2,439
6/27/2025 13:07,6/27/2025 13:23,100,928,1,6/27/2025 13:23,2,1,1,2,1,2,2,5,40,5,2,3,2,2,3,3,4,4,3,3,4,3,1,5,3,4,1,2,441
6/27/2025 11:50,6/27/2025 11:56,100,360,1,6/27/2025 11:56,4,1,2,2,4,2,3,4,20,4,3,5,3,3,3,3,3,3,3,3,3,2,3,4,1,2,1,3,442
6/27/2025 14:33,6/27/2025 14:40,100,392,1,6/27/2025 14:40,1,1,1,2,1,2,2,5,56,6,3,4,3,2,2,3,5,5,1,1,1,3,3,2,1,5,1,1,443
6/27/2025 11:55,6/27/2025 12:06,100,639,1,6/27/2025 12:06,3,2,1,2,1,2,2,5,4,4,2,5,2,2,2,3,5,5,2,1,2,2,3,5,2,4,2,4,444
6/27/2025 12:27,6/27/2025 12:34,100,392,1,6/27/2025 12:34,5,1,2,1,1,2,1,5,18,5,2,4,3,2,3,3,4,2,4,3,1,1,3,4,2,1,1,2,445
6/27/2025 14:04,6/27/2025 14:14,100,617,1,6/27/2025 14:14,3,2,2,2,2,2,3,6,30,1,2,4,3,2,2,3,3,5,3,1,2,2,3,2,3,3,1,1,446
6/27/2025 11:56,6/27/2025 12:00,100,257,1,6/27/2025 12:00,2,1,2,2,1,2,1,6,40,5,3,3,1,1,2,3,4,4,4,4,5,1,2,5,2,2,2,4,447
6/27/2025 13:02,6/27/2025 13:06,100,266,1,6/27/2025 13:06,2,1,2,2,3,2,1,6,35,5,1,4,2,2,2,3,3,5,2,2,2,2,3,2,3,4,1,1,449
6/27/2025 22:26,6/27/2025 22:41,100,902,1,6/27/2025 22:41,4,1,2,2,1,2,3,4,15,3,3,2,2,2,2,3,3,5,5,1,2,4,1,2,1,1,1,1,450
6/27/2025 12:22,6/27/2025 12:28,100,322,1,6/27/2025 12:28,3,1,2,2,1,2,1,6,18,6,2,3,3,2,2,3,5,5,2,1,3,3,3,2,1,1,1,1,451
6/27/2025 12:19,6/27/2025 12:39,100,1185,1,6/27/2025 12:39,1,1,1,2,1,1,2,6,10,2,1,4,1,2,3,3,3,4,3,2,5,1,3,5,1,2,1,2,452
6/30/2025 10:43,6/30/2025 10:50,100,393,1,6/30/2025 10:50,4,1,2,2,2,1,3,5,12,1,3,3,3,2,2,3,3,5,4,1,5,2,2,2,2,1,1,3,455
6/27/2025 18:35,6/27/2025 18:41,100,351,1,6/27/2025 18:41,2,1,2,2,1,2,2,5,12,1,2,3,3,3,2,3,5,3,4,3,5,2,3,2,3,5,1,1,456
6/27/2025 12:08,6/27/2025 12:16,100,463,1,6/27/2025 12:16,1,1,2,2,3,2,3,6,10,4,2,4,3,2,3,3,5,5,4,3,6,1,3,2,2,2,1,2,457
6/27/2025 14:31,6/27/2025 14:38,100,396,1,6/27/2025 14:38,3,2,1,2,1,2,3,4,32,1,3,3,2,2,2,3,3,3,2,2,1,2,3,6,2,4,1,5,458
6/27/2025 20:14,6/27/2025 20:26,100,714,1,6/27/2025 20:26,2,1,1,2,1,2,3,4,22,4,2,4,3,3,2,3,5,5,2,1,1,2,3,2,2,3,1,1,459
6/27/2025 11:58,6/27/2025 12:02,100,240,1,6/27/2025 12:02,3,2,2,2,1,2,1,4,30,5,1,4,3,3,3,3,4,4,3,2,2,3,2,2,2,4,1,1,460
6/27/2025 16:12,6/27/2025 16:18,100,366,1,6/27/2025 16:18,5,1,2,2,3,2,2,7,20,3,3,4,3,2,3,3,2,2,4,3,3,1,2,2,2,2,1,2,462
6/27/2025 12:03,6/27/2025 12:26,100,1330,1,6/27/2025 12:26,5,2,2,1,2,2,2,5,60,1,3,5,3,3,2,3,5,5,2,2,2,1,2,1,2,2,1,1,464
6/27/2025 13:23,6/27/2025 13:33,100,591,1,6/27/2025 13:33,3,1,2,2,1,2,2,5,60,4,2,3,3,3,2,3,4,5,3,1,1,2,3,3,1,3,1,1,466
6/27/2025 12:09,6/27/2025 12:14,100,318,1,6/27/2025 12:14,3,1,2,2,1,2,2,5,21,1,2,4,2,2,3,3,5,3,4,4,3,1,1,2,3,3,1,2,468
6/27/2025 13:32,6/27/2025 13:41,100,503,1,6/27/2025 13:41,3,1,2,2,1,2,3,4,30,5,3,2,3,3,3,3,2,3,5,3,4,1,3,3,2,2,1,2,472
6/27/2025 11:59,6/27/2025 12:10,100,646,1,6/27/2025 12:10,3,2,2,2,1,2,3,6,50,4,2,2,2,3,3,3,4,3,3,1,1,2,3,3,2,3,1,1,475
6/27/2025 13:38,6/27/2025 13:42,100,272,1,6/27/2025 13:42,2,2,2,2,1,2,2,6,70,5,2,5,3,3,3,3,5,2,4,2,4,1,3,3,1,2,1,1,476
6/27/2025 11:55,6/27/2025 12:02,100,418,1,6/27/2025 12:02,4,1,2,2,1,2,3,4,15,4,2,4,1,1,3,3,4,4,4,5,5,2,2,1,3,2,1,2,477
6/27/2025 12:13,6/27/2025 12:42,100,1688,1,6/27/2025 12:42,5,1,1,2,3,2,1,6,20,1,1,5,3,1,1,3,4,3,5,3,2,1,4,5,1,3,1,2,479
6/27/2025 11:55,6/27/2025 12:03,100,454,1,6/27/2025 12:03,5,1,1,2,1,2,3,6,25,4,3,4,3,3,3,3,4,2,5,2,4,1,3,2,3,4,1,2,480
6/27/2025 14:29,6/27/2025 14:34,100,264,1,6/27/2025 14:34,4,1,2,2,1,2,3,6,20,4,2,5,3,2,3,3,4,3,3,3,3,2,3,2,3,2,2,4,481
6/27/2025 11:58,6/27/2025 12:04,100,335,1,6/27/2025 12:04,1,1,1,2,1,2,2,4,1,4,2,3,3,3,3,3,2,3,2,4,2,2,3,5,3,2,1,1,482
6/27/2025 12:39,6/27/2025 12:43,100,225,1,6/27/2025 12:43,3,1,1,2,1,2,2,6,10,1,1,3,1,2,3,3,1,2,4,4,2,1,2,5,3,1,2,4,483
6/27/2025 11:53,6/27/2025 11:57,100,221,1,6/27/2025 11:57,4,1,1,2,1,2,3,5,30,1,3,4,3,2,2,3,5,5,2,1,1,2,2,6,1,3,1,1,485
6/27/2025 12:01,6/27/2025 12:06,100,309,1,6/27/2025 12:06,4,2,1,2,1,1,2,5,30,1,1,3,1,3,2,3,5,5,2,2,4,2,2,5,2,2,1,1,486
6/28/2025 17:01,6/28/2025 17:07,100,370,1,6/28/2025 17:07,2,2,1,1,1,2,2,4,24,2,3,3,2,2,3,3,4,3,5,1,5,2,1,3,4,6,2,4,487
6/27/2025 12:20,6/27/2025 12:25,100,300,1,6/27/2025 12:25,3,1,2,2,1,2,2,7,20,5,3,3,3,2,3,3,2,2,4,4,5,1,3,4,2,2,1,2,488
6/28/2025 10:26,6/28/2025 10:34,100,497,1,6/28/2025 10:34,4,1,2,2,1,2,3,5,20,4,3,3,2,3,3,3,3,1,3,3,2,2,3,3,2,2,1,2,490
6/27/2025 15:58,6/27/2025 16:07,100,539,1,6/27/2025 16:07,3,1,2,2,2,2,3,5,14,3,2,4,2,2,3,3,4,2,4,3,4,1,2,2,2,2,2,2,492
6/27/2025 15:45,6/27/2025 15:51,100,342,1,6/27/2025 15:51,4,1,2,2,2,1,2,6,6,5,1,4,3,2,2,3,4,5,2,3,2,2,2,1,1,4,1,1,495
6/27/2025 12:05,6/27/2025 12:15,100,570,1,6/27/2025 12:15,1,1,1,2,1,1,1,6,50,1,1,4,2,2,2,3,1,5,1,1,1,1,1,5,1,5,1,1,496
6/27/2025 11:59,6/27/2025 12:08,100,538,1,6/27/2025 12:08,1,1,2,2,1,1,2,5,20,2,2,4,2,2,2,3,3,5,5,4,3,1,3,5,1,4,1,1,497
6/27/2025 12:24,6/27/2025 12:31,100,393,1,6/27/2025 12:31,5,1,2,2,3,1,3,5,40,5,3,4,2,2,2,3,4,4,3,3,3,3,3,2,1,3,2,4,498
6/27/2025 11:43,6/27/2025 11:48,100,302,1,6/27/2025 11:48,1,1,1,2,1,2,2,6,30,5,2,4,1,2,3,3,5,5,2,2,3,2,2,1,2,3,1,1,499
6/29/2025 12:26,6/29/2025 12:33,100,390,1,6/29/2025 12:33,2,1,2,2,1,2,1,6,40,4,3,3,3,3,3,3,5,5,1,1,2,3,3,3,1,5,1,1,500
6/27/2025 12:03,6/27/2025 12:07,100,253,1,6/27/2025 12:07,3,1,2,2,2,2,2,6,40,6,3,4,3,2,3,3,1,1,2,2,4,2,2,5,2,2,2,4,502
6/27/2025 12:15,6/27/2025 12:39,100,1458,1,6/27/2025 12:39,3,1,2,2,1,2,2,6,160,7,3,4,2,2,1,3,4,4,2,3,3,1,2,2,2,2,1,1,503
6/27/2025 12:54,6/27/2025 13:02,100,427,1,6/27/2025 13:02,2,2,1,2,1,2,1,7,105,5,3,5,2,3,2,3,3,4,2,1,5,3,3,2,3,3,2,4,504
6/28/2025 13:03,6/28/2025 13:10,100,406,1,6/28/2025 13:10,5,1,1,2,1,2,2,5,10,1,3,4,2,3,2,3,5,4,3,2,1,2,3,6,3,5,1,1,505
6/27/2025 11:50,6/27/2025 11:55,100,285,1,6/27/2025 11:55,3,1,1,2,1,1,1,6,6,6,1,4,2,2,3,3,4,2,3,5,4,1,1,6,1,2,1,2,506
6/27/2025 11:58,6/27/2025 12:20,100,1319,1,6/27/2025 12:20,2,2,2,2,1,2,2,5,5,1,2,3,2,2,2,3,2,4,1,3,2,2,3,5,3,3,1,2,507
6/27/2025 14:23,6/27/2025 14:45,100,1341,1,6/27/2025 14:45,1,1,2,2,1,2,2,5,15,1,1,4,2,2,2,3,2,4,3,4,2,2,3,6,1,4,1,2,510
6/27/2025 11:50,6/27/2025 11:56,100,366,1,6/27/2025 11:56,1,2,2,2,1,2,2,6,14,1,1,4,3,2,2,3,5,5,3,4,3,1,2,6,2,1,1,1,515
6/27/2025 16:22,6/27/2025 16:55,100,1992,1,6/27/2025 16:55,1,2,2,1,2,2,2,6,95,5,3,4,2,3,3,3,5,4,4,2,4,3,1,1,1,1,1,3,517
6/27/2025 12:08,6/27/2025 12:19,100,702,1,6/27/2025 12:19,4,2,2,2,1,2,1,4,21,4,1,3,1,2,2,3,4,4,3,3,2,1,2,2,2,2,1,1,518
6/27/2025 12:27,6/27/2025 12:40,100,756,1,6/27/2025 12:40,2,1,2,2,1,2,1,5,15,1,1,3,2,2,3,3,4,4,4,2,2,1,3,5,2,2,1,2,519
6/27/2025 16:06,6/27/2025 16:12,100,371,1,6/27/2025 16:12,2,1,2,2,1,2,3,5,21,1,2,5,3,3,1,3,5,4,5,2,4,2,4,6,3,3,1,1,521
6/27/2025 12:30,6/27/2025 12:35,100,273,1,6/27/2025 12:35,4,1,2,2,1,1,2,6,9,5,2,4,2,3,2,3,5,5,2,2,3,1,3,6,3,6,1,1,522
6/27/2025 17:29,6/27/2025 17:40,100,642,1,6/27/2025 17:40,1,1,2,2,1,2,2,5,28,1,2,4,1,2,3,3,5,3,5,2,2,1,1,5,2,4,1,1,523
6/27/2025 13:28,6/27/2025 13:35,100,426,1,6/27/2025 13:35,2,2,2,2,3,2,4,6,20,5,3,4,1,2,2,3,3,4,2,1,1,3,2,6,2,2,1,1,524
6/27/2025 12:01,6/27/2025 12:06,100,291,1,6/27/2025 12:06,4,1,2,2,1,2,2,5,20,5,2,4,3,2,2,3,4,4,2,2,2,1,2,5,2,3,1,1,525
6/27/2025 11:51,6/27/2025 11:58,100,370,1,6/27/2025 11:58,4,1,2,2,3,2,1,5,30,5,2,4,3,3,3,3,2,3,4,3,1,1,3,2,3,2,1,2,527
6/30/2025 10:12,6/30/2025 10:21,100,540,1,6/30/2025 10:21,2,1,1,2,3,2,2,4,42,5,2,4,2,2,2,3,4,4,3,3,1,1,2,3,2,3,1,1,530
6/27/2025 16:08,6/27/2025 16:12,100,257,1,6/27/2025 16:12,2,1,2,2,1,2,3,4,30,5,2,4,1,1,1,3,5,5,1,3,2,2,2,5,3,5,1,1,532
6/27/2025 13:52,6/27/2025 14:00,100,497,1,6/27/2025 14:00,3,1,2,2,1,2,1,5,15,5,3,4,1,1,2,3,5,4,2,2,2,1,2,5,3,2,1,2,534
6/27/2025 12:02,6/27/2025 12:12,100,560,1,6/27/2025 12:12,1,2,1,2,1,2,3,4,90,4,2,3,1,3,2,3,4,4,1,1,2,1,3,5,3,5,1,1,535
6/27/2025 19:44,6/27/2025 20:03,100,1156,1,6/27/2025 20:03,2,1,2,2,1,2,3,6,56,4,3,4,1,2,3,3,2,1,4,5,5,1,1,1,3,5,1,2,536
6/27/2025 11:59,6/27/2025 12:02,100,180,1,6/27/2025 12:02,3,2,2,2,1,2,3,4,15,5,3,4,1,3,3,3,5,5,1,1,2,3,2,2,1,5,1,3,537
6/27/2025 12:08,6/27/2025 12:19,100,639,1,6/27/2025 12:19,1,2,2,2,3,2,2,3,50,1,3,5,2,2,2,3,3,4,3,3,4,2,3,5,2,3,2,4,540
6/27/2025 14:00,6/27/2025 14:05,100,281,1,6/27/2025 14:05,2,1,1,2,1,2,1,6,32,5,2,4,3,2,2,3,5,4,2,2,2,3,3,2,2,2,1,1,541
6/27/2025 14:07,6/27/2025 14:10,100,159,1,6/27/2025 14:10,3,1,2,2,1,2,2,2,20,3,3,3,2,3,3,3,2,4,4,2,5,3,3,2,2,2,1,1,542
6/28/2025 11:58,6/28/2025 12:06,100,495,1,6/28/2025 12:06,1,1,2,2,1,2,2,5,50,1,2,4,3,2,4,3,5,2,4,3,4,1,3,3,1,2,1,4,543
6/29/2025 12:36,6/29/2025 12:45,100,531,1,6/29/2025 12:45,5,1,2,2,1,2,2,6,30,1,2,4,2,3,3,3,5,5,1,2,3,1,3,2,2,3,1,1,545
6/27/2025 12:40,6/27/2025 12:52,100,713,1,6/27/2025 12:52,3,1,2,2,1,2,2,3,39,5,2,4,2,2,3,3,2,3,4,5,5,1,1,2,2,1,1,2,548
6/29/2025 14:51,6/29/2025 14:56,100,292,1,6/29/2025 14:56,1,2,1,2,1,2,2,4,60,1,3,2,2,2,3,3,4,3,2,1,3,2,3,2,2,3,1,1,551
6/27/2025 13:30,6/27/2025 13:35,100,268,1,6/27/2025 13:35,3,1,2,2,2,2,3,5,85,4,3,4,2,3,2,3,5,5,5,1,3,3,3,3,2,5,1,1,552
6/27/2025 11:58,6/27/2025 12:07,100,588,1,6/27/2025 12:07,4,2,2,2,1,2,3,4,50,4,2,3,2,2,1,3,4,4,1,3,3,1,1,1,1,5,1,1,554
6/27/2025 13:42,6/27/2025 13:52,100,558,1,6/27/2025 13:52,4,2,2,2,2,2,3,5,40,1,3,5,2,2,3,3,3,3,1,3,2,1,3,2,1,2,2,4,555
6/27/2025 11:53,6/27/2025 12:03,100,594,1,6/27/2025 12:03,1,2,2,2,2,2,3,5,40,1,3,5,2,3,3,3,5,5,5,1,6,4,3,1,2,6,2,4,556
6/27/2025 14:02,6/27/2025 14:06,100,257,1,6/27/2025 14:06,3,2,2,2,1,2,3,5,40,6,3,4,2,1,2,3,5,3,5,3,3,2,2,5,3,5,2,4,557
6/27/2025 15:39,6/27/2025 15:44,100,267,1,6/27/2025 15:44,1,1,2,2,1,2,2,5,30,4,3,3,1,3,2,3,5,5,2,1,1,2,3,6,1,6,1,1,559
6/27/2025 11:50,6/27/2025 11:56,100,378,1,6/27/2025 11:56,3,1,2,2,3,2,3,6,7,4,1,4,3,2,2,3,4,5,4,2,1,2,2,2,3,4,1,1,562
6/27/2025 11:42,6/27/2025 11:48,100,316,1,6/27/2025 11:48,2,1,2,2,1,2,1,5,15,5,2,4,3,3,3,3,3,4,5,4,2,2,3,5,1,2,1,1,564
6/27/2025 12:50,6/27/2025 13:13,100,1369,1,6/27/2025 13:13,2,2,2,2,2,2,2,5,15,3,3,3,3,3,2,3,4,3,5,3,4,1,1,2,2,4,2,4,566
6/27/2025 12:02,6/27/2025 12:09,100,458,1,6/27/2025 12:09,2,2,2,2,1,2,3,5,20,3,2,3,1,2,3,3,2,3,3,5,3,1,2,5,3,4,1,2,569
6/27/2025 13:02,6/27/2025 13:11,100,524,1,6/27/2025 13:11,2,1,2,2,2,2,3,6,45,4,2,4,1,3,1,3,3,4,2,2,2,2,2,3,2,3,1,1,570
6/27/2025 11:51,6/27/2025 11:54,100,213,1,6/27/2025 11:54,1,1,1,2,1,2,2,5,70,5,2,4,3,2,1,3,5,5,2,2,2,3,2,5,2,2,1,1,573
6/27/2025 21:56,6/27/2025 22:06,100,620,1,6/27/2025 22:06,1,2,2,2,3,2,2,4,40,5,3,4,3,2,3,3,2,2,4,5,4,2,3,4,2,4,1,2,575
6/27/2025 13:00,6/27/2025 13:33,100,1978,1,6/27/2025 13:33,4,4,2,2,2,2,3,6,1,5,3,5,2,3,2,3,3,1,3,5,3,2,1,2,2,1,2,4,577
6/27/2025 15:57,6/27/2025 16:06,100,555,1,6/27/2025 16:06,2,2,2,2,1,2,3,5,60,4,3,3,3,3,2,3,5,5,2,2,1,3,1,6,2,5,1,1,579
6/27/2025 12:08,6/27/2025 12:30,100,1307,1,6/27/2025 12:30,3,1,1,2,1,2,2,4,45,3,2,4,1,1,2,3,2,4,3,1,2,1,1,4,1,4,1,2,581
6/27/2025 12:06,6/27/2025 12:26,100,1210,1,6/27/2025 12:26,4,1,2,2,1,2,2,6,40,4,3,5,1,3,2,3,4,4,3,3,4,3,2,2,2,1,1,1,582
6/27/2025 12:06,6/27/2025 12:14,100,482,1,6/27/2025 12:14,3,2,2,2,4,2,3,5,30,3,2,4,1,1,2,3,3,4,3,2,2,2,2,3,3,2,1,2,583
