StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,consent non_twins,consent twins,Q57,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,attitude_1,argument,new_att_1,i1_1,i1_2,i2_1,i2_2,i3_1,i3_2,a1_1,a2_1,a3_1,side1,side2,side3,side 2,absurd_1,absurd_2,absurd_3,s_1,s_2,s_3,FL_42_DO_FL_29,FL_42_DO_FL_43,FL_6_DO_FL_7,FL_6_DO_FL_8,FL_15_DO_FL_16,FL_15_DO_FL_17,FL_12_DO_FL_13,FL_12_DO_FL_14,FL_50_DO_FL_51,FL_50_DO_FL_52,FL_59_DO_FL_60,FL_59_DO_FL_61,FL_56_DO_FL_57,FL_56_DO_FL_58,Imagine1_DO_i1_2,Imagine1_DO_Q9,Imagine1_DO_Q8,Imagine1_DO_i1_1,Imagine2_DO_i2_2,Imagine2_DO_i2_1,Imagine2_DO_Q12,Imagine2_DO_Q11,Imagine3_DO_i3_1,Imagine3_DO_Q18,Imagine3_DO_Q17,Imagine3_DO_i3_2,TWIN_ID,
6/4/2025 16:41,6/4/2025 16:46,100,311,1,6/4/2025 16:46,4,,I will not use AI to answer this survey,0,0,15.197,0,51,"I think that having a universal income to al could make many not want to work. This could lead to robberies, murder etc. ",51,4,4,1,4,2,1,4,1,1,a bad idea,opposes,against,,B,A,A,test,control,control,,,,1,1,,1,,,1,1,,1,,2,,1,3,3,2,1,,2,1,,3,980,
6/5/2025 14:13,6/5/2025 14:17,100,220,1,6/5/2025 14:17,4,,I will not use AI to answer this survey,0,0,18.255,0,58,"I think that the focus should be more on skill training, education and job training than for just providing handouts. Simply providing with no stipulations ""hand-outs"" does not incentivize someone to try to get themselves out of this need or to create independence from this system. Why work if I can get what I need for free from the governement?",55,5,6,3,5,2,2,4,4,4,a bad idea,opposes,against,,B,B,B,control,control,test,,,,1,,1,,1,1,,1,,,1,2,1,,3,3,2,1,,3,,1,2,982,
6/4/2025 17:18,6/4/2025 17:28,100,626,1,6/4/2025 17:28,4,,I will not use AI to answer this survey,0,0,127.759,0,87,One compelling argument against universal basic income is that the high cost of providing it to everyone could lead to unsustainable tax increases or cuts to vital public services.,85,6,6,1,6,6,6,6,6,6,a bad idea,opposes,against,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,3,1,,2,2,3,,1,3,1,,2,983,
6/4/2025 17:44,6/4/2025 17:47,100,165,1,6/4/2025 17:47,4,,I will not use AI to answer this survey,0,0,11.976,0,100,"It's unfair for people who don't work to receive benefits, such as UBI. It will encourage people not to work and just to spend the money on drugs and alcohol and cigarettes and prostitutes.",100,5,2,5,5,4,1,5,6,7,a bad idea,opposes,against,,A,A,A,control,test,test,,,1,,1,,1,,1,,,1,,1,3,1,,2,2,3,,1,2,,1,3,984,
6/5/2025 2:07,6/5/2025 2:11,100,245,1,6/5/2025 2:11,4,,I will not use AI to answer this survey.,0,0,46.444,0,76,"Depending on the amount, individuals may not be motivated to find a job. UBI might lead to an increase in taxes.",74,6,6,1,7,2,2,6,5,6,a bad idea,opposes,against,,B,B,B,control,control,control,,,,1,,1,,1,1,,1,,1,,2,1,,3,2,3,1,,3,1,,2,989,
6/4/2025 16:41,6/4/2025 16:44,100,216,1,6/4/2025 16:44,4,,I will not use AI to answer this survey,0,0,11.528,0,100,A universal basic income might encourage people not to work. It could result in less people working and thus hurt the economy and even crucial resources. A universal basic income might not be sustainable long-term. ,100,2,1,7,2,2,4,1,1,2,a bad idea,opposes,against,,A,B,B,test,test,test,,,1,,,1,,1,,1,,1,,1,3,,1,2,3,2,,1,2,,1,3,990,
6/6/2025 2:12,6/6/2025 2:16,100,251,1,6/6/2025 2:16,4,,I will not use AI to answer this survey,0,0,21.489,0,100,"people have a need to work, and many people, especially males, equate their own person value with the work they do. Therefore, a basic system of UBI without job incentives would probably fail. People should always have the ability to contribute to society and pursue upward mobility.",100,5,6,6,5,2,2,1,3,3,a bad idea,opposes,against,,A,B,A,control,test,test,,,1,,,1,1,,1,,,1,,1,2,1,,3,2,3,,1,2,,1,3,993,
6/4/2025 21:26,6/4/2025 21:33,100,430,1,6/4/2025 21:33,4,,I will not use AI to answer this survey,0,0,24.109,0,0,No citizen would go without basic income because of disability or inability to work. Those with high creative skills would now be freer to pursue their crafts of choice and have greater joy level than when having to work for their livings,0,4,5,3,5,2,2,4,2,4,a good idea,supports,in support,,B,B,B,control,control,test,,,,1,,1,,1,1,,1,,,1,2,1,,3,2,3,1,,3,,1,2,995,
6/5/2025 8:32,6/5/2025 8:35,100,180,1,6/5/2025 8:35,4,,I will not use AI to answer this survey,0,0,8.451,0,30,"If this UBI replaces other social welfare programs, then it might be beneficial. Too many taxes. This is lame. Ask a better question.",29,6,6,1,7,2,4,5,6,7,a good idea,supports,in support,,B,B,B,control,test,control,,,,1,,1,,1,1,,,1,1,,2,1,,3,3,2,,1,3,1,,2,996,
6/5/2025 1:33,6/5/2025 1:40,100,401,1,6/5/2025 1:40,4,,I will not use AI to answer this survey,0,0,7.997,0,77,People might forget that they need to make money. The system might collapse because not enough people would make money.,61,5,5,6,6,3,4,2,7,6,a bad idea,opposes,against,,A,A,A,test,test,test,,,1,,1,,1,,,1,,1,,1,2,,1,3,2,3,,1,3,,1,2,997,
6/5/2025 8:47,6/5/2025 8:50,100,170,1,6/5/2025 8:50,4,,I will not use AI to answer this survey,0,0,7.219,0,65,"Those who receive UBI may be inclined not to prove that they are capable of meaningful work. This harkens back to the old ""welfare state"" arguments when things like food stamps and welfare were first introduced. There are also concerns over whether or not funding for this would be sustainable.",63,7,6,5,5,3,2,5,7,3,a bad idea,opposes,against,,B,A,A,test,test,control,,,,1,1,,1,,,1,,1,1,,2,,1,3,3,2,,1,3,1,,2,998,
6/5/2025 11:59,6/5/2025 12:02,100,196,1,6/5/2025 12:02,4,,I will not use AI to answer this survey,0,0,13.054,0,50,"Universal basic income could be a way for the government to keep everyone at the poverty level. They say its to meet needs, but if everyone relies on it they can set it however they like. It allows too much possibility of manipulation",50,4,1,2,4,1,1,4,4,4,a bad idea,opposes,against,,B,B,A,test,test,test,,1,,1,,1,1,,,1,,1,,1,2,,1,3,3,2,,1,3,,1,2,1000,
6/4/2025 16:55,6/4/2025 16:58,100,228,1,6/4/2025 16:59,4,,I will not use Ai to answer this survey,0,0,16.194,0,30,Universal basic income could help raise the living standards of some people. It would give them the ability to easily afford the basic needs required for living.,20,6,6,4,5,2,1,6,2,4,a good idea,supports,in support,,A,B,B,control,control,test,,,1,,,1,,1,1,,1,,,1,2,1,,3,2,3,1,,3,,1,2,1002,
6/4/2025 17:48,6/4/2025 17:53,100,269,1,6/4/2025 17:53,4,,I will not use AI to answer this survey,0,0,19.759,0,0,"The only positive I can think of is that, IN THEORY, it would give everyone access to basic human needs.",0,5,4,7,2,1,4,4,5,4,a good idea,supports,in support,,A,A,A,test,test,control,,,1,,1,,1,,,1,,1,1,,3,,1,2,2,3,,1,2,1,,3,1003,
6/4/2025 16:34,6/4/2025 16:39,100,298,1,6/4/2025 16:39,4,,I will not use AI to answer this survey,2.981,8.269,13.673,3,100,"A universal basic income would likely just speed up the pace of inflation and increases in cost of living. This could end up doing more harm than good, because some people will justify spending more due to having the UBI to fall back on, but due to rising costs, they will actually put themselves in a worse situation than they were before.",100,4,2,3,5,1,1,1,2,2,a bad idea,opposes,against,,A,B,B,test,control,control,,,1,,,1,,1,,1,1,,1,,2,,1,3,3,2,1,,3,1,,2,1009,
6/4/2025 18:32,6/4/2025 18:37,100,332,1,6/4/2025 18:37,4,,I will not use AI to answer the survey,0,0,11.102,0,0,"It can be good for the extremely poor elderly. Or for extremely poor completely disbled people.
There are really no other reasons for it. This concept is communistic and it does not work.",0,5,4,5,5,1,1,4,5,3,a good idea,supports,in support,,A,A,B,control,test,control,,,1,,1,,,1,1,,,1,1,,3,1,,2,3,2,,1,2,1,,3,1010,
6/5/2025 10:05,6/5/2025 10:08,100,179,1,6/5/2025 10:08,4,,I will not use AI to answer this survey,0,0,17.848,0,73,"A universal basic income could potential be a bad idea due to the fact that some people are able to afford more than others. If everyone received the same amount of money, it wouldn't be beneficial to those who have less disposable income.",42,6,6,2,7,3,5,3,7,2,a bad idea,opposes,against,,B,B,A,control,control,control,,,,1,,1,1,,1,,1,,1,,2,1,,3,2,3,1,,2,1,,3,1011,
6/4/2025 21:53,6/4/2025 21:56,100,207,1,6/4/2025 21:56,4,,I will not use AI to answer this survey,0,0,13.544,0,67,"I think the most common argument against a UBI would be that people might not want to work because of it, as they would be able to live off the UBI alone. This might lead to higher unemployment rates and would be costly to the government/ us as taxpayers.",60,6,6,5,5,3,4,4,5,3,a bad idea,opposes,against,,A,B,A,control,test,test,,,1,,,1,1,,1,,,1,,1,2,1,,3,2,3,,1,3,,1,2,1012,
6/4/2025 20:59,6/4/2025 21:01,100,115,1,6/4/2025 21:01,4,,I will not use AI to answer this survey,0,0,9.767,0,66,Universal basic income could prevent those who need additional income due to financial constraints and other socioeconomic factors from getting the additional assistance they need.,38,6,5,6,3,3,2,3,5,3,a bad idea,opposes,against,,A,B,B,control,test,control,,,1,,,1,,1,1,,,1,1,,2,1,,3,2,3,,1,2,1,,3,1015,
6/4/2025 17:48,6/4/2025 17:56,100,506,1,6/4/2025 17:56,4,,I will not use AI to answer this survey,0,0,24.399,0,30,"Universal basic income can help decrease the gap in social classes, it can also allow people to cover the cost of living without needing to have 2 or more jobs. Kids would benefit from having their parents spend more time with them, instead of having to work so much just to make ends meet. ",100,7,2,4,4,1,1,5,5,6,a good idea,supports,in support,,A,A,A,test,control,control,,,1,,1,,1,,,1,1,,1,,3,,1,2,3,2,1,,2,1,,3,1019,
6/4/2025 19:18,6/4/2025 19:24,100,331,1,6/4/2025 19:24,4,,I will not use AI to answer this survey.,0,0,72.874,0,100,One argument against it is that some people will become completely reliant upon it and therefore choose to no partake in work or educating themselves.  It could also build a reliance on the system.,100,5,5,2,5,3,2,4,4,5,a bad idea,opposes,against,,A,B,B,control,test,test,,,1,,,1,,1,1,,,1,,1,3,1,,2,3,2,,1,3,,1,2,1020,
6/5/2025 14:39,6/5/2025 14:41,100,129,1,6/5/2025 14:41,4,,I will not use AI to answer this survey,0,0,7.981,0,68,"First off, america isn't set up to do this, both culturally or financially. american is built on the priciple that all people have an equal chance at wealth, so  to give it away, goes against the fabric of america",68,4,3,4,3,4,2,3,1,3,a bad idea,opposes,against,,B,A,B,test,control,test,,,,1,1,,,1,,1,1,,,1,2,,1,3,3,2,1,,3,,1,2,1021,
6/6/2025 0:06,6/6/2025 0:10,100,279,1,6/6/2025 0:10,4,,I will not use AI to answer this survey,0,0,34.009,0,84,Every day people's taxes would skyrocket and be much higher. It is not fair to tax people's income much higher and basically take all their paycheck to help strangers.,58,6,4,3,6,1,2,2,6,1,a bad idea,opposes,against,,A,B,B,test,control,control,,,1,,,1,,1,,1,1,,1,,3,,1,2,2,3,1,,2,1,,3,1023,
6/4/2025 17:48,6/4/2025 17:54,100,371,1,6/4/2025 17:54,4,,I will not use AI to answer this survey.,0,0,14.477,0,90,"that it could expand the national debt past the point where it would be sustainable fiscally. Some people say that it would take away people's incentive to work, but I disagree with that view. We would just have to make sure that the money comes from tax increases for the wealthy.",90,5,5,5,5,1,1,1,1,2,a bad idea,opposes,against,,B,B,B,test,test,test,,,,1,,1,,1,,1,,1,,1,2,,1,3,3,2,,1,2,,1,3,1026,
6/4/2025 21:54,6/4/2025 21:57,100,186,1,6/4/2025 21:57,4,,I will not use AI to answer this survey,0,0,35.544,0,100,By adding a universal basic income you open the door to more fraud and abuse. People might lie about how much they make allowing them to get a large portion of income that they otherwise dont deserve taking it away from those who do.,100,5,4,5,3,3,1,2,4,1,a bad idea,opposes,against,,B,A,B,control,test,test,,,,1,1,,,1,1,,,1,,1,2,1,,3,2,3,,1,3,,1,2,1027,
6/6/2025 5:59,6/6/2025 6:12,100,794,1,6/6/2025 6:12,4,,I will not use AI to answer this survey,0,0,57.302,0,62,"Universal basic income could be a bad idea for those accustomed to a certain income level or those on government assistance, such as food stamps. If this program is implemented, it would do away with government programs such as food stamps, which could put low-income families in a really tough position. I see the vision for it; it also has too many cons attached to it. But I like the idea of everyone receiving a set amount to pay for basic necessities regardless of their social and economic status.",50,6,5,3,6,3,3,5,3,2,a bad idea,opposes,against,,B,B,B,test,control,test,,,,1,,1,,1,,1,1,,,1,2,,1,3,2,3,1,,3,,1,2,1029,
6/4/2025 16:43,6/4/2025 16:50,100,380,1,6/4/2025 16:50,4,,I will not use AI to answer this survey,2.692,2.692,5.061,1,58,"UBI doesn't particularly help.  Experience with Alaska's dividend to residents, which is like a form of UBI, shows that Alaskan's don't particularly get ahead or avoid poverty because of it.",56,3,5,3,5,2,2,4,3,6,a bad idea,opposes,against,,B,A,B,control,control,test,,,,1,1,,,1,1,,1,,,1,2,1,,3,2,3,1,,2,,1,3,1031,
6/4/2025 21:30,6/4/2025 21:38,100,499,1,6/4/2025 21:38,4,,I will not use AI to answer this survey,0,0,19.593,0,100,Employment will drop because people are no longer forced to work jobs that they hate under managers that are abusive. This will seriously impact that ability of abusive employers to stay in business. This may also result in some managers loosing their jobs as companies realize that they can no longer allow abusive managers to prevent them from being able to hire quality employees.,100,5,4,2,5,3,1,1,2,1,a bad idea,opposes,against,,B,A,A,control,control,test,,,,1,1,,1,,1,,1,,,1,3,1,,2,3,2,1,,3,,1,2,1033,
6/4/2025 20:47,6/4/2025 20:54,100,426,1,6/4/2025 20:54,4,,"""I will not use AI to answer this survey""",0,0,40.945,0,100,The poor would probably be left behind as usual there income is so low to began with they could not be able to help pay into the system,100,7,4,5,7,7,7,7,7,7,a bad idea,opposes,against,,A,A,A,test,test,control,,,1,,1,,1,,,1,,1,1,,2,,1,3,2,3,,1,2,1,,3,1034,
6/5/2025 17:55,6/5/2025 17:59,100,210,1,6/5/2025 17:59,4,,i will not use AI to answer this survey,0,0,9.854,0,0,"Universal basic income would be greatly beneficial in America. Alot of american already depend on food stamps, medicaid and WIC. It would allow all Americans to have atleast enough to cover essentials for survival.",0,5,3,6,4,2,1,1,2,2,a good idea,supports,in support,,A,B,A,control,test,control,,,1,,,1,1,,1,,,1,1,,3,1,,2,3,2,,1,2,1,,3,1037,
6/4/2025 18:53,6/4/2025 18:56,100,191,1,6/4/2025 18:56,4,,I will not use AI to answer this survey,0,0,7.081,0,75,"It could result in a decrease in productivity from people not working. In addition, it may cause resentment for those who are working and have to support the people who don't work.",75,6,4,3,5,2,1,2,3,3,a bad idea,opposes,against,,A,A,B,test,test,test,,,1,,1,,,1,,1,,1,,1,2,,1,3,2,3,,1,2,,1,3,1038,
6/5/2025 0:50,6/5/2025 0:53,100,161,1,6/5/2025 0:53,4,,I will not use AI to answer this survey,0,0,7.211,0,95,"Universal basic income might result in a reduction of other necessary social programs, and not provide enough to make up the difference. It might also increase prices, allowing businesses and landlords to soak it up. Without some accompanying regulations, UBI could make the situation worse for poor people in this country.",95,4,4,2,6,3,3,4,4,4,a bad idea,opposes,against,,A,A,B,control,test,test,,,1,,1,,,1,1,,,1,,1,2,1,,3,3,2,,1,3,,1,2,1040,
6/5/2025 11:38,6/5/2025 11:42,100,196,1,6/5/2025 11:42,4,,I will not use AI to answer this survey.,0,0,5.845,0,40,I think that a small universal basic income would keep families out of poverty and reduce homelessness. It would improve living conditions for children and create more opportunities for parents to stay home with their children improving the nuclear family. I also think a UBI would help reduce abortions that are done for financial reasons.,49,5,4,5,3,4,4,4,5,3,a good idea,supports,in support,,A,B,B,control,test,control,,,1,,,1,,1,1,,,1,1,,3,1,,2,2,3,,1,2,1,,3,1044,
6/4/2025 21:24,6/4/2025 21:38,100,846,1,6/4/2025 21:38,4,,I will not use AI to answer this survey,0,0,34.673,0,87,"Universal Basic Income may not cover food and housing due to increasing living costs in the United States. How will the government control greed by those who control food and housing. The government will need some control over companies monopolizing the food and housing industries.  Currently, I would like to see the actual proposition of the UBI program and how it will be rolled out to America.",92,6,5,6,3,3,3,2,4,6,a bad idea,opposes,against,,A,A,A,test,test,test,,,1,,1,,1,,,1,,1,,1,3,,1,2,2,3,,1,3,,1,2,1045,
6/4/2025 17:05,6/4/2025 17:10,100,256,1,6/4/2025 17:10,4,,I will not use AI to answer this survey. ,0,0,16.425,0,11,Support for universal basic income is that it is enough to cover basic expenses such as food and housing. It would be given to all citizens regardless of income or work status. ,6,6,6,2,6,2,2,4,6,4,a good idea,supports,in support,,B,A,A,control,test,control,,,,1,1,,1,,1,,,1,1,,3,1,,2,3,2,,1,2,1,,3,1047,
6/7/2025 0:36,6/7/2025 0:41,100,251,1,6/7/2025 0:41,4,,I will not use AI to answer this survey,4.331,9.331,11.501,4,100,"It would also go to those who really don't need it. IE the ultra-wealthy, wealthy, upper-middle class etc. I think that it would be much easier to fund and we could give more to those who need it the most if there was an income/asset cutoff for people who really do not need the UBI and whether or not they received it would make no difference in their standard of living.",90,6,5,5,6,1,1,4,1,7,a bad idea,opposes,against,,A,B,A,control,test,test,,,1,,,1,1,,1,,,1,,1,2,1,,3,2,3,,1,2,,1,3,1049,
6/4/2025 16:54,6/4/2025 16:59,100,337,1,6/4/2025 16:59,4,,I will not use AI to answer this survey,0,0,26.074,0,100,"It might cause taxes to go up for people that can't really afford more taxes. While this could be offset by the UBI, it might be best to limit tax increases to higher incomes only. Corporate taxes would be the better to increase, so that lower income people don't suffer. ",100,3,5,6,2,2,3,1,2,1,a bad idea,opposes,against,,B,B,A,control,control,control,,,,1,,1,1,,1,,1,,1,,3,1,,2,2,3,1,,2,1,,3,1052,
6/4/2025 18:57,6/4/2025 19:00,100,168,1,6/4/2025 19:00,4,,I will not use AI to answer this survey,0,0,12.099,0,26,If everyone is given a basic income people may be more productive in society. People would be happier and able to focus on productivity rather than just trying to live day to day.,25,3,4,5,3,1,1,3,7,4,a good idea,supports,in support,,B,B,A,test,test,test,,,,1,,1,1,,,1,,1,,1,3,,1,2,3,2,,1,2,,1,3,1053,
6/6/2025 7:29,6/6/2025 7:32,100,176,1,6/6/2025 7:32,4,,I will not use AI to answer this survey,0,0,9.18,0,86,"If everyone were to get an income that would cover basic living expenses, it would de-incentivize people to work and the economy would potentially collapse. ",84,5,3,2,5,5,5,2,5,3,a bad idea,opposes,against,,A,A,A,test,control,test,,,1,,1,,1,,,1,1,,,1,2,,1,3,3,2,1,,2,,1,3,1055,
6/5/2025 17:18,6/5/2025 17:22,100,278,1,6/5/2025 17:22,4,,"""I will not use AI to answer this survey""",0,0,8.058,0,100,"I think the most compelling argument against universal basic income, for me personally, is one that addresses the ethical concern. A universal income payment could be paid to someone regardless of their individual personal need and therefore could be said to be an inequitable distribution of resources. ",100,3,4,5,4,2,2,3,6,2,a bad idea,opposes,against,,B,B,A,control,control,test,,,,1,,1,1,,1,,1,,,1,2,1,,3,3,2,1,,2,,1,3,1057,
6/5/2025 5:05,6/5/2025 5:09,100,272,1,6/5/2025 5:09,4,,I will not use AI to answer this survey,0,0,17.941,0,10,"It could help people, like myself, survive this increasingly difficult world by providing for basic necessities. Whether that's food, rent, etc. A lot of people are struggling to make ends meet, paychecks are not rising in accordance with inflation, and this could be a means to help Americans who really need it.",10,5,4,4,4,3,5,1,1,1,a good idea,supports,in support,,A,A,A,control,test,control,,,1,,1,,1,,1,,,1,1,,2,1,,3,2,3,,1,3,1,,2,1059,
6/5/2025 16:04,6/5/2025 16:09,100,256,1,6/5/2025 16:09,4,,I will not use AI to answer this survey,0,0,14.374,0,100,"Universal income would not necessarily address poverty. Education on spending money is just as important as giving it out, and without this less fortunate people will like not use the money in a proper way and the cycle will continue.",100,7,7,1,7,7,7,7,4,6,a bad idea,opposes,against,,A,A,B,control,control,test,,,1,,1,,,1,1,,1,,,1,2,1,,3,2,3,1,,3,,1,2,1060,
6/4/2025 16:50,6/4/2025 16:54,100,191,1,6/4/2025 16:54,4,,I will not use AI to answer this survey,0,0,5.945,0,75,"Universal basic income could be a bad idea because it could incentivize people to become lazy. People could be dissuaded from working at jobs, going to trade schools, going to college, that sort of thing. I do not personally believe this to be the case, but this could theoretically be possible and likely is an arguing point used.",75,4,3,5,3,3,3,4,1,1,a bad idea,opposes,against,,B,B,B,test,control,test,,,,1,,1,,1,,1,1,,,1,2,,1,3,3,2,1,,3,,1,2,1061,
6/5/2025 14:57,6/5/2025 15:01,100,254,1,6/5/2025 15:01,4,,I will not use AI to answer this survey,0,0,16.352,0,0,It would pay the bills for even the poor. That leaves more leisure time to create. Creating something is necessary for our mental health.,0,4,4,6,3,1,1,3,7,5,a good idea,supports,in support,,A,B,A,control,test,control,,,1,,,1,1,,1,,,1,1,,2,1,,3,3,2,,1,2,1,,3,1062,
6/5/2025 16:34,6/5/2025 16:40,100,311,1,6/5/2025 16:40,4,,I will not use AI to answer this survey,0,0,16.856,0,90,"Some people who receive UBI might not use the money appropriately and could end up not stimulating the economy with the money they receive. A person, for example, could spend all of their money on illegal or regulated substances or go gambling with it and still end up homeless or impoverished. ",86,4,3,2,5,2,2,3,5,1,a bad idea,opposes,against,,A,B,A,test,control,control,,,1,,,1,1,,,1,1,,1,,3,,1,2,2,3,1,,2,1,,3,1064,
6/4/2025 17:39,6/4/2025 17:48,100,552,1,6/4/2025 17:48,4,,i will not use AI to answer this survey,0,0,9.894,0,100,An argument against universal basic income would reduce motivation to work. People may become demotivated to work and become depressed and lazy. Resulting in a much worse society with mental health issues on the rise.,25,7,3,3,6,3,1,7,7,7,a bad idea,opposes,against,,B,A,B,control,test,test,,,,1,1,,,1,1,,,1,,1,3,1,,2,3,2,,1,2,,1,3,1065,
6/4/2025 18:07,6/4/2025 18:13,100,326,1,6/4/2025 18:13,4,,I will not use AI to answer this survey,0,0,20.421,0,95,there are people like me who live on a fixed income that need help. if the government does not help more people who need a little extra help,100,6,6,6,5,4,3,7,4,7,a bad idea,opposes,against,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,2,1,,3,2,3,,1,2,1,,3,1067,
6/4/2025 18:32,6/4/2025 18:37,100,312,1,6/4/2025 18:37,4,,I will not use AI to answer this survey,1.677,1.677,21.736,1,0,"I support a UBI because doing so help to create a life of equity where everybody gets something for free. This way, even people with nothing will be able to afford some essentials. ",0,7,6,6,5,4,1,2,7,7,a good idea,supports,in support,,B,B,A,test,control,test,,,,1,,1,1,,,1,1,,,1,2,,1,3,2,3,1,,2,,1,3,1068,
6/5/2025 12:25,6/5/2025 12:31,100,355,1,6/5/2025 12:31,4,,I will not use AI to answer this survey,0,0,26.548,0,50,I think this would be a good thing because it will already be able to cover food and housing and it eliminates the need for food stamps.  Its a good thing because it seems like everything would already be taken care of.,77,4,2,4,5,4,5,2,4,5,a good idea,,in support,supports,A,A,A,test,control,control,1,,1,,1,,1,,,1,1,,1,,3,,1,2,3,2,1,,2,1,,3,1069,
6/6/2025 23:52,6/7/2025 0:06,100,834,1,6/7/2025 0:06,4,,I will not use AI to answer this survey,0,0,120.237,0,36,"Universal basic income is a good idea because such policies will ensure that all citizens have their basic needs met.  In turn, this policy would eliminate homelessness and all the issues that come with that.",36,5,6,5,4,1,1,4,2,4,a good idea,supports,in support,,A,B,A,control,test,control,,,1,,,1,1,,1,,,1,1,,2,1,,3,2,3,,1,3,1,,2,1070,
6/6/2025 15:40,6/6/2025 15:48,100,476,1,6/6/2025 15:48,4,,I will not use AI to answer this survey.,0,0,27.513,0,64,"Some people might choose to be lazy, worthless people if they don't have to worry about anything and don't mind living in squalor. If someone doesn't care about making things better for themselves through a little hard work then imagine how they might or might not take care of the yard or house that is given to them. I don't want to live in the slum.",66,7,4,6,5,2,1,5,7,7,a bad idea,opposes,against,,A,A,A,test,test,test,,,1,,1,,1,,,1,,1,,1,3,,1,2,2,3,,1,3,,1,2,1075,
6/4/2025 16:40,6/4/2025 16:44,100,262,1,6/4/2025 16:44,4,,I will not use AI to answer this survey,0,0,17.198,0,0,"UBI would be more efficient than all the programs it would replace. People would no longer have to go through the onerous processes to identify and qualify for all the possible state and federal programs needed to support needs for food, housing, medical care.",0,7,6,5,4,1,1,5,5,7,a good idea,supports,in support,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,2,1,,3,3,2,,1,2,1,,3,1077,
6/4/2025 20:05,6/4/2025 20:20,100,925,1,6/4/2025 20:20,4,,I will not use AI to answer this survey,0,0,36.772,0,100,I believe it could hurt economic growth of the country.  It would lessen competition and suppress capitalism.  ,100,7,3,6,5,6,6,5,4,6,a bad idea,opposes,against,,B,A,B,test,test,test,,,,1,1,,,1,,1,,1,,1,2,,1,3,3,2,,1,2,,1,3,1079,
6/4/2025 18:57,6/4/2025 19:09,100,732,1,6/4/2025 19:09,4,,I will not use AI to answer this survey,0,0,158.625,0,75,"One argument against universal basic income is, people may be reluctant to work.
Since this caters for basic needs, people will lazy about or will not strive to do better for themselves because their basic needs are sorted.",50,5,5,2,5,5,4,4,6,6,a bad idea,opposes,against,,A,A,B,control,control,control,,,1,,1,,,1,1,,1,,1,,3,1,,2,3,2,1,,3,1,,2,1083,
6/4/2025 17:12,6/4/2025 17:16,100,257,1,6/4/2025 17:16,4,,I will not use AI to answer this survey,0,0,13.167,0,60,"UBI will cause inflation and increase the prices of goods, services, and housing. Taxes will have to be raised to pay for UBI. UBI demotivates people from furthering their education and career ambitions. Society will have fewer people working and advancing its interests.",58,3,5,6,3,1,1,1,3,2,a bad idea,opposes,against,,B,A,B,control,control,test,,,,1,1,,,1,1,,1,,,1,3,1,,2,2,3,1,,3,,1,2,1084,
6/5/2025 14:58,6/5/2025 15:01,100,188,1,6/5/2025 15:01,4,,I will not use AI to answer this survey,0,0,8.628,0,74,"That probably despite it making sense on paper, the American government is almost incapable of adequately providing for its non-wealthy citizens to a comical degree. Ontop of that, too many conservative citizens would find some way to hate the idea of people they consider ""lesser"" to pe provided for. They already don't like the idea of their taxes being used to help immigrants. This country is a farce.",74,3,4,4,4,3,1,4,3,2,a bad idea,opposes,against,,B,A,B,control,control,test,,,,1,1,,,1,1,,1,,,1,3,1,,2,2,3,1,,3,,1,2,1085,
6/5/2025 14:03,6/5/2025 14:12,100,568,1,6/5/2025 14:12,4,,I will not use AI to answer this survey,0,0,21.169,0,100,"A Universal Basic Income might encourage some people to completely forego getting a job and working to improve their living circumstances. They will no longer be contributing to society, so that those who DO work will shoulder a disproportionate amount of the taxes, etc., needed to support the program.",100,1,1,6,4,1,1,1,1,4,a bad idea,opposes,against,,A,A,A,test,control,test,,,1,,1,,1,,,1,1,,,1,2,,1,3,3,2,1,,2,,1,3,1089,
6/4/2025 18:14,6/4/2025 18:22,100,474,1,6/4/2025 18:22,4,,I will not use AI to answer this survey,0,0,18.327,0,100,"Given that I don't know an awful lot about UBI, I'm not sure if it's taxed or not, but I certainly hope it isn't. IF it is, then that would be a point against it, at least for me. I would assume that if I held a job AND received UBI, that the pay I received from working would still have an income tax attached to it, and that is acceptable. In face, I wouldn't mind paying higher taxes. UBI would be for me personally, what I am collecting today in the form of SSDI and the amount that I receive is not taxed and I receive a small pittance in the form of SNAP funds. Both of these programs would end and then the receiptents of those programs would in turn receive UBI.",100,4,6,7,5,3,1,7,4,3,a bad idea,opposes,against,,A,B,B,test,control,control,,,1,,,1,,1,,1,1,,1,,3,,1,2,2,3,1,,3,1,,2,1090,
6/4/2025 19:04,6/4/2025 19:09,100,290,1,6/4/2025 19:09,4,,I will not use AI to answer this survey,0,0,17.598,0,70,I would think that a universal basic income would be very expensive for the nation which would most likely be funded by taxpayers and higher taxes.,60,5,5,2,6,3,5,6,6,6,a bad idea,opposes,against,,B,A,A,control,control,control,,,,1,1,,1,,1,,1,,1,,3,1,,2,3,2,1,,3,1,,2,1092,
