StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 11:30,6/12/2025 11:41,100,667,1,6/12/2025 11:41,4,2,4,5,3,6,1,2,0,0,40.655,0,"Initially on my night out I would feel fabulous. I would look great wearing my new luxury sweater with a skirt, and this would make me feel so confident. Upon noticing that many others were wearing the same sweater I would feel confused and a bit betrayed, since I was under the impression the sweater was somewhat exclusive. I know my sweater is authentic because of the digital ID, but I wonder if some of the other sweaters are dupes or if more luxury sweaters were made than I originally believed. Either way it would leave me feeling bothered and definitely less excited about my sweater. ",,17.373,333.542,335.17,7,6,5,5,1,3,2,500,"I was at first thinking of the luxury brand and the digital ID which seem to make the sweater very exclusive, but then I remembered that many others had the sweater so it doesn't seem so prestigious anymore. ",2,1,0,1,1,,1,2,1,771,
6/12/2025 10:33,6/12/2025 10:36,100,199,1,6/12/2025 10:36,4,4,5,2,1,4,3,6,0,0,15.356,0,,I would realize that some other people who are wearing the same sweater must know the price that I paid. They would know that I bought it on sale.,6.127,6.127,58.182,1,6,6,6,2,3,1,75,"I am not sure of the current price of the garment so I estimated its value as $40 then doubled it, then gave myself $5 discount.",1,7,0,1,0,1,,1,2,774,
6/12/2025 10:13,6/12/2025 10:17,100,279,1,6/12/2025 10:17,4,1,6,2,3,5,4,1,0,0,12.25,0,"I think I would look classy and comfortable, but I would be a little disappointed that so many other people have the same sweater.",,7.451,7.451,78.023,1,5,4,4,1,3,2,75,"I felt that it was midrange, since so many other people seem to own it.",5,1,0,1,1,,1,2,1,775,
6/12/2025 10:28,6/12/2025 10:33,100,299,1,6/12/2025 10:33,4,6,3,1,5,6,2,4,0,0,22.428,0,"I feel odd in this sweater that I normally wouldnt wear, and am confused that other people have the same sweater. I dont ever see people wearing the same clothing as me when Im wearing normal clothing so this is very odd. ",,19.887,19.887,95.929,1,6,4,5,1,3,2,1200,The intro said it was luxurious so I have to assume it was. I dont think the brand is as high status or prestigious because the id tag seems like something a new brand would do to make noise. ,2,5,0,1,1,,1,2,1,776,
6/12/2025 10:28,6/12/2025 10:31,100,141,1,6/12/2025 10:31,4,3,2,1,4,3,5,6,0,0,13.566,0,"I would feel that I was dressed nicely for the evening until I saw other people wearing the same sweater as me. At that point, I would be embarrassed wearing the same thing.",,7.756,7.756,38.463,1,7,6,6,1,2,3,69,I was thinking about the digital passport and how expensive the sweater must be for it to come with such a silly feature.,1,1,1,1,1,,1,2,1,777,
6/12/2025 10:30,6/12/2025 10:33,100,155,1,6/12/2025 10:33,4,1,5,6,3,2,1,4,0.955,9.53,10.723,10,,I would feel feminine and fancy wearing this shirt on a night out. It would make me feel confident. ,0.944,49.436,49.835,11,5,5,4,1,2,3,50,The sweater seems like something a wealthy person would wear.,4,1,0,1,0,1,,2,1,778,
6/12/2025 14:35,6/12/2025 14:38,100,176,1,6/12/2025 14:38,4,1,5,2,4,1,3,6,0,0,11.375,0,i feel so handsome and good looking. i feel like a million bucks.,,4.508,4.508,33.312,1,7,7,6,1,3,2,300,i was thinking about the quality of the materials used. and how soft the material feels,3,6,1,1,1,,1,2,1,787,
6/12/2025 11:10,6/12/2025 11:22,100,712,1,6/12/2025 11:22,4,5,3,2,5,1,4,6,0,0,30.12,0,I feel i would look great in the sweater but i would definitely feel awkward looking at someone else wearing the same sweater,,25.323,75.581,99.871,3,6,4,4,1,3,2,200,i would feel comfortable wearing this expensive sweater and i know i will have many compliments when wearing it,6,2,1,1,1,,1,1,2,790,
6/12/2025 11:08,6/12/2025 11:10,100,117,1,6/12/2025 11:10,4,5,1,4,5,6,2,3,26.956,27.297,27.583,2,I would look sharply dressed and feel good about myself,,0.906,20.271,29.433,3,7,7,7,2,3,1,400,I was thinking about my appearance ,1,1,1,1,1,,1,1,2,799,
6/12/2025 10:20,6/12/2025 10:24,100,261,1,6/12/2025 10:24,4,5,6,2,5,4,1,3,0,0,20.157,0,"I would look good in it, and I would feel good in it.  It would be weird to see other women wearing the same sweater.  The proof of ownership means nothing to me. ",,15.575,47.795,85.932,4,6,6,6,2,1,3,100,That I would never waste money on an expensive sweater.  ,4,1,0,1,1,,1,1,2,802,
6/12/2025 14:22,6/12/2025 14:27,100,289,1,6/12/2025 14:27,4,6,4,6,3,1,5,2,0,0,20.307,0,,"Well I would probably feel good about it because I like that color and style, but it might be a little awkward with so many other people wearing it. I'm guessing I would look good in it.",18.545,18.545,105.985,1,6,5,5,1,2,3,160,I was thinking it might be cashmere and come from an upscale department store. ,1,1,1,1,0,1,,2,1,813,
6/12/2025 11:59,6/12/2025 12:06,100,393,1,6/12/2025 12:06,4,6,1,2,5,3,6,4,0,0,16.923,0,"I look like an idiot who chose a ridiculous product that other idiots purchased. I would feel like I live in a dystopian world, and would burn the sweater and immediately head to a thrift store and buy some old piece of normal, sane clothing.",,11.406,11.406,139.732,1,7,1,1,3,2,1,500,"I was thinking about how utterly shallow and depraved it is to be concerned about things like high status and prestige. As far as luxury goes, well, that is relative and I could say that one could define luxury by how much an item cost. I was thinking there is no hope for our society if people desire an expensive sweater for the reasons stated above.",4,1,0,1,1,,1,2,1,816,
6/12/2025 13:32,6/12/2025 13:36,100,251,1,6/12/2025 13:36,4,3,4,2,6,3,5,1,0,0,12.854,0,,i would look and feel confident because this sweater would reflect my personal style choices as well as my personality. I would feel free and open to taking on a night out.,1.523,1.523,111.972,1,5,4,4,1,2,3,100,I was thinking about the material and composition of the sweater. I was imagining that a sweater of that status would be high quality and make me feel confident.,2,4,1,1,0,1,,1,2,819,
6/12/2025 10:22,6/12/2025 10:29,100,427,1,6/12/2025 10:29,4,5,5,4,6,3,1,2,0,0,17.185,0,It was an art opening at a prestigious museum and I felt like I looked fabulous in this sweater with a pair of slim black pants and stylish mules. It was a lovely evening and part of the reception was outside and everything was elegant and gorgeous. I saw two others wearing my sweater as well. It is definitely a statement piece.,,18.753,18.753,150.562,1,6,7,7,2,1,3,1350,"I thought about how I couldn't really afford to pay this price but was very lucky to get an affordable deal on the sweater. I decided it was worth the investment as I often have events such as the art gallery to attend. The sweater is ideal and designed for such events, not too hot or cool, very fine knit, just perfect and worth it.",6,2,1,1,1,,1,2,1,823,
6/12/2025 12:41,6/12/2025 12:45,100,234,1,6/12/2025 12:45,4,6,3,5,6,2,4,1,14.744,26.288,26.901,8,I would feel lame and not luxurious since everyone else has the same sweater ,,4.444,44.65,45.093,11,2,2,2,3,2,1,180,How a lot of other people had them and that it seemed luxurious because of the digital part,1,1,1,1,1,,1,2,1,827,
6/12/2025 10:25,6/12/2025 10:34,100,522,1,6/12/2025 10:34,4,4,6,4,2,1,5,3,0,0,307.501,0,,"I look good and love the sweater, If there are other people with same sweater, that to me is a compliment on my taste.",8.612,9.462,71.869,2,6,5,5,2,3,1,100,If I like it and its what I want I will pay more for a sweater like this.,1,2,0,1,0,1,,1,2,829,
6/12/2025 11:57,6/12/2025 12:02,100,326,1,6/12/2025 12:02,4,4,3,2,6,5,1,4,0,0,13.846,0,,"I would feel good. I dress for myself, and not for others, and I chose it because of the dark blue color. Seeing others wearing it would be aesthetically appealing, and I would be throwing out compliments left and right.",1.511,1.511,37.811,1,4,1,3,3,2,1,50,"I was thinking of the quality of the material and how it made me feel wearing it. I didn't think of exclusiveness, since anyone with money or resources could get access to it. I did it based on how I imagined it feeling, and how much I enjoyed it.",1,1,0,1,0,1,,2,1,834,
6/12/2025 10:39,6/12/2025 10:45,100,351,1,6/12/2025 10:45,4,6,4,5,1,2,6,3,0,0,11.882,0,,"I would chuckle about it and hope the others would, too. I would say something along the lines of, ""Well, I see you have excellent taste in sweaters!"" and maybe even do one of those ""Who wears it better"" things you see in fashion magazines. Have fun with it.",25.099,25.099,168.893,1,6,6,6,3,1,2,250,"I was just going with a general price I sometimes see in stores or online for well-made, high end sweaters.",1,1,0,1,0,1,,1,2,836,
6/12/2025 10:58,6/12/2025 11:11,100,752,1,6/12/2025 11:11,4,6,1,2,4,3,5,6,55.339,58.09,106.703,3,I would feel like myself. I would be happy to wear the sweater because I like the olive color with brown buttons. I don't think I would be very focused on the sweater. I would mostly be focused on my night out.,,30.214,40.893,247.693,2,5,5,4,2,1,3,125,I was thinking it was good quality and wondered if it was made with natural fibers,2,1,1,1,1,,1,2,1,837,
6/12/2025 10:49,6/12/2025 10:53,100,267,1,6/12/2025 10:53,4,1,6,5,1,4,3,2,0,0,14.922,0,"I feel like I look good, and felt that I look unique, but I would be disappointed since everyone else was wearing the same thing. I would also be surprised that this is the case.",,10.323,10.323,47.036,1,6,5,5,3,2,1,150,"Based on the description, It seems like it would be a high price item, especially given the technological things associated with it (the tracking). However since seemingly a lot of other people own it, perhaps it is not as prestigous as I originally thought.",1,4,0,1,1,,1,2,1,838,
6/12/2025 11:46,6/12/2025 11:52,100,413,1,6/12/2025 11:52,4,4,3,2,4,1,6,5,0,0,36.004,0,I would not look as unique in this sweater as perhaps I thought I would considering that many others are wearing the same one.  I imagine the sweater looks very good on me and I still feel good that I am wearing it.,,28.297,28.297,142.593,1,6,5,5,1,3,2,500,"I immediately thought that many other people were wearing the same sweater, so that lessened the ""luxurious/high status/prestigious"" ranking it might have.  I was not thinking too much about the expensiveness of the sweater.",1,6,0,1,1,,1,1,2,849,
6/12/2025 10:11,6/12/2025 10:18,100,414,1,6/12/2025 10:18,4,5,2,3,5,1,6,4,0,0,13.195,0,,"I like this sweater for its look and comfort. other people are wearing the same sweater , so its not extremely unique. That's okay because I like it.",14.919,14.919,103.524,1,4,2,3,2,1,3,60,"It will be higher than average, but it depends on what it is made of, designer, etc to go higher.",5,1,0,1,0,1,,1,2,851,
6/12/2025 11:49,6/12/2025 11:55,100,386,1,6/12/2025 11:55,4,1,4,3,1,2,5,6,0,0,28.729,0,"I look like someone wearing a black sweater. If wearing a black sweater gives you strong feelings, you should probably see a psychotherapist.",,58.293,146.99,148.185,5,4,4,4,3,1,2,100,Your abysmally minimal description. ,2,3,1,1,1,,1,1,2,861,
6/12/2025 11:55,6/12/2025 12:00,100,260,1,6/12/2025 12:00,4,3,4,2,1,3,6,5,0,0,17.188,0,"I would be a little disappointment to see other people wearing my luxury sweater. However, I am sure I could style it to make it more unique. Maybe pair it with a blue skirt and heels. ",,13.892,13.892,71.482,1,5,5,5,2,1,3,160,"If other people are seen wearing it, it lessens its luxury. When you buy luxury goods, you want it to feel unique, like it is one of a kind.",1,5,1,1,1,,1,1,2,862,
6/12/2025 12:49,6/12/2025 12:57,100,500,1,6/12/2025 12:57,4,6,6,1,3,5,4,2,0,0,33.035,0,I'd feel unremarkable and lacking in originality. A sense that I had very common taste in clothing would be present and bothersome.,,23.999,23.999,126.991,1,5,5,5,2,3,1,79,"The fact that many others wore the same sweater means my taste is common, and not particularly a reflection of prestige or status. Comfort and manufacturing quality would become important secondary thoughts of myself.",3,2,1,1,1,,1,2,1,863,
6/12/2025 11:48,6/12/2025 11:52,100,247,1,6/12/2025 11:52,4,2,6,2,1,5,4,3,0,0,11.567,0,,"At the beginning, I feel great and am all made up and ready for the night out in my new sweater. At the event, I would feel uncomfortable wearing the same outfit as others.",11.506,58.149,83.928,2,6,5,5,2,1,3,220,The assumption that this was a high-end purchase caused me to make these selections.,1,2,1,1,0,1,,2,1,865,
6/12/2025 11:03,6/12/2025 11:06,100,184,1,6/12/2025 11:06,4,4,5,4,3,6,1,2,0,0,17.787,0,I LOOK CHARASMATIC..AND I FEEL WONDERFUL,,19.885,19.885,60.957,1,7,7,7,3,2,1,150,JUST HOW NICE IT WOULD BE TO REALLY OWN THAT SWEATER,1,1,1,1,1,,1,1,2,874,
6/12/2025 10:40,6/12/2025 10:50,100,603,1,6/12/2025 10:50,4,3,2,1,3,4,5,6,0,0,13.377,0,,"I have paired my sweater with a fashionable pair of dark jeans, beige heels and wearing gold jewelry. No matter how many people have on this sweater I outshine them all. ",24.721,339.622,387.249,13,7,6,6,2,1,3,98,The brand that manufactured the sweater.,3,1,1,1,0,1,,1,2,876,
6/12/2025 13:03,6/12/2025 13:05,100,123,1,6/12/2025 13:05,4,1,2,3,1,4,5,6,0,0,14.779,0,"I  would feel like I blend in with everyone.  I would be surprised so many other people have the sweater, but feel like I made a popular and fashionable purchase.",,2.479,2.479,39.181,1,6,5,5,1,3,2,225,I was thinking about the upper limit of what I would actually pay.,2,2,1,1,1,,1,1,2,877,
6/12/2025 12:04,6/12/2025 12:07,100,205,1,6/12/2025 12:07,4,3,1,3,4,6,5,2,0,0,24.383,0,I would feel very average seeing as many other people are wearing the same sweater.,,21.734,21.734,45.226,1,5,5,5,1,3,2,150,It was probably made by a well known designer and is of good quality material.,1,3,0,1,1,,1,1,2,878,
6/12/2025 10:12,6/12/2025 10:14,100,124,1,6/12/2025 10:14,4,4,5,6,1,3,2,4,0,0,11.01,0,,I look great but i feel silly that many others are dressed similarly,1.622,29.244,29.707,2,6,6,5,3,1,2,250,"if it's a luxury sweater, it's expensive. but if everyone's got it... not very high status",2,2,0,1,0,1,,2,1,880,
6/12/2025 12:17,6/12/2025 12:23,100,336,1,6/12/2025 12:23,4,3,6,2,5,4,1,3,0,0,22.482,0,"I would not feel as special as I thought that I would, because there are some other people wearing this same sweater. And so the digital ID is really not of any value to me, and I'm sorry I purchased this particular sweater.",,9.937,37.813,118.508,2,7,7,7,2,1,3,500,"This was a very expensive sweater, and made with expensive materials. Not everyone can afford a sweater like this. But I have a high paying job and buy luxurious clothing because I can easily afford them. I like showing people that I can afford this sweater.",1,1,0,1,1,,1,2,1,886,
6/12/2025 12:33,6/12/2025 12:43,100,553,1,6/12/2025 12:43,4,3,5,3,2,6,1,4,0,0,36.121,0,"A night out for me would be going to a bookstore and then having dinner, and I think a nice sweater would help me feel comfortable and at home, though I think it would feel strange to see many people wearing the same sweater. That would make me feel that it's not such a one of a kind purchase, and I really wouldn't care about proof of ownership. If the colors and style suit me and it feels good to wear, I'm not concerned about what others think. For me clothes are more personal than a status symbol.",,91.83,91.83,252.419,1,5,3,3,2,3,1,500,"That the only thing I care about is how I like the sweater, not its status. I find that so silly. I'm not a fashion follower, though I am interested in handcrafting, and the sweater would mean more to me if I'd made it myself and that would make it more one of a kind most likely.",1,4,0,1,1,,1,2,1,888,
6/12/2025 10:25,6/12/2025 10:28,100,183,1,6/12/2025 10:28,4,4,4,5,2,3,6,1,0,0,11.296,0,,I would know that I made the right decision as so many others picked the same option. I would find humor in the situation and enjoy the evening.,6.104,6.104,51.989,1,5,6,6,2,3,1,82,The 5 brass buttons and the overall appearance of the item,3,1,1,1,0,1,,1,2,890,
6/12/2025 10:40,6/12/2025 10:46,100,375,1,6/12/2025 10:46,4,2,5,3,2,6,1,4,0,0,11.64,0,,"We're meeting friends for drinks and dinner at an outdoor cafe downtown. The weather is chilly, so not surprisingly a lot of people are wearing sweaters and jackets. Im startled to notice how many other women are wearing the same sweatet as I am. I make a joke that they have good taste, or must have been on sale for a good price. It doesn't bother me that I see others wearing the same sweater, just find it unusual.",10.285,10.285,134.757,1,6,5,5,1,2,3,180,"I thought the sweater was rather luxurious when I bought it. Seeing how many other women are wearing it, I don't feel it is particularly high status or prestigious anymore.",4,1,1,1,0,1,,2,1,894,
6/12/2025 10:27,6/12/2025 10:41,100,865,1,6/12/2025 10:41,4,3,6,5,4,1,3,2,0,0,17.802,0,,"With my beige pullover, I feel casually dressed, and I feel I fit in with the crowd because many people have the same sweater on, but I certainly don't feel special or that I stand out in a special way. I feel the money I spent on the sweater was probably more than it was worth since there are so many on the market. I feel kind of like a clone. ",61.037,386.514,389.937,9,3,2,1,1,2,3,250,"I was thinking since so many people were wearing it, it had lost its luxurious/high status/prestigious feel, but it was still expensive and not worth the money that I paid for it. Since a lot of people were wearing it, I could have just as well bought a sweater from the Gap.",1,1,0,1,0,1,,1,2,899,
6/12/2025 10:33,6/12/2025 10:37,100,226,1,6/12/2025 10:37,4,3,2,3,4,6,5,1,0,0,19.623,0,"I started out the night feeling I looked really good in my refined, luxurious sweater. However, upon seeing many other women wearing this same sweater, I did not feel good.  Instead, I felt common and banal as if I had invested in fast fashion, rather than luxury.  In short, I felt cheated out of the luxury experience.",,9.447,9.447,81.659,1,2,2,2,1,2,3,200,I think i overpaid significantly for this sweater which seemed to be as common as Loft or Gap in terms of the number of women wearing it.,2,3,1,1,1,,1,1,2,900,
6/12/2025 12:26,6/12/2025 12:31,100,279,1,6/12/2025 12:31,4,2,5,2,1,4,6,3,0,0,11.738,0,,"I would probably pair it with a pair of jeans and expensive high heels. I don't think other people wearing the same thing as me would bother me because it's not what you wear, it's how you wear it. I would probably look and feel like a million bucks.",7.122,71.489,90.243,5,5,4,5,3,2,1,200,"If a lot of people are wearing this piece, it probably is not too expensive. If it's a known luxury brand, it is possible the item costs a little more than what I said but also again knowing other people are also sporting the same item says to me that it's more readily available and not expensive.",3,1,1,1,0,1,,1,2,901,
6/12/2025 10:50,6/12/2025 11:00,100,607,1,6/12/2025 11:00,4,3,3,6,1,2,5,4,0,0,11.688,0,,I was very excited to go out in my new luxury sweater and I look very elegant in it. At the event I was quite surprised to see so many other wearing the same sweater. I was very disappointed and a bit angry. Since it was a luxury sweater I thought  not too many people will own one,23.367,286.428,301.526,17,6,5,5,3,1,2,300,I was thinking about the quality of the material and who it was made by.,5,4,1,1,0,1,,2,1,907,
6/12/2025 10:21,6/12/2025 10:28,100,404,1,6/12/2025 10:28,4,3,4,5,2,3,6,1,0,0,14.387,0,,"I would feel awkward but I would brush it off, not much I can do.  I don't carry a spare change of clothes in the car.",51.304,51.304,76.746,1,5,5,5,3,1,2,125,I was thinking about how much all of these other women with the sweater on would be paying.,1,2,1,1,0,1,,1,2,909,
6/12/2025 10:12,6/12/2025 10:16,100,204,1,6/12/2025 10:16,4,4,3,1,2,6,5,4,0,0,25.942,0,Would feel common and just like everyone else who is wearing it.,,22.175,22.175,41.172,1,3,3,3,1,3,2,50,How common it was to find being worn by other people.,1,1,0,1,1,,1,1,2,912,
6/12/2025 13:33,6/12/2025 13:42,100,504,1,6/12/2025 13:42,4,6,4,2,1,5,3,6,9.282,9.282,12.297,1,,"If I was out in public for a night out and realized that several other people were wearing the same sweater, at first I would feel uncomfortable to be wearing the same thing as many others. Then I would think on it and realize that obviously, many of us have very good taste in sweaters.",16.973,137.076,139.295,2,5,4,4,3,2,1,100,"Since I've seen no pictures of the sweater, I just imagined the sweater to look and feel soft and luxurious. I don't worry about status or prestige.",2,3,0,1,0,1,,1,2,931,
6/12/2025 13:46,6/12/2025 13:49,100,211,1,6/12/2025 13:49,4,3,5,2,4,1,6,3,0,0,17.247,0,"I would feel great wearing this sweater. I don't care if others are wearing it too. The digital ID is very strange, and I would ""turn it off"" if I could. I would simply enjoy  my evening, not thinking too much about what I'm wearing.",,15.827,15.827,78.528,1,5,5,5,3,1,2,100,"I would  never buy something super expensive. For me personally, $100 would be an ""expensive"" sweater for me.",4,1,0,1,1,,1,2,1,934,
6/12/2025 11:10,6/12/2025 11:27,100,1009,1,6/12/2025 11:27,4,6,4,5,6,2,1,3,0.953,35.585,54.282,2,"I I would look stylish and comfortable and feel happy with my purchase, but at the same time I would not think that it says exclusive as I thought it was because I would see a lot of people wearing the same exact style in color of my sweater so in my mind, it would be cheap and not as exclusive as I thought it would be or should be regardless, if I could Track the manufacturing process in the purchasing process by an identification number that would not matter to me",,1.13,299.993,301.015,27,6,2,3,2,3,1,300,Because many people have my sweater I don't think it's that prestigious but I still think companies would think it is so they would raise the prices more for the illusion of prestige,1,3,0,1,1,,1,1,2,936,
6/12/2025 10:24,6/12/2025 10:27,100,156,1,6/12/2025 10:27,4,4,3,1,6,2,5,4,11.824,11.824,12.244,1,,Based on the description I feel like I'm wearing something that most people find stylish and satisfying to wear. I look normal.,7.967,7.967,49.101,1,6,4,4,2,3,1,125,I  was thinking about the amount of people I saw wearing it. ,1,1,0,1,0,1,,1,2,940,
6/12/2025 11:46,6/12/2025 11:55,100,525,1,6/12/2025 11:55,4,5,5,4,6,3,1,2,0,0,20.522,0,,"As I leave the house, I'm feeling great about how I look in my new luxury sweater. It's looking awesome paired with my favorite jeans and boots, with a cool handbag that color-coordinates with my sweater. But as soon as I notice other people wearing the same luxury sweater, suddenly, my confidence takes a hit, and I don't feel I stand out. My first thoughts are to just take it off, or go back home and change into something else.",20.302,20.302,185.467,1,6,6,6,2,3,1,750,"When I indicated how luxurious/high status/prestigious and how expensive the sweater is, I was thinking about a major luxury brand name such as Chanel or Gucci, etc.",4,1,0,1,0,1,,1,2,941,
6/12/2025 12:38,6/12/2025 12:48,100,577,1,6/12/2025 12:48,4,1,2,5,1,3,4,6,5.075,10.355,11.388,2,,"I would walk around thinking initially that I'm really classy and stylish then begin to doubt myself as I see many other people wearing the same thing. I'd think ""Maybe this luxury sweater isn't as unique as I thought. It certainly doesn't make me stand out."" On the other hand, I'd see other people wearing it so that means it must be popular and people may notice me and look up to me after all. So I suppose I'd feel conflicted is the best way to put it.",1.128,41.787,292.371,11,7,7,6,2,3,1,110,"Based on the description of the sweater, it sounded like it's something high end. I thought it would be something someone who has alot of money might wear. ",2,2,0,1,0,1,,2,1,943,
6/12/2025 11:55,6/12/2025 12:01,100,358,1,6/12/2025 12:01,4,1,3,2,1,6,4,5,0,0,15.95,0,,I would look like I was wearing a luxury sweater that many other people were also wearing and I would assume that my choice was correct. ,16.201,16.201,106.307,1,6,6,6,2,1,3,100,"I normally don't buy $100 sweaters, so for me, this fits the bill for luxury based on price",1,1,0,1,0,1,,2,1,944,
6/12/2025 10:15,6/12/2025 10:18,100,172,1,6/12/2025 10:18,4,3,6,1,5,3,2,4,0,0,11.235,0,,I would feel comfortable with my choice and I would feel like it must be a very trendy piece if a lot of other people are wearing the same thing.  I would feel good about the way I look.,7.102,7.102,45.109,1,2,2,2,2,3,1,80,"It doesn't seem very high status or prestigious if a lot of other people are wearing it because, because that means it's very easily accessible to everyone.",1,1,0,1,0,1,,1,2,945,
6/12/2025 13:37,6/12/2025 13:41,100,239,1,6/12/2025 13:41,4,5,1,2,4,3,5,6,0,0,11.859,0,,I would feel a little strange wearing a sweater that so many other people have that I think it would detract from the luxury of the sweater. ,5.575,5.575,50.056,1,4,4,4,2,3,1,225,"Initially I was thinking that is was an exclusive brand and that it was expensive but not outrageously so.  When I saw many others wearing it, I began to feel that it was not so exclusive. ",2,3,1,1,0,1,,1,2,946,
6/12/2025 10:20,6/12/2025 10:23,100,179,1,6/12/2025 10:23,4,1,4,2,6,5,1,3,0,0,13.032,0,I would feel less special if I saw other people wearing this sweater.  But I would feel overall a little more confident wearing this sweater.  ,,11.243,11.243,40.012,1,5,5,5,1,3,2,80,I thought at first it would be very expensive but it was not made out of material like cashmere.  So it's nice but not really high end. ,2,3,1,1,1,,1,2,1,949,
6/12/2025 12:52,6/12/2025 13:03,100,691,1,6/12/2025 13:03,4,3,4,3,1,2,5,6,0,0,11.602,0,,"I'm wearing this really cute beige sweater with flowers on it with light blue skinny jeans with beige high top sneakers. I feel really cute. As I look around though I see multiple people wearing the same sweater. Although I feel kind of awkward, I can tell this sweater is really popular.",1.272,198.047,294.465,7,6,4,4,1,2,3,50,I was thinking about the definition of each of those words and the scenario. The story emphasized the sweater was luxurious so I knew that. However I wouldn't classify it as high status or prestigious being that so many people had it on. Just because multiple people had it on also doesn't make it any less so I went for in-between.,4,1,0,1,0,1,,1,2,952,
6/12/2025 13:59,6/12/2025 14:03,100,252,1,6/12/2025 14:03,4,6,3,5,6,4,2,1,0,0,11.594,0,,"I would look just fine, but feel awkward because other people are wearing the same sweater.",13.928,22.311,59.047,4,4,4,4,3,2,1,75,These qualities are just what the brand wants you to think they are. I usually consider this type of marketing manipulative and would think the actual product is just average.,5,1,1,1,0,1,,2,1,958,
6/12/2025 12:39,6/12/2025 12:47,100,469,1,6/12/2025 12:47,4,5,5,1,3,4,6,2,0,0,40.288,0,I would feel nice and secure in the sweater. I feel I would look very great in it.,,52.34,58.3,177.53,3,5,4,5,1,3,2,200,"I was thinking about detailed the patterns are, the quality of it, and the tie belt.",3,2,1,1,1,,1,1,2,961,
6/12/2025 11:58,6/12/2025 12:08,100,606,1,6/12/2025 12:08,4,4,1,5,6,2,4,3,0,0,21.473,0,"I would feel much less satisfied with my purchase because many people have the same sweater. I purchased the sweater to stand out, and since it is popular amongst the people it becomes less unique. It makes me feel like a follower rather than a leader. ",,17.849,17.849,137.752,1,3,4,3,2,1,3,179.99,"I was thinking that the status of the sweater went down drastically since many people purchased it. The more common the item is, the less value it contains. It is not a good feeling to purchase an item to be different and separate yourself from those around you only to make you like everyone else. ",4,3,1,1,1,,1,2,1,966,
6/12/2025 12:27,6/12/2025 12:37,100,617,1,6/12/2025 12:37,4,4,3,6,5,4,1,2,0,0,55.028,0,I think I would look really attractive. In terms of how I would feel I don't think I would like the fact that many other people had the same sweater but I think I would still enjoy my night and I think by the end I would feel comfortable.,,1.998,1.998,209.928,1,7,6,6,2,1,3,300,I was thinking about the features of the sweater and the way I Imagined the quality of the sweater,3,2,0,1,1,,1,2,1,968,
6/12/2025 10:21,6/12/2025 10:29,100,491,1,6/12/2025 10:29,4,3,1,2,4,5,6,3,0,0,18.173,0,I feel and look stylish and high end with extra confidence knowing it's my sweater.  But then I notice others wearing the same sweater and I feel deflated and cheated.,,16.969,16.969,86.456,1,1,1,1,1,2,3,500,That it's from a luxury brand made from the best materials (cashmere) and quality craftmanship.,4,1,1,1,1,,1,1,2,969,
6/12/2025 11:37,6/12/2025 11:40,100,176,1,6/12/2025 11:40,4,2,4,6,1,3,2,5,0,0,11.923,0,,It would not matter to me at all.,11.963,11.963,27.225,1,6,6,6,3,1,2,240,It's a sweater I would not wear.,1,6,0,1,0,1,,1,2,972,
6/12/2025 11:31,6/12/2025 11:38,100,395,1,6/12/2025 11:38,4,4,1,3,2,4,6,5,0,0,33.356,0,The sweater would look out of place on an 87 year old man. I would be uncomfortable wearing it.,,26.652,26.652,94.893,1,7,6,6,3,1,2,300,"That it is not for me, either in style or by price.",1,3,0,1,1,,1,1,2,975,
6/12/2025 12:45,6/12/2025 12:50,100,281,1,6/12/2025 12:50,4,1,6,5,1,3,4,2,0,0,31.897,0,i would look stunning in thishe high neckline makes it avorite and t well designed sweater. the color is my favorite and the high neckline is amazing,,22.743,70.163,87.334,4,7,7,7,2,3,1,200,"i like to look special when dressing, my choice in clothes are amazing",6,2,1,1,1,,1,2,1,981,
6/12/2025 10:21,6/12/2025 10:23,100,154,1,6/12/2025 10:23,4,3,3,2,4,5,1,6,5.218,5.218,16.174,1,,I would feel self aware and concerned that others were wearing the same sweater. I would be unhappy.,0.972,0.972,44.99,1,4,3,3,3,2,1,250,I do not think that items that are prestigious are mass worn. I think that they have more limited availability and unlikely to be worn or seen on many. ,3,2,1,1,0,1,,2,1,982,
